"a_mean","a_stdev","a_median","a_errlo","a_errup","b_mean","b_stdev","b_median","b_errlo","b_errup"
1.010744387106168873e-02,9.405007959240693392e-05,1.010870482315888094e-02,1.001234536089899013e-02,1.019979804228887676e-02,-9.093807161738315381e-02,5.450822240296271728e-03,-9.103195880353365244e-02,-9.641837700233035768e-02,-8.533905921790685412e-02
