weight logl sigma l k
2.552630426886398868e-111 -2.243412453181371404e+02 4.012854786743067503e-01 5.471631116373402159e-01 7.576576798718825945e-01
2.587645250435732441e-111 -2.243266213931411244e+02 7.986823555152409160e-01 6.658771022226183112e-01 1.249882432357841688e-01
3.957777370041577190e-111 -2.239006870880874089e+02 9.903628526038311675e-01 5.581091923781299480e-01 1.334383335968942763e-01
5.416641464547122985e-111 -2.235858937181933754e+02 4.987503660510428372e-01 5.215919751203339505e-01 2.076117625392795984e-01
7.185203478343509388e-111 -2.233023458465804083e+02 7.043381038318560217e-01 7.829707426275996918e-01 1.408298676022685658e-01
7.560926301194171456e-111 -2.232503759762925313e+02 3.982651541187126609e-01 4.517621333640170489e-01 2.630839461734032492e-01
8.721969549039067359e-111 -2.231065246074586241e+02 2.059427419082445754e-01 2.707333841823751364e-01 5.347154418111187413e-01
1.229834555781402408e-110 -2.227619049397545439e+02 2.078898491493581524e-01 9.498411232200766330e-01 5.472131314388232193e-01
1.876743999146602156e-110 -2.223382462326021312e+02 9.780050406821051423e-01 6.649065374429191655e-01 1.371877379552807197e-01
2.262797952578218376e-110 -2.221501825129285237e+02 4.024062544157971377e-01 7.018051220467880214e-01 2.615125203492716377e-01
2.381206548047727011e-110 -2.220981772804097716e+02 8.315245737372921608e-01 9.922190545730316114e-01 8.820347126533567561e-01
2.764291815036471646e-110 -2.219480001151891599e+02 6.860892229867141534e-01 4.958382603404608568e-01 8.644512666882192553e-01
3.397522921640490719e-110 -2.217407379789570143e+02 6.291486955167834294e-01 4.650812239527604142e-01 8.505243448983488275e-01
3.706847671668868190e-110 -2.216526027613502947e+02 9.286626243226445698e-01 3.656424569425120730e-01 8.772290608653744437e-01
5.498758028561487924e-110 -2.212572623388471413e+02 8.319546406055171595e-01 6.401634248975613950e-01 8.798087852873474057e-01
6.796675537333512070e-110 -2.210443509915301377e+02 7.330394867430541916e-01 6.729486205655648146e-01 8.708522169660525281e-01
7.107016556278948124e-110 -2.209987020491815883e+02 9.734321223816353452e-01 8.326492005681797037e-01 8.685716815739946695e-01
7.717594666589840047e-110 -2.209152818487942511e+02 9.974602893473013543e-01 2.182282522289779036e-01 1.464686728656064973e-01
7.762198644100364145e-110 -2.209085189681071881e+02 9.036883743028882865e-01 8.085405052257107483e-01 1.332091684078575700e-01
8.223913700759800825e-110 -2.208497383775240337e+02 8.689778811339960995e-01 2.587966353447268553e-01 8.786287368499370309e-01
1.238617409778357993e-109 -2.204392037341665400e+02 7.947860724461812687e-01 1.817329341473744586e-01 8.760192703292397631e-01
1.237719517552783459e-109 -2.204389289119523312e+02 2.194551157887545401e-01 4.561990983732455707e-01 4.552428143934218463e-01
1.285649504935971102e-109 -2.203999354576413623e+02 9.264872685697360666e-01 3.407665876187292442e-01 1.368963707261173779e-01
1.345255770482032553e-109 -2.203536153407009976e+02 7.208077999932964719e-01 2.377090856860860635e-01 1.438118362638927117e-01
1.494028165782692979e-109 -2.202477235604713144e+02 8.601987302319408224e-01 5.517480648319248449e-01 1.333717422240745520e-01
1.625429387847399306e-109 -2.201624274800509511e+02 9.043473201920538829e-01 7.452951112147030432e-01 8.746256916797570113e-01
1.961060711189841184e-109 -2.199737139935668324e+02 8.379616142829169334e-01 5.395489103410131548e-01 1.341356888197060560e-01
3.768900005096278287e-109 -2.193194163165545660e+02 4.733640556152910461e-01 2.678341108857932307e-01 2.248605093687182643e-01
3.772754282083659692e-109 -2.193173941860839307e+02 4.058924411459272630e-01 5.350158880286365326e-01 2.621324557424682400e-01
4.667682055065917725e-109 -2.191035368990953316e+02 6.928496843506229963e-01 7.336903112467785260e-02 9.124308054181140548e-01
4.776403027607180531e-109 -2.190795117410581838e+02 8.744938215073536636e-01 3.270562991727226088e-01 8.731873318173218879e-01
5.476057597881189396e-109 -2.189418140739923899e+02 3.571614781860227295e-01 9.271992111563216454e-01 7.246428117370034006e-01
5.805829993599361517e-109 -2.188823369155869045e+02 2.167788489585371625e-01 6.114379852090351397e-01 5.722245431885480960e-01
6.175519650705354306e-109 -2.188196064666694269e+02 8.703964676528955779e-01 9.804967423962556161e-01 8.725954139970292234e-01
1.000143855203040985e-108 -2.183364705617521793e+02 4.828249388693395261e-01 5.140310623701664916e-01 2.214528427408829492e-01
1.143672994678094553e-108 -2.182013693983254257e+02 5.701006633795693279e-01 1.113354637698792393e-01 8.302307138855018476e-01
1.146810132783839075e-108 -2.181976301159183151e+02 2.084588646597734796e-01 9.602805581940376811e-01 5.364660338556114239e-01
1.429414420072026726e-108 -2.179763495426569193e+02 7.398744348935399895e-01 7.979587792667229840e-01 8.651097245794058255e-01
1.518158371426152791e-108 -2.179151164040747801e+02 3.980954432635652740e-01 8.032564161403588088e-01 7.494985079057246979e-01
1.879419740135364656e-108 -2.177006513262732312e+02 7.435942322200280730e-01 6.066379096303967655e-01 8.649391052530736035e-01
2.021592176508793148e-108 -2.176267289994748353e+02 7.456412541140825523e-01 2.668565381805576564e-01 1.461592987764682716e-01
2.236057273154959812e-108 -2.175249002375319947e+02 8.778275181593099274e-01 3.714818283032952362e-01 8.682924710508390653e-01
2.468697947019423409e-108 -2.174249235419156605e+02 3.934952639566795529e-01 3.623554505473250975e-01 7.462997851631638646e-01
2.794068279506539387e-108 -2.173001157081678798e+02 9.111561583360344718e-01 9.796249796305424029e-01 1.455969805063032085e-01
2.940094290549409814e-108 -2.172481727541573093e+02 7.655102776144782073e-01 3.163264598123132210e-01 1.449142481426917151e-01
3.308436504837985877e-108 -2.171291386838487085e+02 9.586444378022399571e-01 7.959562340685377713e-02 1.164623383813766511e-01
4.949125741460771165e-108 -2.167254034635139419e+02 6.128286804477371952e-01 2.700920553206058727e-01 1.747552122215599857e-01
5.011548208801955857e-108 -2.167118695155373018e+02 9.653641110738955255e-01 1.341517896846553537e-01 8.541854274798388325e-01
5.729625737108738709e-108 -2.165769641944015120e+02 7.711071293223528134e-01 7.712917349233966435e-01 1.460195546084163132e-01
6.448932125822288050e-108 -2.164576998513962565e+02 3.742368755398994828e-01 4.368633902737227848e-01 7.335545746255454080e-01
7.557105726920431928e-108 -2.162981261300741380e+02 8.322550248211170176e-01 8.346877374071701716e-01 8.663219189732718206e-01
7.585550447394371586e-108 -2.162933692259216514e+02 6.378528739199007536e-01 4.824721442842100361e-01 1.687852592429343046e-01
7.802779507736531661e-108 -2.162641343892443615e+02 8.605426731205088053e-01 9.163801972154868025e-01 1.450122004845615376e-01
7.913574427511987753e-108 -2.162490348397300863e+02 6.675488201594563797e-01 3.512319210120340429e-01 1.619824271629433099e-01
8.356682898240387791e-108 -2.161935528407585707e+02 8.080723574036761114e-01 7.841733835550656062e-01 8.658391194313885819e-01
8.502373686959752410e-108 -2.161752690248084434e+02 8.059702380757857165e-01 4.989028557910187844e-01 8.657375813597825154e-01
9.723539928578530274e-108 -2.160400646642548850e+02 9.872286208209208880e-01 5.172137895963464516e-01 8.461089517766767765e-01
1.230563619757017190e-107 -2.158035570217400902e+02 2.850210272909379228e-01 9.057627607778498957e-01 6.648303327517421923e-01
1.242205308756423019e-107 -2.157931410388082156e+02 4.942889837185249213e-01 7.612094792100683183e-01 7.953920021536785567e-01
1.915280822444383126e-107 -2.153591650581594195e+02 8.509010648825012790e-01 2.417397513891179628e-01 1.473026573592197686e-01
1.938656676475458546e-107 -2.153460340151899288e+02 7.892178307605677290e-01 2.744571467305065848e-01 1.478448817568647211e-01
3.958374706074711566e-107 -2.146311958003560392e+02 8.564378836505287529e-01 2.104006544229777287e-01 1.496808027587807066e-01
4.942120539029193619e-107 -2.144082348156076421e+02 2.902752797510592675e-01 6.478141444745167954e-01 3.568517387957877984e-01
4.960487320447645130e-107 -2.144035253276141475e+02 4.950675306999429148e-01 7.650682726545385837e-01 2.206746754040959102e-01
6.023694824417792722e-107 -2.142083284843578781e+02 7.274919380772364441e-01 4.980360848024424358e-01 1.559702936927087613e-01
7.405369548994014814e-107 -2.140008239618070434e+02 2.333239347491371518e-01 2.386995314253754774e-01 6.007797031942726518e-01
7.428550133909879571e-107 -2.139966986106820457e+02 9.557413602191680013e-01 6.178797153171248224e-01 8.454248571667933865e-01
7.595808754516592419e-107 -2.139734326981124184e+02 5.582123577197812825e-01 3.341441533282223375e-01 1.963185637989275367e-01
8.302468939232103193e-107 -2.138834763804875934e+02 6.270716742323174664e-01 6.326820839710288746e-01 8.366076337911753091e-01
9.421739216338647720e-107 -2.137560096118842239e+02 7.332618025455733823e-01 8.308015790684263324e-01 1.562736745350100653e-01
1.054212114402174724e-106 -2.136426505436883758e+02 9.535932244099473154e-01 2.782076820123465799e-01 1.655317319032821866e-01
1.100330102134351321e-106 -2.135988339929860729e+02 7.292275973594047889e-01 9.290007332511291960e-01 8.541957589410335006e-01
1.248369225497148418e-106 -2.134716061406660685e+02 9.350786079624577862e-01 9.427001612207563941e-01 8.476449458095960399e-01
2.154551604531322911e-106 -2.129248615908584839e+02 8.526932755811774678e-01 4.613144638902781924e-01 8.559163828493336901e-01
2.197457786005313461e-106 -2.129041430802372474e+02 7.890085437058057538e-01 3.814892444418137574e-01 1.540589964437381054e-01
2.833237668275685580e-106 -2.126490241105008181e+02 5.769459978547404333e-01 4.437536998574133085e-01 1.920768903645641013e-01
2.883826477703970273e-106 -2.126303261702400107e+02 8.288063440241115742e-01 8.542488916144962419e-01 1.545137530511906387e-01
3.290080113729555679e-106 -2.124975323054624710e+02 9.173776530137786045e-01 5.944061435848679853e-02 4.356490417969216544e-02
4.454606062885235218e-106 -2.121935055894474260e+02 7.253012334002678640e-01 7.119083299733287573e-01 1.606748311258358042e-01
4.721706933602432572e-106 -2.121342738479238221e+02 2.227097763492078553e-01 2.556449207790748579e-01 5.778172163528976224e-01
6.701667495348274552e-106 -2.117830878452867864e+02 8.095670276673188059e-01 9.444417251501446842e-02 1.438250772847575742e-01
7.032096122716321005e-106 -2.117339593910032534e+02 9.168060628306488047e-01 4.493186768492145600e-01 1.655624685792481676e-01
7.817453908851667339e-106 -2.116270853061820958e+02 6.620745250478959898e-01 6.545678150037124166e-01 1.718694457554916788e-01
8.246992487713272927e-106 -2.115725956336816012e+02 7.407730074217674376e-01 9.489317378415660365e-01 8.507699518583039522e-01
9.354054183277993108e-106 -2.114456343688091238e+02 4.783698300745101717e-01 8.773036810140216746e-01 2.319006819382180007e-01
1.484175221514126614e-105 -2.109829999160552916e+02 9.118194474153871187e-01 1.076909483293388980e-01 1.630548769305641965e-01
2.635790602350888041e-105 -2.104076759517934079e+02 8.349744853615039819e-01 1.884098748751416030e-01 1.611224810279822117e-01
2.659920477444855963e-105 -2.103975629009776185e+02 9.375412085821485109e-01 9.620652139315861717e-01 8.355975609147671124e-01
2.835858964431686381e-105 -2.103325142506479040e+02 9.438185507371020799e-01 5.226352597773242792e-01 8.339031508822929428e-01
3.049426603629131679e-105 -2.102589055534917009e+02 2.359101355034101122e-01 5.212812438897054257e-01 6.011615618493809654e-01
3.056521305802701269e-105 -2.102555816865109648e+02 9.424457846885314627e-01 8.728810478393453920e-01 1.761749494542230732e-01
3.605505759164378816e-105 -2.100893970729259763e+02 5.050950403836353964e-01 4.874613109185320647e-01 2.219292545591273758e-01
3.957835141722231937e-105 -2.099951619332285588e+02 3.913673806066134686e-01 3.568934756457556867e-01 2.805130553562489304e-01
4.401359779621049528e-105 -2.098879455936230158e+02 8.463355820451966549e-01 4.973753156108383644e-01 8.472038474139953479e-01
4.628546747552334875e-105 -2.098366161862170998e+02 9.339811592640864246e-01 2.523585928956647573e-01 1.758882396917327284e-01
4.631038650891955609e-105 -2.098350779540409121e+02 8.218437279987029775e-01 5.312422199527466748e-02 1.095924442139684096e-03
4.974668126320268766e-105 -2.097625004675187768e+02 4.195373075958334086e-01 6.914591230686855106e-01 2.639328618658728365e-01
6.850582970866164756e-105 -2.094415253737380738e+02 6.849914476606639990e-01 5.919482644156702777e-01 1.720868828123939265e-01
9.640361921997881005e-105 -2.090989004759335046e+02 9.818376242379776020e-01 7.367526321947532875e-01 8.180560979784158304e-01
1.030807506033853465e-104 -2.090309315531075356e+02 3.645435308589081158e-01 8.184218393537183722e-01 2.992448202226787313e-01
1.172644619778233681e-104 -2.089010124778062618e+02 4.047126475758902053e-01 6.832136383915117239e-01 7.441484780939334742e-01
1.208156187813788658e-104 -2.088701786489302208e+02 9.311208188566796329e-01 2.484061149540466307e-01 1.789527648906285018e-01
1.412282206407926470e-104 -2.087130670526366032e+02 6.656797060026166113e-01 2.579170275237104848e-01 8.350667467541474931e-01
1.523443354537865249e-104 -2.086363008970174349e+02 2.150027084597123661e-01 9.726290766412193367e-01 4.900762100836794088e-01
1.823428204745091841e-104 -2.084555556763678226e+02 7.229410870939882994e-01 5.998714206492585799e-01 8.420715851452552636e-01
1.993803609318172012e-104 -2.083652298587571181e+02 7.922483457801179352e-01 1.802847571528726212e-01 1.658750875181711493e-01
2.600122822917544075e-104 -2.080987153511375141e+02 9.525402959440055772e-01 8.467321136355592248e-01 1.873579407144726483e-01
2.665092871049281055e-104 -2.080730351291985016e+02 8.408579891152365704e-01 1.017041301292606059e-01 8.492876034129646090e-01
2.714293164656791673e-104 -2.080537424596519429e+02 8.758168291952157514e-01 6.885065546887707555e-01 8.383019648693651460e-01
4.568894849755021808e-104 -2.075320026861587621e+02 9.904073688094509054e-01 5.064409559358750146e-01 2.020086811298047458e-01
5.024722775408732319e-104 -2.074359037512824955e+02 4.326715986797243785e-01 1.485422210673169596e-01 7.573002246970361728e-01
5.197665661069931129e-104 -2.074010644211690533e+02 6.729752027743517440e-01 6.938624592381874567e-01 1.781563404895124547e-01
5.809884331332691556e-104 -2.072887133725158151e+02 9.882952432708471679e-01 7.405290056661569809e-01 8.075755986299596456e-01
7.818725921296704175e-104 -2.069907524190148536e+02 7.645842231333601635e-01 4.793712948274915231e-01 8.410855736030123930e-01
9.145156362318636058e-104 -2.068330496548149711e+02 9.169735012827527898e-01 2.702787234501721203e-01 8.266337289620593332e-01
1.042610853234356680e-103 -2.067009609385632984e+02 3.766501611512774739e-01 7.498549365512003906e-01 7.256583197967436671e-01
1.364090826558886812e-103 -2.064312007960481878e+02 8.769918522786125381e-01 2.635682509397647699e-01 8.326865702735855024e-01
1.798927351569412324e-103 -2.061534983701598662e+02 9.634431496275990270e-01 4.509544808187826437e-01 1.988733892623693045e-01
2.313926886576102872e-103 -2.059007429094874624e+02 7.969272320399080067e-01 5.843467219052305150e-01 8.381981928949862048e-01
3.058307503651339357e-103 -2.056208272820745435e+02 7.766906876173046426e-01 8.971243080839076400e-01 1.732213648345302115e-01
3.066000292725214565e-103 -2.056173150657145641e+02 6.128601044853737578e-01 1.960938747327505283e-01 1.936338765843274023e-01
3.320818419243708542e-103 -2.055364776772690902e+02 9.850225835032849764e-01 6.411157549643634601e-01 2.093405276482385169e-01
4.924699142100409379e-103 -2.051414257567791140e+02 6.866344781022227783e-01 7.730743019483191647e-01 1.807627434429425195e-01
5.653618089723672894e-103 -2.050023932315671686e+02 6.648670760823301995e-01 4.399351115950960178e-01 1.842918842291590975e-01
8.546920669162336852e-103 -2.045881178792153037e+02 9.766870809149730270e-01 5.076391396237976972e-01 7.993772848848128554e-01
9.295562692983095510e-103 -2.045031517851290062e+02 3.095503904088509062e-01 8.929533648363603415e-01 3.468785361871969952e-01
9.401867452907066866e-103 -2.044907806068912919e+02 8.955436459598816734e-01 2.326051321329051236e-01 1.877515340826245716e-01
1.147560858607144504e-102 -2.042904651512753276e+02 9.054648279009582801e-01 4.317051998623313569e-01 1.906004734627371189e-01
1.172216258541340667e-102 -2.042682076535721478e+02 9.217080793980495512e-01 9.538346456097903658e-01 8.156003546858460185e-01
1.289929646228186164e-102 -2.041715161695660470e+02 9.931119017175986663e-01 2.144452312455898957e-01 2.192607249922822188e-01
1.750594633412192950e-102 -2.038651483279038246e+02 3.245072739487037117e-01 4.186138964722064815e-01 3.344846155611482796e-01
1.881763789511373782e-102 -2.037918943257139404e+02 7.983307727326222070e-01 6.392974131621863565e-01 8.322641009141402701e-01
1.951394165759127761e-102 -2.037545597747294153e+02 7.453956253283199329e-01 4.631252995706615083e-01 1.787301804973774333e-01
1.962333804354317949e-102 -2.037479693672357257e+02 6.106256406298891104e-01 6.645428777346898963e-01 1.974466541506998407e-01
2.497266557539584183e-102 -2.035059070919274689e+02 3.004430549880181545e-01 1.805788463527561172e-01 3.562266993934578574e-01
2.812751024924939159e-102 -2.033859408317904354e+02 4.190002246354190829e-01 7.861007530510574215e-01 7.458532459530506920e-01
3.029968235857512497e-102 -2.033105517123937886e+02 9.072541460648063660e-01 2.823621439656341936e-01 1.947285660197155543e-01
3.180130042448374192e-102 -2.032611817588371252e+02 8.360596389484982183e-01 6.761071459542292716e-01 1.828268907443062474e-01
3.416273908483634117e-102 -2.031885533919506770e+02 9.729386521552989553e-01 5.547015243296502529e-01 7.942728842699864344e-01
3.662735007584058745e-102 -2.031178937104668876e+02 7.521563246132828562e-01 1.628000995251694949e-01 1.800704928399952109e-01
3.833747417668939177e-102 -2.030712610857770528e+02 5.427998036371033397e-01 5.510672924300369369e-01 2.177087290294832389e-01
3.932017785108223039e-102 -2.030449511231991266e+02 9.986395870923819862e-01 1.353534964078884073e-01 2.271846592338867543e-01
4.058107919898995174e-102 -2.030123870132381967e+02 8.223249417796051342e-01 5.619959355281878288e-01 8.283710293137808156e-01
4.410577917768175542e-102 -2.029280981206589729e+02 2.264515265173814296e-01 7.102561746813523813e-01 5.738035017091031031e-01
4.478353168353649444e-102 -2.029118484661476032e+02 6.308703601143423878e-01 5.490819954247411205e-01 8.177381470887022941e-01
4.659246511786509399e-102 -2.028712501063305922e+02 5.573630059522940439e-01 5.706332735448328419e-01 2.133505291424624417e-01
5.123998758871549294e-102 -2.027751687068289925e+02 9.306704945115932270e-01 6.886399959299338569e-02 1.356665840364411624e-01
6.650978964511750049e-102 -2.025133397921032099e+02 8.409094191133115181e-01 5.649930021949229886e-01 8.248203253321172435e-01
8.135887405029800517e-102 -2.023108190291007418e+02 8.703234779423216771e-01 6.145499000527094857e-01 1.907552846148093950e-01
8.264175638796002018e-102 -2.022941738635687727e+02 8.538513231747157928e-01 7.608320672900661386e-01 8.223218735341168983e-01
8.542025182841289865e-102 -2.022601057281098065e+02 9.085585840547090175e-01 9.527208234394867192e-01 8.111376086570639687e-01
9.985828870438437246e-102 -2.021029368736610934e+02 4.768858793125804185e-01 3.297852023003390309e-01 7.708802114034344344e-01
1.028744225093673877e-101 -2.020721798961750437e+02 5.969487346167651198e-01 9.645405490087434197e-01 2.036557394516779196e-01
1.251702171069983188e-101 -2.018750143938033261e+02 9.794759820744249890e-01 6.645447280974948745e-01 2.247423190158138739e-01
1.306217410217683923e-101 -2.018313832683466273e+02 4.282338992479672868e-01 6.204523749472756755e-01 7.487420386726397759e-01
1.372189129888255542e-101 -2.017811113860746559e+02 6.712797844821537518e-01 3.130351318648880721e-01 8.219482503081718683e-01
1.697665742023136036e-101 -2.015672645410720349e+02 9.546117016241233433e-01 5.791808668806560645e-01 2.162443742159226856e-01
1.849803321138958702e-101 -2.014804394351099859e+02 5.291220931890828760e-01 5.486454148108960149e-01 7.891967304777722791e-01
1.929548669166604906e-101 -2.014372326302539022e+02 7.450853471844438580e-01 2.763053430728276139e-01 8.266748974465030209e-01
2.287041453301993301e-101 -2.012662597151503974e+02 7.900031413710443262e-01 4.974900121104778306e-01 8.255423450287555642e-01
2.300544747931220807e-101 -2.012593728138328117e+02 8.235242562377589337e-01 1.213174505961058802e-01 1.865470993993275650e-01
2.346397018717412940e-101 -2.012386377875477308e+02 8.905359924990188247e-01 1.417326397799935078e-01 1.985359211227556431e-01
2.470169770439338656e-101 -2.011862318744014431e+02 9.835896405842093904e-01 8.311628802005527339e-01 2.300142566735920990e-01
2.560702549420671155e-101 -2.011492371014417699e+02 5.323145424503977763e-01 6.396474249328690798e-01 2.240811453228038763e-01
4.806551902235350463e-101 -2.005185387888423634e+02 7.577568217931310857e-01 8.145756975543143596e-01 1.866581192358766073e-01
6.218558450392065107e-101 -2.002599806361473611e+02 7.010855822813921723e-01 1.850495342348262851e-01 1.898058310533764503e-01
6.963505785345725997e-101 -2.001458357033300217e+02 7.418045437047939838e-01 1.874356486442291247e-01 8.233785310902151933e-01
7.077602154394664851e-101 -2.001285835840675134e+02 7.184330341100017003e-01 9.845798993062844229e-01 1.888407262944253873e-01
8.239734736059227230e-101 -1.999755506044733409e+02 8.741373055764593003e-01 3.520254180462596416e-01 1.997573742270745134e-01
9.174592986284043215e-101 -1.998670807238620455e+02 9.658047437435807181e-01 5.994291870553445367e-01 2.286932268351700159e-01
9.440359734153137189e-101 -1.998375246687879212e+02 8.843281271154584955e-01 2.427290805904076532e-01 8.078580779034939541e-01
9.996858652368871808e-101 -1.997792478467704598e+02 8.264829393049455408e-01 7.662597159440701633e-01 8.179363782552478979e-01
1.107930924086083794e-100 -1.996754394191575841e+02 8.062999832454582627e-01 4.299352201154502673e-01 8.197782600477756532e-01
1.117716186981440020e-100 -1.996656461779494691e+02 8.164753632579926368e-01 9.142955729788103669e-01 1.919535745971880925e-01
1.129157766454472737e-100 -1.996544616472567668e+02 8.806286622873231718e-01 4.383251561358717519e-01 8.080339709336704646e-01
1.145177193575580174e-100 -1.996393742834092109e+02 3.255850588604370932e-01 9.366989322050212063e-01 6.847215675671206592e-01
1.323450096920386425e-100 -1.994936916260694773e+02 7.912031653134345976e-01 9.991656210588154563e-01 8.204254091221087064e-01
1.506580371763750620e-100 -1.993630912344989952e+02 9.892799172927996265e-01 6.859732371086066927e-01 2.422708238431984240e-01
1.525296468743216637e-100 -1.993497448657583959e+02 7.837602743776768133e-01 4.333793042861628919e-01 1.904306842255182319e-01
1.662286249639603570e-100 -1.992627397490201986e+02 9.566866348923105390e-01 4.204553511685533707e-01 2.277695164303463748e-01
1.889861937041310513e-100 -1.991334298854378346e+02 7.789823969657163616e-01 8.749365725838532670e-01 8.201091409430435464e-01
1.978225214492463385e-100 -1.990867335762347352e+02 7.809741968680229407e-01 9.707912291433045127e-01 1.910390598227080794e-01
2.082565570414087785e-100 -1.990343330817001970e+02 7.462850453760534464e-01 3.573351608254048406e-01 1.905591804940256484e-01
2.151156555945987839e-100 -1.990009280321530696e+02 9.431365902166973791e-01 3.747749177977859336e-01 2.236300984852406248e-01
2.235068635850049088e-100 -1.989616617255100834e+02 8.541379686560368611e-01 6.248673306498001567e-01 1.994861479978906615e-01
2.564927287345646848e-100 -1.988230035324491496e+02 9.540146717701805112e-01 7.437233332777970496e-01 2.287579042311603805e-01
2.775650690086404440e-100 -1.987430484600310763e+02 3.471856360933408547e-01 4.298897470377083252e-02 8.659517837008577912e-01
2.883130924937987764e-100 -1.987040568322885861e+02 8.840253281062416812e-01 8.060540559604120192e-01 2.066690968933941885e-01
3.334646720452424528e-100 -1.985575669197990010e+02 4.591572155939830369e-01 5.877427092073286286e-01 2.566079195657877676e-01
4.297836716487083331e-100 -1.983028218557380455e+02 9.993297125013497206e-01 3.672652374559839394e-01 2.535840973335689030e-01
4.918492855049199201e-100 -1.981669315093557202e+02 5.450454959480603989e-01 5.808768192758992921e-01 2.244311501697414668e-01
5.003853980840977065e-100 -1.981487252509651853e+02 9.815779161484724513e-01 2.810181563041884711e-01 2.448279314856103284e-01
5.012835361625413939e-100 -1.981459319671996013e+02 9.289599077930752458e-01 4.353033890084084812e-01 7.878956125880547390e-01
5.161271439391769637e-100 -1.981157507105325521e+02 9.356203758405322590e-01 9.356642422182193108e-02 2.121718545419568613e-01
5.844642634305973499e-100 -1.979904082100113953e+02 5.480953887121956525e-01 1.767858134592273922e-01 2.237673044713175408e-01
7.190593788152496544e-100 -1.977821599090551956e+02 9.078816025566257553e-01 4.714343960691201874e-01 2.168383429629371362e-01
9.469889612277497785e-100 -1.975058164120971185e+02 6.464181479765466198e-01 1.581487145125031191e-01 2.021837305137385021e-01
1.008666271747355220e-99 -1.974417196344907381e+02 9.562856085290619701e-01 5.965725282309563005e-01 2.363929707362740773e-01
1.680116114758207555e-99 -1.969304856627083495e+02 8.797641345846103356e-01 1.476158979950460415e-01 2.122777265616442310e-01
2.383977956922626191e-99 -1.965795780667595807e+02 4.832046420399230824e-01 4.695687399622332503e-01 2.487764322140215700e-01
2.386960142023340385e-99 -1.965773279203827997e+02 6.977174010218221145e-01 7.907344894296314264e-01 1.984595318197434066e-01
2.397098730084397106e-99 -1.965720894260371949e+02 9.554765594971502685e-01 2.730298484592207364e-01 7.697299976764607754e-01
2.506461273746591163e-99 -1.965264766623910759e+02 5.753801366826167829e-01 3.746132339809912226e-01 2.184991041540175205e-01
3.394626035922482413e-99 -1.962221549661410336e+02 7.629135019246163774e-01 7.300561525053795853e-01 1.982343822769521147e-01
3.402343739030310113e-99 -1.962188840405138421e+02 8.896626407399460534e-01 8.849831937744837562e-01 2.177767614624221970e-01
3.708395540490940616e-99 -1.961317492554553041e+02 7.332103152903179932e-01 8.596626045758737344e-01 8.131745149744818990e-01
3.889510449945940031e-99 -1.960830652682948028e+02 4.452040330531475965e-01 5.279472916798843007e-01 2.661556298147695898e-01
4.648862207961207451e-99 -1.959037260664639462e+02 6.870808074853387293e-01 1.814005301289045580e-01 8.108656440600677806e-01
5.259518741427516657e-99 -1.957793090411240371e+02 8.815311907857317220e-01 3.497877951972587773e-01 2.172468725862909400e-01
5.970165791287837645e-99 -1.956515738719087381e+02 9.479380231142209290e-01 3.056257565514128860e-01 2.414518085336052611e-01
5.983675844573721925e-99 -1.956483135008163856e+02 6.709210945093414535e-01 4.161667261480633817e-01 2.028869049575341421e-01
7.215500853257966096e-99 -1.954601169615151832e+02 9.602868949345392258e-01 7.881383731986740804e-01 2.482470819038008480e-01
7.478122340589468095e-99 -1.954233668331734179e+02 8.818362340398675503e-01 6.764678601652373002e-01 7.916357443491499613e-01
7.728707464952450046e-99 -1.953894069312705710e+02 2.193939671605511510e-01 6.912979273761187260e-01 5.210945109636471173e-01
8.387235473640282201e-99 -1.953066376060272660e+02 9.355366385529477746e-01 6.724451361350975986e-01 7.724017773568085943e-01
1.323110542103506196e-98 -1.948497780409041411e+02 7.171431176788292117e-01 8.755537238886086371e-01 2.016018333632024762e-01
1.580474080082774916e-98 -1.946710386239506079e+02 8.491972727458974024e-01 5.395373200157054239e-01 2.135673370767759982e-01
1.818891972057020102e-98 -1.945295359675399425e+02 2.871874714798521300e-01 6.312547505419711102e-01 6.480403979314985907e-01
1.841364467762832875e-98 -1.945162566212996467e+02 9.366028205455673161e-01 8.990147428378417738e-01 7.681783422829753238e-01
1.983279422020072307e-98 -1.944410117283233603e+02 4.317369001114534921e-01 4.725477391715500186e-01 7.418420943166756931e-01
2.098496199756764397e-98 -1.943835424838118797e+02 9.712720540696161420e-01 9.799504337836523193e-01 2.597860290803057914e-01
2.110058357252938214e-98 -1.943770478720972221e+02 5.051874039689614460e-01 4.174924690432592067e-01 2.433788970385033501e-01
2.551229212618898201e-98 -1.941861881894799353e+02 9.671336176555692665e-01 8.099061767329642780e-01 2.585845469753278447e-01
2.799514439199894555e-98 -1.940923174890969563e+02 9.714616773432672714e-01 1.024512611405615781e-01 2.554432507340137493e-01
3.115411165145879372e-98 -1.939844023379083637e+02 8.401567311995985499e-01 5.947632484385914076e-01 7.964395391021102943e-01
3.375483429288215473e-98 -1.939032249242941077e+02 4.736852821160431048e-01 6.468838523249244021e-01 2.562309608422569385e-01
3.536718601708542659e-98 -1.938555641280754003e+02 2.942088917276515225e-01 2.139393413725332316e-01 3.711614069206509159e-01
3.662367586078460179e-98 -1.938196536569507202e+02 8.915015092420205400e-01 8.110677751714567840e-01 2.280602418541970433e-01
3.713009357011431637e-98 -1.938049207814090948e+02 9.313034615241226888e-01 3.261573465110625403e-01 2.430506774619849431e-01
