sigma l k
3.987976540067885711e-01 4.037239174358894234e-01 5.903597630271195662e-02
3.523134020785560483e-01 3.867318588887022068e-01 3.242738183921178852e-02
3.325014037562076252e-01 4.089123689050830346e-01 -1.265722064006746805e-02
3.543085296917210525e-01 4.263627842529838508e-01 3.834607549333846066e-03
3.788097510089544762e-01 3.803091893386615352e-01 -1.047793609482688959e-01
3.076335675577406836e-01 4.119866060756578463e-01 1.378529404839690109e-02
3.446938312199852028e-01 4.138710099967630174e-01 5.133546089352858388e-02
3.423861843423254836e-01 3.793330272923770008e-01 -1.962698737347945421e-02
3.343041738869679258e-01 4.162576493868496152e-01 1.636831020282825122e-02
3.219839345604951220e-01 3.969815614592336894e-01 -4.153172585705267039e-02
3.451966477908345876e-01 4.030878414017574629e-01 5.851416224367023133e-03
3.517448618498010271e-01 4.214924133269410955e-01 -1.191436560054948135e-02
3.608476987545172765e-01 3.973352933508976781e-01 4.220902775895041259e-02
3.175898877855255487e-01 4.331397484337347059e-01 -4.904556594890019383e-02
3.284136945251625583e-01 4.291485849882709092e-01 2.677580398966616926e-02
3.860429812996336030e-01 4.046347941500385570e-01 -2.557985238507487491e-02
3.653366720982942906e-01 3.978772570778521533e-01 9.875799709109234215e-04
3.407262651263581743e-01 4.085090239833757964e-01 -4.613149735424926234e-02
3.127908861176273425e-01 4.210998894361571709e-01 1.784122783387465105e-02
3.303048873271955954e-01 4.180911021408416639e-01 1.114313285120116515e-01
3.239755252609503033e-01 4.452336960698423107e-01 -3.267729811307074073e-04
3.288860229514355971e-01 4.233834769796733788e-01 1.011076338984051581e-02
3.120062201580999228e-01 4.479752717223882685e-01 6.917746288911175156e-02
3.511355661768132963e-01 4.135494372186458989e-01 -1.325327461907654936e-02
3.536706591966350954e-01 4.149603554850622711e-01 3.007462185596221360e-03
3.570649797621684440e-01 4.010733034277433884e-01 3.303004129352715701e-02
3.411300327028767843e-01 4.210097491736746189e-01 3.057518535662495651e-02
3.347548145062164138e-01 4.816260778521354036e-01 8.132824460257337407e-02
3.540156927468736670e-01 4.245404799682378494e-01 -1.961312826133665421e-02
3.198726861785238240e-01 3.964980242802395027e-01 5.492470285321071621e-02
4.372665597653834779e-01 4.458269605207065278e-01 4.655987939734185233e-02
4.042858535202526471e-01 4.010807916969632569e-01 4.389244213470466782e-02
3.483732234597875510e-01 3.903194164723258197e-01 -1.068416054270326931e-02
3.034433268847108733e-01 4.177592011899534663e-01 7.343875489142615010e-03
3.313721147835814174e-01 4.132721360315805281e-01 1.078451846993311314e-01
3.099826626844401911e-01 4.198019718216560725e-01 4.417607519008059924e-02
3.986431107968174681e-01 3.954619750475214524e-01 1.291330760133699851e-01
3.374114701596044874e-01 4.376772303209683912e-01 -1.110005092785137926e-02
4.028542559070750206e-01 3.848988300763993564e-01 8.926674750211471832e-02
3.251198184098190724e-01 4.603133762118888916e-01 2.110889024555628879e-02
3.034433268847108733e-01 4.177592011899534663e-01 7.343875489142615010e-03
3.593522137064682487e-01 4.027949621607451736e-01 -3.126187582350636873e-02
3.391599857711964372e-01 3.804069510348632166e-01 6.246091881469517659e-03
3.399161752520724611e-01 4.196888778435803879e-01 -5.779528210529072396e-02
3.482862705858635888e-01 4.092951553765863393e-01 4.319907676195189339e-02
3.014300457113239795e-01 4.296246474175294816e-01 -2.991743712358774232e-03
3.271487312862225161e-01 4.144480385864524608e-01 6.192590356100446947e-02
3.346176379479998686e-01 4.166468594487621191e-01 4.189920179470107975e-02
3.501455146622019510e-01 4.123329943553890597e-01 5.621839109586512784e-02
3.375350777057284368e-01 4.135286352857064918e-01 3.054872503168581943e-02
3.479974722025252487e-01 4.115200606216228296e-01 2.809103476002605682e-02
3.985315661802310006e-01 4.156223081375362560e-01 1.409121109600763866e-02
3.532297735443969411e-01 4.021106557183649066e-01 8.013917811843906946e-03
3.374305405413618453e-01 4.190468881929526046e-01 2.559381747340250257e-02
3.301962506051748791e-01 3.864979420505460506e-01 9.972691102254427342e-02
3.807556853949002895e-01 4.092667915378156995e-01 8.470127866369359104e-02
3.287288112613269142e-01 4.246297237426693294e-01 6.617446629998657848e-02
3.383655272230425282e-01 3.845981147934338096e-01 -1.558794201562496706e-02
2.883817158910252920e-01 4.202251697860677204e-01 -1.035662428325356821e-02
3.605262764328747704e-01 4.158613812857100966e-01 5.347246269364558380e-02
4.522838367172092866e-01 4.020931052307507581e-01 9.398203566597262970e-02
3.562271394699974003e-01 4.101596027287308655e-01 3.873697302637246764e-02
3.597020418148272891e-01 3.828375442150702690e-01 -1.442515714044423358e-02
3.390075276181285790e-01 4.324490529151902019e-01 2.965014172203717102e-02
3.368095732713833335e-01 4.193352763555486806e-01 4.371831232466982797e-02
3.417399071631948004e-01 4.073643981478641263e-01 1.290858971157615720e-02
3.925212177839931260e-01 4.043249843496749540e-01 1.218256897424676577e-01
3.567198258333328376e-01 4.061739837802831321e-01 1.727589559805120523e-02
2.901205770796466688e-01 4.044502914654435344e-01 4.229171887983662614e-03
3.298912811372356479e-01 3.919713791751228138e-01 -5.070536527409785776e-02
3.552867735988132769e-01 4.121427048367768409e-01 3.176033748094653220e-02
3.496498905724533812e-01 4.181630173253511606e-01 9.967550682436487897e-02
3.288526986902183258e-01 4.496810004425466634e-01 1.650158685997156205e-01
3.897096557520985383e-01 4.190088193464055477e-01 8.368440384087794115e-04
3.474568208043764539e-01 3.884379515355768642e-01 6.282230505989772062e-02
3.911198661592852899e-01 4.154880300912484059e-01 9.556974459891409701e-02
4.664175330366805983e-01 3.752643363029237733e-01 -3.474006528525830362e-02
3.172987463410150144e-01 4.287135103186603957e-01 -2.422166580024209814e-02
3.282776373017056160e-01 4.346447771180382835e-01 3.889035255650186151e-02
3.354367178707891028e-01 4.704632994189036355e-01 5.909609313413866083e-02
3.413489203621655199e-01 4.171056404902657166e-01 1.609073573839658877e-02
3.643086024436276715e-01 4.265123011476764647e-01 -9.245704524374742661e-02
3.698042313393772318e-01 4.385409868569914438e-01 -4.421700276614315417e-02
4.046177919292051062e-01 3.999800863718707689e-01 1.192948921958714159e-02
3.976992639483519776e-01 3.919487609511450588e-01 -1.086034508517741415e-03
3.793379610786201672e-01 3.855182326617914712e-01 2.845269453728049847e-02
3.168209026494854252e-01 4.290711776708749925e-01 9.012875818101684366e-02
3.769205528901474200e-01 3.820256973543552093e-01 7.731857897417038217e-03
3.729951350115474074e-01 4.038104544382163930e-01 1.110736083412695585e-01
4.145466343151218425e-01 3.855481663944759774e-01 1.499980973891759106e-01
3.219715221168613639e-01 4.203777630347950156e-01 3.369698869798432028e-03
3.450582670480183967e-01 3.973126304735508096e-01 2.718012830092231269e-02
3.800755692947207498e-01 3.998327761435314098e-01 4.532915088744093879e-03
3.746364089367229533e-01 4.140393930889251783e-01 -4.115949972050714223e-02
4.171748621533295509e-01 3.633242629317747774e-01 4.217190700637574174e-02
3.403691622357755686e-01 3.849573454207372292e-01 7.279462054310892327e-02
3.507656207989632846e-01 4.142075357959073556e-01 1.059599603656291578e-02
3.579806248962959514e-01 4.343850030190463674e-01 4.079929514219360343e-02
3.356966287394241300e-01 3.999762919719789811e-01 -5.221538657136426398e-02
3.498329251649204275e-01 3.880514134798837556e-01 -4.752701920046753514e-02
3.183642822013280638e-01 4.151034216640269170e-01 9.809275131627748223e-02
3.585316716391882541e-01 3.981397919521333373e-01 2.594232881322655615e-03
3.257162226702112751e-01 4.097761111386549193e-01 6.229348267629730707e-02
3.774391928118028261e-01 3.881810928345836853e-01 1.199758590901867095e-02
3.601564703759619346e-01 3.808981762091077083e-01 1.694693866638674606e-02
4.251981235392545133e-01 3.931970234190373947e-01 1.752135187795493820e-01
3.441312793332996223e-01 3.981862171932565864e-01 2.422254545465740705e-03
3.353891423376460512e-01 4.256764898420862253e-01 8.347515739108413158e-03
3.938686126081237804e-01 3.888395771306658033e-01 -3.748240650699830034e-02
3.533551107192534069e-01 4.415281577271665814e-01 -2.399743687961419791e-02
3.938686126081237804e-01 3.888395771306658033e-01 -3.748240650699830034e-02
3.702340407179041115e-01 4.359969899684690287e-01 5.738487843018091894e-02
3.477872949290528592e-01 4.170976996526615799e-01 2.048085082669803825e-02
3.550963616168564818e-01 3.806903279994507949e-01 1.089603734714830185e-01
3.727457941013940235e-01 3.846494877872753126e-01 4.043184961886714390e-02
3.868331910637633486e-01 4.004228103981301023e-01 1.021751563658801487e-01
3.850370967087003993e-01 3.875389480284797128e-01 -8.259962407209109347e-02
3.777283820758379762e-01 3.888357353592306609e-01 8.803252965751928727e-02
3.949819191235090510e-01 4.089035025562718362e-01 4.050705596994541580e-02
3.094421911374911627e-01 4.144600328937435574e-01 4.740178682678442001e-02
3.675270684861415837e-01 3.993903864987565777e-01 -3.711790441095852433e-02
3.781566687861069309e-01 4.074173589996752387e-01 5.049629195276406080e-03
3.132815355042397054e-01 4.061578100037092076e-01 8.745938638522310349e-02
3.181145660982566126e-01 4.626127057489253791e-01 4.787214616788415533e-02
3.529844367002354932e-01 4.255106335484930558e-01 -2.301487394170187439e-02
2.967281710318235843e-01 4.245524789385887177e-01 9.916093856877394863e-02
3.943465582461896379e-01 4.127237018214965358e-01 -1.311310438455803862e-02
3.400664773835542776e-01 4.037684476915184284e-01 -9.984760970380035516e-03
3.933050490614293793e-01 4.143393710738934033e-01 -6.056751984054287163e-02
3.157707681957736545e-01 4.005230578044447487e-01 8.016584437343388103e-02
3.795418290494801394e-01 4.082284470230096995e-01 6.191135897995692083e-02
3.340563415272759795e-01 4.105119928124852935e-01 1.194085619410991672e-01
3.733049589773888011e-01 4.014934275483817983e-01 9.911799321857039935e-02
3.787802206976939035e-01 3.966243823996501439e-01 4.972711671362972652e-02
3.791124551111237362e-01 3.962420072902861357e-01 5.769932525465026885e-02
3.445551815367371984e-01 3.980252545069807857e-01 6.972147754128821262e-02
3.291637809224212119e-01 4.033515628394835351e-01 -7.400899889467627002e-02
3.763481228248246047e-01 3.931134094045193872e-01 -6.892606305179627135e-03
3.423569389229182414e-01 3.867361346762143159e-01 2.108897459327452317e-02
3.933639842368876760e-01 4.171202632241771124e-01 -3.705635961248021637e-02
3.319523047169073982e-01 4.157797261940643363e-01 -5.655525497857416539e-04
3.652288892485039962e-01 4.367399019274581518e-01 2.518386314917808733e-02
3.331616759797105809e-01 4.204856300569781435e-01 1.424218459452508689e-02
3.477837680138248788e-01 4.058234906986578627e-01 -1.922073184266592794e-02
3.715139006286731771e-01 3.978263998535074841e-01 -1.013039840674734293e-02
4.025274325801382336e-01 3.916020670408832949e-01 8.773097428342380155e-02
3.351184679988106763e-01 4.071012125115540670e-01 1.823425579436022126e-02
3.168981664519926467e-01 4.115104041429102910e-01 8.768710052719197456e-02
3.318352197919965940e-01 4.454206699840987382e-01 -2.350388792039459496e-02
3.462734557348726150e-01 3.715459809397536062e-01 2.808776385648403817e-02
3.579950968968712566e-01 3.969447849955739516e-01 -9.138275125636363683e-04
3.782273350508176257e-01 3.941348696784796601e-01 9.678576512645342689e-02
3.261877350873988446e-01 4.135154733545853278e-01 3.153858037496126698e-03
3.864712801536845377e-01 3.959126246828815199e-01 2.236960333857740402e-02
3.432347137359768041e-01 4.416997466096139191e-01 8.288594321920816910e-02
3.642368594163503670e-01 3.893424216159148132e-01 6.453301349710049983e-02
3.165772371301875943e-01 4.189801405296211811e-01 6.381800744760601773e-02
3.171394013877652518e-01 4.213990483083923655e-01 4.439932705524540779e-02
3.285019208120857903e-01 4.188954408387763340e-01 -2.200341719655729555e-02
3.305556988719179357e-01 4.179233094000753268e-01 1.101183777109047135e-01
3.881886620930085074e-01 3.911302376876938380e-01 4.017521231453891062e-02
3.257010212210338929e-01 4.424686784212115143e-01 5.684826438240531132e-02
3.886650418124359962e-01 3.970986674032893626e-01 -1.067311217226818432e-02
3.760257171292103462e-01 3.843272967458195022e-01 4.499798473892635542e-02
3.015788367862657915e-01 4.243891244335073476e-01 -5.994780759594375841e-02
3.816380331626542111e-01 4.048466700244520711e-01 2.597843652014586446e-02
3.366490791368447755e-01 4.105439627229589550e-01 -1.194564750620119575e-02
3.142730744537463039e-01 4.028434378927532311e-01 5.734578228579390036e-02
3.572823735111652077e-01 4.293519840238558261e-01 2.821549972559855846e-02
4.092730296888170693e-01 4.389681086047740877e-01 4.780969812886137760e-02
3.756474060067580001e-01 4.432990172363263648e-01 -5.225574580441638695e-02
3.408877247059687310e-01 3.918581748909608642e-01 5.487642422284078059e-02
3.272021458564850493e-01 4.269634936670397285e-01 4.180200201745698507e-03
3.346187756709528838e-01 4.138262858627095864e-01 6.098482697365015248e-02
3.467586479169171843e-01 4.291131138818831681e-01 1.093480469264649368e-01
3.374959824371890904e-01 4.646923738709958229e-01 5.428876172325791671e-02
3.642672169069181565e-01 3.918010341276469966e-01 1.001643101551772386e-01
3.349822591941278849e-01 3.987666309062448122e-01 5.630613682541407705e-02
3.407369164526664607e-01 4.066835866719376025e-01 2.944356934106528989e-02
3.484916987930389842e-01 3.903938054265848057e-01 1.668749970951277639e-01
3.483416812579297472e-01 4.017041060585357370e-01 3.435348494732681779e-02
4.237039270017589065e-01 4.011719817511049113e-01 2.745668114156218920e-03
3.158593676151098539e-01 3.983269264987475688e-01 9.165547792842865249e-02
3.551515481114680961e-01 4.094711301405693504e-01 -3.487278977157859394e-02
3.374946479128432264e-01 3.953946843779451159e-01 8.638470642915274667e-02
3.532793981616207390e-01 3.957753864622118867e-01 -2.673706507986095549e-02
3.387964453066437676e-01 4.312441464912097899e-01 1.518942456041805222e-02
3.662058657060829892e-01 4.195079992432236837e-01 -1.301259466540438670e-02
3.224861256375069485e-01 4.256713815146196955e-01 1.044529759436318983e-02
3.773936105526722318e-01 4.222310319111574617e-01 -1.428447235570229346e-02
3.732416888063186944e-01 4.013551801997400359e-01 4.995103914565635073e-02
3.438327982950795114e-01 4.265201207283221274e-01 9.355562015568663625e-02
3.354262809432788650e-01 3.742161759379879493e-01 2.347879029241961568e-02
3.065761132831969493e-01 4.710909133356413481e-01 4.178131306693422253e-02
3.298080238358734873e-01 4.175973570441481875e-01 2.890017940064160129e-02
3.586001244927519704e-01 4.198134217761361753e-01 3.361501391361776392e-02
3.199002822588747352e-01 4.444142964164040643e-01 3.131278989694830095e-02
3.452520876214639767e-01 4.672529364212737457e-01 3.412245375190670060e-02
3.649530522561393875e-01 3.992447483936847341e-01 -7.240375518542008226e-02
3.859426163060183379e-01 3.766131144360902461e-01 2.413300882231039779e-02
3.684361578992209063e-01 4.467668233838624214e-01 -6.610759134777621782e-02
3.528010696056547713e-01 3.784767517989596763e-01 9.161903099851897991e-02
4.039550981722513923e-01 4.269619308178472794e-01 -1.306931629501428827e-02
3.591530251512266014e-01 4.010342664229923360e-01 -6.803566432298280287e-02
3.750911835344676315e-01 3.839962793131309615e-01 3.042363114954338421e-02
3.731127928655005310e-01 4.137247654436698174e-01 -1.798126607577832381e-03
3.687684992623945779e-01 4.033625554337252339e-01 1.627145357735426678e-02
3.591673756420040164e-01 3.987482325834658115e-01 8.185592557230569888e-02
3.814294413205083778e-01 3.910595244965080486e-01 8.561126102666127835e-03
3.452747597537228486e-01 4.079019730611904149e-01 1.829844750849551893e-02
3.523415016473008254e-01 4.587054610484617712e-01 3.092712165620792319e-03
3.631768126856175227e-01 4.095225026476581043e-01 -6.676135301284946699e-02
3.768772627776765805e-01 4.689388955781114143e-01 -7.361347148811492325e-02
