weight logl sigma l k
1.168449669889687027e-21 -1.330603351446720239e+01 8.939329556756583361e-01 3.833001991999706037e-01 3.324339483383649263e-01
1.172406438707264495e-21 -1.330165289438431842e+01 3.452981314625825360e-01 2.944581521030158466e-01 -2.201744122511698487e-01
1.205975929023711129e-21 -1.327242217737135377e+01 7.010990639204917052e-01 4.133489983307642723e-01 6.160514535593202279e-01
1.212307739244569674e-21 -1.326618555044183267e+01 4.471514080843235206e-01 6.274323542811264254e-01 3.428294960064091068e-01
1.226040830039391656e-21 -1.325392117570962114e+01 7.712864593013717407e-01 2.944465677992067487e-01 -1.474593973945979020e-01
1.227168336527837983e-21 -1.325200196622418503e+01 2.337909869851763078e-01 7.200781714213377871e-01 -2.125429519599897343e-02
1.226762330195704707e-21 -1.325133286908247499e+01 6.352782724251615498e-01 4.635591483701365645e-01 5.169341373891924718e-01
1.236797554088077808e-21 -1.324218589489106535e+01 5.891994328883290999e-01 4.283640780204911458e-01 -6.257085938545206005e-01
1.251105338273399863e-21 -1.322968388493100633e+01 4.656309463387908743e-01 2.864999031445668032e-01 -2.479586627255829789e-01
1.256785187310133810e-21 -1.322415429427303479e+01 8.653807022317628883e-01 3.856182223448348934e-01 -4.019675587979414377e-01
1.330781082879407610e-21 -1.316594526591450176e+01 4.993679313829044730e-01 6.648321332022927299e-01 2.757942601303131624e-03
1.352955025807113418e-21 -1.314842020784032428e+01 7.092841337123272361e-01 4.929142110312842440e-01 4.324398917064486980e-03
1.369581305500343938e-21 -1.313520623942028465e+01 9.244554753098018773e-01 3.193669837444250703e-01 5.972298637878392658e-01
1.420241044499375565e-21 -1.309788470927222193e+01 5.761748882292434537e-01 5.988627928345322537e-01 -2.199290333805825615e-02
1.428452079937739566e-21 -1.309111991972184796e+01 9.115205569877309344e-01 3.786361853416717049e-01 2.953625918405680117e-01
1.465474486557364686e-21 -1.306453224448716810e+01 6.559270958856695533e-01 4.680389885507851844e-01 4.643549715677666168e-01
1.595166212455839993e-21 -1.297873337688324114e+01 7.781638224243434543e-01 3.959049714488541150e-01 5.764471510058819526e-01
1.643206222414398595e-21 -1.294806196917569707e+01 4.615329191867379999e-01 6.046860511657903281e-01 3.729595608846376642e-01
1.661697319126863107e-21 -1.293587175473487605e+01 3.785665737170910150e-01 6.662372503995478423e-01 -2.758513421189047188e-01
1.829629634436009722e-21 -1.283859775531047376e+01 2.256998789086264723e-01 4.278855179849122004e-01 2.837434303827639503e-01
1.905746152204380931e-21 -1.279683770328810510e+01 3.387546544344127719e-01 7.983071886086734459e-01 3.291856612288657224e-02
1.934678944546286649e-21 -1.278076992354263552e+01 8.248834332625725185e-01 3.791140675654294800e-01 -5.646720013769482849e-01
2.063869772321694410e-21 -1.271512856530361546e+01 6.333548746353960812e-01 3.277599169603666596e-01 -7.390218670055892503e-01
2.089573900206655502e-21 -1.270175114643491554e+01 5.413133931054036063e-01 5.358412701467103467e-01 -4.062755553607984016e-01
2.272585172418951969e-21 -1.261679329014754103e+01 5.058303756421208552e-01 4.508662549939050912e-01 -5.820054446081996957e-01
2.279111711592619625e-21 -1.261292554925318399e+01 4.170752277046662071e-01 6.639890678470344865e-01 2.890849013038265802e-01
2.394198429262290063e-21 -1.256266282635159826e+01 3.695326664203565370e-01 7.784384560674616482e-01 2.898112741323966013e-02
2.489018257773133240e-21 -1.252282295738349660e+01 9.995290551310398453e-01 3.472949186010707012e-01 2.803354714085122268e-01
2.513421297341944132e-21 -1.251206642444526551e+01 8.851683569506214599e-01 3.502661364981146663e-01 -6.316467150330171698e-01
2.541406231845084943e-21 -1.249999375371095311e+01 8.703199393193598032e-01 3.833501156576590851e-01 4.015713552179716039e-01
2.548251533476751235e-21 -1.249630386528437498e+01 3.887242055806198193e-01 5.098734215048827956e-01 4.921921483415707677e-01
2.660409924209363362e-21 -1.245223109836099695e+01 5.224130611663120316e-01 6.406467405631215417e-01 5.097658889280753947e-02
2.657973220864588117e-21 -1.245214743080595099e+01 6.574591383716871240e-01 4.927398766621274295e-01 3.442655726297667584e-01
2.664330320389136358e-21 -1.244875857699541655e+01 9.655011212412585309e-01 3.084827102274134147e-01 1.807546300297895314e-01
2.672115163923980847e-21 -1.244484096111042959e+01 3.476002820058415876e-01 6.720312328350837028e-01 -2.621423961756987886e-01
2.719339024875149530e-21 -1.242632247091032127e+01 5.286240813417084627e-01 5.874926420351505030e-01 3.182574445062880120e-01
2.787575356979996389e-21 -1.240053914581199024e+01 3.900502457495360065e-01 3.604295503447565996e-01 6.062670032965731259e-01
2.915556290524973550e-21 -1.235465067730180522e+01 7.549820044581081468e-01 3.395029591924624279e-01 -7.796041143589346190e-01
3.046179012736995312e-21 -1.230982329360512040e+01 5.445508585734697427e-01 3.989591968573253933e-01 7.201123528794064477e-01
3.195844429366324007e-21 -1.226085996607656625e+01 5.935904408993484260e-01 4.507844412403761436e-01 -5.515600602492515270e-01
3.197343580545953121e-21 -1.225939098215030754e+01 4.920233672368117261e-01 4.619680631465608034e-01 -5.583754423257819566e-01
3.332880596496422811e-21 -1.221687434207663614e+01 5.909926129258714633e-01 5.459898169277227487e-01 -2.793949386412986069e-01
3.408525522703622575e-21 -1.219343151637667688e+01 6.059466053281153952e-01 4.881524372010215274e-01 -4.363372058046270929e-01
3.488792674222729753e-21 -1.216915557838134987e+01 4.277848895273503316e-01 5.331763052444375983e-01 4.809782660654784436e-01
3.485845149847138008e-21 -1.216900079059892903e+01 9.554414551344551088e-01 3.403761928102148060e-01 5.239301786681669348e-01
3.550357986718432500e-21 -1.214966287639467168e+01 8.742136091317183055e-01 3.827763050137705236e-01 -3.466602183324121178e-01
3.666770117934290070e-21 -1.211640011841265618e+01 4.698035498171184154e-01 6.861424464582700500e-01 3.827792371339144850e-02
4.081404643309449491e-21 -1.200827011163912061e+01 4.724510822811637256e-01 2.954790071473323287e-01 3.706662016662825021e-01
4.098313203121151473e-21 -1.200313584094351427e+01 4.965401514309623066e-01 4.853793687032736393e-01 5.490033808259171533e-01
4.100477595164626403e-21 -1.200160786257524137e+01 3.872426606792852555e-01 2.779839202938398923e-01 6.685920553363788876e-02
4.113690160267282286e-21 -1.199739084123089583e+01 5.737547794376689492e-01 4.728283450461724380e-01 -5.087596541608944145e-01
4.259042350961347346e-21 -1.196166698136087803e+01 4.540822326349144289e-01 5.968647023206442581e-01 -3.528225856274960215e-01
4.455044708601434244e-21 -1.191567421965379481e+01 7.611332244089958898e-01 4.456864546072429878e-01 -1.470586181815979332e-01
4.506956573769317315e-21 -1.190308920775015622e+01 6.480245947890024283e-01 3.994110871938023055e-01 6.969969717019117716e-01
4.535877332777377205e-21 -1.189569279310569527e+01 6.354788002557948401e-01 2.948655540572534539e-01 3.391232591198787283e-01
4.568547952112711256e-21 -1.188751589647671381e+01 7.074649453951188383e-01 4.256533196589422641e-01 -4.895465689289040245e-01
4.566312940031241588e-21 -1.188700523334838977e+01 6.904089068612433433e-01 3.224565951854996282e-01 -7.109069406034141947e-01
4.811092195918562014e-21 -1.183378719002675439e+01 7.001160731861751918e-01 2.998616612752327271e-01 4.166643098840059345e-01
4.922765312789003039e-21 -1.180984088807184662e+01 7.510536438858821384e-01 3.907972078181778941e-01 -5.986056684169611675e-01
4.923169168640444843e-21 -1.180875885302430106e+01 3.612643497717193952e-01 2.793916957448278060e-01 4.387866835881415462e-02
4.920205449847003594e-21 -1.180836102839562329e+01 6.481467423985204368e-01 5.102264072918809568e-01 2.686527122515811605e-01
4.940630541018044588e-21 -1.180321835319023194e+01 3.963383325517148004e-01 6.658084181474717145e-01 -2.615895051509544711e-01
4.978546506585574752e-21 -1.179457333383911077e+01 3.347960968925035585e-01 2.821847661728431600e-01 2.227824096685848687e-02
5.062193684374197088e-21 -1.177691139231521333e+01 2.600655226710972823e-01 6.757551763413149892e-01 -1.624004572129493784e-01
5.160947050666141545e-21 -1.175659121652355310e+01 4.011612358378950360e-01 7.197801023411820598e-01 1.697573645913146301e-01
5.251364764405626622e-21 -1.173822331818104203e+01 9.024091609738473796e-01 3.620430933567608811e-01 -4.685069816817799548e-01
5.770914148965767068e-21 -1.164288081679267606e+01 5.603675344559402305e-01 5.658414423582230901e-01 -2.754691909995943266e-01
5.957999118656176754e-21 -1.160997660976201473e+01 8.621874151113909646e-01 3.858988296348960789e-01 -3.304248346084024401e-01
6.170793952705373075e-21 -1.157388380695732621e+01 6.568534976557561800e-01 4.556197526191941294e-01 4.784978501740622114e-01
6.180421822470176616e-21 -1.157132479092358324e+01 5.986613016844803958e-01 5.491279195036269378e-01 -2.253182160916047394e-01
6.191859431731745350e-21 -1.156847588169094365e+01 3.122780704353483872e-01 6.100223666896442687e-01 3.343440023806205641e-01
6.206387230442247908e-21 -1.156513235590776389e+01 2.474867691370403744e-01 7.467506689472533932e-01 3.783339275199737450e-02
6.747957869291793511e-21 -1.148047139489905533e+01 7.791060265682308028e-01 3.904426132071767142e-01 5.698914483787942409e-01
6.861879985101407288e-21 -1.146272986162777840e+01 9.006833595351049215e-01 3.827201276950644715e-01 -6.343155203396999564e-02
7.183379844703655326e-21 -1.141594131336555051e+01 6.961907868466276073e-01 3.591199284720020257e-01 7.891263356131763551e-01
7.189720601820131074e-21 -1.141405900442303789e+01 7.823184375209513153e-01 4.280782013857908908e-01 2.225522102555828052e-01
7.271356793730079869e-21 -1.140176841287078702e+01 6.600634631254106433e-01 5.171758994184039171e-01 1.206501602256266903e-01
7.294069262935970031e-21 -1.139764972790732145e+01 8.390959083851023959e-01 3.573733925632782693e-01 -6.398437962120697708e-01
7.430538649705016384e-21 -1.137811296342950129e+01 9.196257032356647265e-01 3.715509279690887290e-01 2.438705478633969026e-01
7.546072400340066562e-21 -1.136168410009867102e+01 7.458266739164047809e-01 3.586639295712051867e-01 7.647262863304362668e-01
7.580667300895148472e-21 -1.135611008592860571e+01 5.156966988299830357e-01 3.007696770484675763e-01 4.380792081983202468e-01
7.598213594091287209e-21 -1.135279814987310942e+01 3.033003363246852269e-01 3.880016024471195646e-01 -4.268999253087242263e-01
7.735311710115657816e-21 -1.133391553425642684e+01 7.346219501565479648e-01 4.362980238034680491e-01 3.730874344608325899e-01
7.787907480259703530e-21 -1.132613910846933436e+01 6.316244303914784197e-01 5.048005773734356438e-01 3.378888424104966592e-01
8.052494456995248046e-21 -1.129172940226223432e+01 7.283531294642860976e-01 4.224321957139376416e-01 -4.468749244789411712e-01
8.064683471712786137e-21 -1.128921685247277651e+01 8.076258995130094487e-01 3.317688682854361137e-01 -7.153051108655759105e-01
8.316818684290890971e-21 -1.125743150409235227e+01 4.753932760902283561e-01 5.754476978483449301e-01 4.006184559209333695e-01
8.493182482497919597e-21 -1.123544753533622043e+01 5.153769755104919970e-01 5.870479498988248057e-01 -2.971302941300614231e-01
8.645479040390152385e-21 -1.121667478610470425e+01 5.352369340675845466e-01 3.536600487828311934e-01 -7.211012261188144423e-01
8.838601694723154876e-21 -1.119358263131904607e+01 8.374673689392411191e-01 3.953511589764985845e-01 -2.991127171013188146e-01
8.856584130481948310e-21 -1.119055016416930926e+01 6.067634034572135793e-01 4.770179332290097607e-01 4.805472596209658942e-01
9.263381189639723972e-21 -1.114464219484605678e+01 8.222406952366464461e-01 3.941614312743738080e-01 -3.788531618981181293e-01
9.900313325040856459e-21 -1.107714491049321737e+01 4.292313232439777249e-01 3.032313485868732839e-01 -3.613289551804468314e-01
1.002093072549644609e-20 -1.106403533800786931e+01 1.972610502211245009e-01 5.409343519124799604e-01 5.676316013759197254e-02
1.012229476838374456e-20 -1.105297092220371269e+01 9.315734215590036893e-01 3.124388132753042058e-01 3.467695543668651847e-01
1.058218443951251829e-20 -1.100753944224555880e+01 2.054563100809908560e-01 5.077778246890151115e-01 -1.101334854426381238e-01
1.073392925849024911e-20 -1.099230163280859074e+01 5.484500428405093553e-01 3.363064020585714853e-01 -6.950816235388979081e-01
1.104586460501755799e-20 -1.096265520209973943e+01 4.585612655612272826e-01 3.271064040300572517e-01 -5.617737591832745458e-01
1.133467214439276531e-20 -1.093584495676816459e+01 5.528403000949899671e-01 3.650622682756647919e-01 7.594640945856463432e-01
1.232339023249100874e-20 -1.085121221466830832e+01 5.855266295096243079e-01 5.321264644773673336e-01 -3.145965227418219268e-01
1.309942596027065819e-20 -1.078914290670664400e+01 6.336497041420057208e-01 3.915217790247449425e-01 7.131815863350730034e-01
1.319093486259645009e-20 -1.078118147529099247e+01 4.326347188010087885e-01 5.669786697284678878e-01 -3.957637545886928399e-01
1.336272522985536794e-20 -1.076724218454981497e+01 4.730516932595189017e-01 5.644665621763833574e-01 4.166676259726274090e-01
1.363926884207011709e-20 -1.074575826910219689e+01 8.601817220855478840e-01 3.588364135092803053e-01 5.942150628369575749e-01
1.458243457215220000e-20 -1.067789362322875490e+01 7.485902155325165896e-01 4.518294490409968667e-01 -3.173949547535359628e-02
1.492161601711841973e-20 -1.065390041507738061e+01 6.085022154594310617e-01 5.402129018653446524e-01 -2.046124091028546088e-01
1.496809151490575052e-20 -1.064979061313687225e+01 7.571470361204318822e-01 3.422080915172753812e-01 -7.430239433368008850e-01
1.561345226196245550e-20 -1.060657844897485802e+01 2.588254647250649576e-01 7.596372933394544003e-01 3.762623179935253859e-03
1.576302396829130903e-20 -1.059604437394249032e+01 5.388058397729851290e-01 5.923256167112450621e-01 -2.125765132611643349e-01
1.640699873534402220e-20 -1.055500332017449239e+01 7.083603109222657013e-01 4.487764646865983198e-01 -3.282168660326352239e-01
1.658769650742290130e-20 -1.054305006982153259e+01 7.564047790562407059e-01 3.246435548413086902e-01 -6.900326565940083645e-01
1.657193781238548092e-20 -1.054300054449032586e+01 3.809917377358643664e-01 6.464739778697874417e-01 3.194787950393340736e-01
1.658115304645374835e-20 -1.054144462441971086e+01 2.653310371665485445e-01 3.704488079843912818e-01 -3.156237609918235432e-01
1.727231745965432504e-20 -1.049960624306632440e+01 9.953389573349271657e-01 3.195414519661655683e-01 -1.252962075695873700e-01
1.794466672086568133e-20 -1.046041836395588120e+01 6.221995445904420219e-01 3.716325138639888781e-01 -7.336638294263708726e-01
1.850734256075478538e-20 -1.042854376760880797e+01 6.433345837099732067e-01 5.032044250214484649e-01 2.823154761990334105e-01
1.861679235686122017e-20 -1.042164732781503034e+01 4.029047173239611590e-01 6.951256154589173786e-01 -1.824011511111857109e-01
1.902372610662124327e-20 -1.039902437353715925e+01 6.421158258725169210e-01 5.021131559127322008e-01 -2.625577330309224466e-01
2.000288937237891279e-20 -1.034783458438860748e+01 6.460149141887540081e-01 2.916772099183635447e-01 -5.153331064856048194e-03
2.012095515549772251e-20 -1.034094949908496375e+01 5.931992685186002756e-01 5.571202372302042072e-01 -1.674624835814648716e-01
2.010480759732738355e-20 -1.034075234571521662e+01 4.416869920341438549e-01 7.035049047368646669e-01 1.153024227139254343e-02
2.092610374807934512e-20 -1.029971395332512429e+01 4.266484103594086474e-01 5.410892321465513577e-01 -4.248609101674110100e-01
2.146144684732772102e-20 -1.027345316053875024e+01 7.149029526169409232e-01 3.790408643912221986e-01 6.953033998987325770e-01
2.210801245910375376e-20 -1.024277121859975637e+01 9.588839951704078990e-01 3.132043560226467349e-01 1.374190320171575497e-01
2.277554098014395820e-20 -1.021202412001851911e+01 5.553561780310601881e-01 5.326702991750009719e-01 3.892357384547184829e-01
2.282766760377214998e-20 -1.020873802445862566e+01 9.086272579411627248e-01 3.461302248729841713e-01 -5.106448364618831892e-01
2.302911264578714500e-20 -1.019895213339763984e+01 4.912894220618922447e-01 4.099755294179691090e-01 6.618240589646147143e-01
2.433930769593972256e-20 -1.014261867203126144e+01 9.894094316060608740e-01 3.287943665143809868e-01 -2.512722923722684465e-01
2.440667255279415275e-20 -1.013885475593416174e+01 6.370701363042043930e-01 4.445381419966649150e-01 5.216661627700531767e-01
2.475971790085474419e-20 -1.012349326171735697e+01 5.617613111869576015e-01 4.884600106590054613e-01 4.876063181773770960e-01
2.483239742324807198e-20 -1.011956216777419115e+01 4.598708965282103378e-01 5.228346002273867033e-01 -4.477846299134408126e-01
2.515229695813346369e-20 -1.010576209340828768e+01 7.113536397630026986e-01 4.224564705807848930e-01 4.835636103455223100e-01
2.514234323983545329e-20 -1.010515790967772887e+01 7.935967266156043198e-01 3.142985526525625684e-01 -5.555110487218386517e-01
2.541780797882431829e-20 -1.009326128623081331e+01 7.770432428685276616e-01 3.606539775921652757e-01 -6.759086682298456328e-01
2.587386180144732144e-20 -1.007447805385879747e+01 6.497042981805499773e-01 4.565164593411497052e-01 -4.278084601412506238e-01
2.588440762167817087e-20 -1.007307055103869686e+01 7.293711277265353399e-01 4.281838382500544604e-01 4.020727553781016095e-01
2.703415033386599587e-20 -1.002861042216245835e+01 3.439377469180134317e-01 6.711690531095149126e-01 2.800637992694894329e-01
2.760066895727035363e-20 -1.000687130611531472e+01 8.528537265226837638e-01 3.918737632401192439e-01 1.974997716556605720e-01
2.780417637551421916e-20 -9.998525077378616288e+00 9.026776130990353808e-01 3.214709741007726329e-01 5.108977357581412360e-01
2.810759313810354107e-20 -9.986671557851835246e+00 7.095978349891209902e-01 4.698122142862373729e-01 1.528575811342389734e-01
2.957019742431682586e-20 -9.934944305777690943e+00 8.959745866615932419e-01 3.214452689207581981e-01 -5.038893652761556874e-01
2.997900105241384283e-20 -9.920214144474158502e+00 6.417479128335656924e-01 3.003444651779875185e-01 3.921238383719629628e-01
3.107762468702636006e-20 -9.883223219319461350e+00 7.398794451908098369e-01 3.708253704479536061e-01 -6.695250759762996218e-01
3.130512166935211826e-20 -9.874929600358342441e+00 5.136253099722917215e-01 5.316964109871258337e-01 4.369255628104935507e-01
3.437034765456213896e-20 -9.780517110257818558e+00 8.880379906454669570e-01 3.067144628630112946e-01 1.238069060259476828e-01
3.507962609384319856e-20 -9.759090807350148111e+00 9.877837331181898994e-01 3.425520551165002203e-01 7.643839723303758049e-02
3.677188181101488634e-20 -9.710977844233326550e+00 5.384201592638220291e-01 3.413486957098522678e-01 -6.864194203573192876e-01
3.747230914186846460e-20 -9.691109078802554677e+00 2.963367493337197844e-01 6.658716165251498120e-01 -2.171429174130696804e-01
3.758983451683430293e-20 -9.686977660879406926e+00 6.985258668460491149e-01 4.807927389948014052e-01 -2.500453894276988276e-02
3.762568848499747094e-20 -9.685024294620745877e+00 9.651428950222967762e-01 3.478892492828945526e-01 2.233616779219689263e-01
3.809512657669269934e-20 -9.671624953548544568e+00 9.372044942945245705e-01 3.161672017273213786e-01 -2.924099896216650896e-01
4.150531386923589759e-20 -9.584889852045535008e+00 8.335060139305814353e-01 3.561936065771543203e-01 6.244980405980062876e-01
4.248598833136588083e-20 -9.560536980875866675e+00 7.885623103929881861e-01 3.994861059074450993e-01 4.120157466698708415e-01
4.424464608859333195e-20 -9.518976944341346780e+00 6.426208269649047455e-01 3.903078055965167326e-01 6.936895711793578112e-01
4.529604292352180931e-20 -9.494491640135066746e+00 8.939992833949577111e-01 3.359430777763058873e-01 -5.473379252179193521e-01
4.584914302175056423e-20 -9.481354808509721011e+00 6.882803898236563578e-01 3.505370525741169918e-01 7.677724807717616340e-01
4.601953167482677577e-20 -9.476645408128945292e+00 5.765302053315162212e-01 3.125283102708851235e-01 5.637673418748885279e-01
4.602601781874351815e-20 -9.475504474776641928e+00 8.777557950170564727e-01 3.480475836720381966e-01 5.699575140061670098e-01
4.615360983961522646e-20 -9.471736138527120374e+00 3.391174156028516906e-01 2.878358112943094627e-01 6.630687843231553025e-02
4.692055570269884292e-20 -9.454255448790775063e+00 7.407813307796918822e-01 3.644518082231870681e-01 7.107237243269877158e-01
4.853874562818508205e-20 -9.419348958185786103e+00 7.160421755676606992e-01 4.446303443480815742e-01 3.157606846512495125e-01
4.869293531831232171e-20 -9.415177361893789509e+00 4.755864055787045741e-01 6.611010720238230665e-01 -8.438664806241569227e-02
4.913742996983181900e-20 -9.405090250567837984e+00 6.208609649263324703e-01 5.362094699692010469e-01 1.388230825644285460e-01
4.962402682042955443e-20 -9.394236187983324271e+00 5.909864286235616548e-01 2.918312679424617251e-01 -1.264203331180391299e-01
4.983204594652061640e-20 -9.389053046147097348e+00 3.070245824473306073e-01 3.950961892505449047e-01 4.644583811489724212e-01
5.069688155176124241e-20 -9.370846915276302980e+00 3.098980028952811328e-01 7.044900998591036023e-01 2.180994931743178711e-01
5.396659562078149768e-20 -9.307346060589509307e+00 7.102037926426175707e-01 3.915095820752674260e-01 6.254153087073521800e-01
5.701514575987806749e-20 -9.251394368502815269e+00 7.816099648465411054e-01 3.270065820477969787e-01 -6.580503382805913404e-01
5.716323643015719390e-20 -9.247800344126567040e+00 5.914124353286407398e-01 5.610702010662349526e-01 1.310081397369688982e-01
5.811583238463499311e-20 -9.230273187073791519e+00 5.077903323254674417e-01 5.211840010669344103e-01 4.539192591228118356e-01
6.036466602567630655e-20 -9.191307381940085008e+00 7.523105578082677214e-01 4.399770806421011149e-01 1.099695362116315245e-01
6.081652950555207397e-20 -9.182849697236292741e+00 6.215787692743016679e-01 3.520982798016467075e-01 7.639874886596265124e-01
6.129199524769610352e-20 -9.174062064946483019e+00 6.861812290749782495e-01 4.756783876750108608e-01 2.142428806750542591e-01
6.408668853557414048e-20 -9.128474640917858096e+00 4.963242615996008578e-01 5.983441584693400817e-01 2.981326578397820448e-01
6.558648774049967306e-20 -9.104341620959161219e+00 6.061882118179509060e-01 4.075264543367913550e-01 -6.223321124944848348e-01
6.621570052350522577e-20 -9.093793713275090340e+00 8.058526321093740785e-01 3.740077949024355752e-01 5.554801607653416795e-01
6.930843859862362470e-20 -9.047144648244426435e+00 4.914161509150520302e-01 6.244381924937624229e-01 2.232070470868625645e-01
6.949310401161564432e-20 -9.043483791333557065e+00 7.680760967088051672e-01 3.056767814809207007e-01 3.792414673756652199e-01
7.037224361800197939e-20 -9.029912397496275389e+00 4.331322571766677565e-01 5.801635344275910544e-01 -3.624343339640654360e-01
7.455781394004045814e-20 -8.971136465653131609e+00 2.473308097357029833e-01 3.969071013025072814e-01 -2.808684589170612478e-01
7.879813382517487378e-20 -8.914822001965177378e+00 4.609351441134443284e-01 4.117509238893048984e-01 6.330119640242317658e-01
7.926790476142285834e-20 -8.907878001298414006e+00 9.296535435741428710e-01 3.259701827138347663e-01 4.192301040360701947e-01
7.942041156836384741e-20 -8.904955908261939612e+00 2.998217244767996115e-01 3.877202378634835855e-01 -4.061624986388502334e-01
8.013566125265605130e-20 -8.894990351982045240e+00 5.958707612839493351e-01 4.392853422686906484e-01 5.629181833774867805e-01
8.217609991921174576e-20 -8.868846811583040335e+00 3.967516792011865912e-01 5.144536305470848170e-01 4.680805870609370256e-01
8.309849201124739372e-20 -8.856684761105910297e+00 8.872920513710541579e-01 3.476759575709515437e-01 5.223390159413612288e-01
8.398367443951142548e-20 -8.845088888082983658e+00 7.103300395693579183e-01 2.981857918944189056e-01 -1.399431573409859464e-01
8.622020318248201954e-20 -8.817806790252134874e+00 7.631976012371488594e-01 3.896626577545656001e-01 5.337807089710744357e-01
9.053127551421863399e-20 -8.768015939329600883e+00 5.817812756471170132e-01 5.708383137764316828e-01 7.962232727856988213e-02
9.136036040154907734e-20 -8.757899625376438735e+00 7.561365369644050816e-01 3.583958797550601538e-01 -6.745767657458741073e-01
9.248702211489651653e-20 -8.744642982912310458e+00 3.402880752337902881e-01 7.345078328872964857e-01 -1.341674833275459111e-01
9.243141014767160018e-20 -8.744244458581562185e+00 2.950137007919959586e-01 3.036983348280830053e-01 -9.354920838710212294e-02
9.363966425477605232e-20 -8.730257259000012482e+00 5.012222745146578395e-01 2.930378470644546818e-01 -2.135213022492811197e-01
1.024164714213513611e-19 -8.639663762732965324e+00 4.959676481810535442e-01 4.615094947953246596e-01 5.562253876555165455e-01
1.034766767158781379e-19 -8.628365074555986780e+00 8.533173292322062675e-01 3.862766069968978089e-01 1.925049259527704670e-01
1.043719063837969091e-19 -8.618750772831845097e+00 5.914796488924887186e-01 4.232814470515874894e-01 6.074442270245086206e-01
1.069547664636260886e-19 -8.593305314376777915e+00 5.270947336706041098e-01 3.407545369777648658e-01 6.918050823923944659e-01
1.075867990591392184e-19 -8.586413361249697118e+00 7.737323982537998024e-01 3.460145666112124374e-01 7.055934330130071430e-01
1.136508180797425869e-19 -8.530580567616340204e+00 3.215976734920678037e-01 7.769072563128842646e-01 5.213502013710535898e-02
1.165588837538811978e-19 -8.504314730865445426e+00 8.730128905981753284e-01 3.800433045282048949e-01 -1.129119664531457179e-01
1.215440709227049837e-19 -8.461434395470980974e+00 6.877561531919446081e-01 4.820993817116954183e-01 3.587382922605408808e-03
1.329545749115230903e-19 -8.370703788262559897e+00 8.136463316719330097e-01 4.038337456899836475e-01 -9.466230518068741162e-02
1.341953061922944454e-19 -8.360415068413445283e+00 4.446959624470436800e-01 4.771458027927512058e-01 5.259453580533404171e-01
1.346302393807354472e-19 -8.356179263073528318e+00 8.815118378024853207e-01 3.454580716525249007e-01 -5.038774704209307842e-01
1.399322419372955459e-19 -8.316552996838908030e+00 3.426983758209122266e-01 6.264137563189733360e-01 3.230650124145721946e-01
1.425432417158429371e-19 -8.297065911812566696e+00 7.761379620339774466e-01 4.199300203989654312e-01 -1.310233604802454321e-01
1.434944242273864453e-19 -8.289415137240439435e+00 2.583655762708310100e-01 3.148954433103006156e-01 3.764373938720066981e-02
1.467326261163796815e-19 -8.266099255457277195e+00 9.651816446538451499e-01 3.242106559888285888e-01 -1.329623732000931868e-01
1.465941187860031712e-19 -8.266043644900634035e+00 5.591103947915134764e-01 3.671308581158583273e-01 -7.003308248523405499e-01
1.531967218955201898e-19 -8.220988456598192329e+00 3.275095790423094289e-01 7.281683002511221137e-01 1.778744295468537295e-01
1.568421886092809448e-19 -8.196471184392606801e+00 6.487569454409491954e-01 5.082420523596000717e-01 1.090365212056183530e-01
1.641448332329953636e-19 -8.149962148562636344e+00 6.938154236240117179e-01 4.460709729178635730e-01 3.443225819872304250e-01
1.650359107749355565e-19 -8.143548224846512085e+00 2.733237980083113028e-01 4.073605426567339372e-01 3.889430684105650293e-01
1.705967789088024981e-19 -8.109408562204208692e+00 5.186587090479093387e-01 6.230907369254721218e-01 -1.978212998665029865e-02
1.746815973400835705e-19 -8.084746443172605268e+00 4.146125044365265300e-01 6.969982380316377402e-01 1.509510054635805343e-01
1.752114697526133703e-19 -8.080717673142977731e+00 5.901517760043177852e-01 5.297485080376862498e-01 -2.496797815329194759e-01
1.819956041256752808e-19 -8.041728782497450823e+00 3.585844599688368106e-01 7.349982433694548511e-01 1.438919353606777918e-01
1.821304857804734716e-19 -8.039987931101705954e+00 6.165702733764197863e-01 2.949041704315485957e-01 1.433148532346204540e-01
1.819681220474217146e-19 -8.039879797976908549e+00 4.791791545940183861e-01 3.437951967799267594e-01 6.511367264262071242e-01
1.831655295475066883e-19 -8.032321039082518155e+00 8.672851802041230407e-01 3.101890490402404166e-01 -2.113414788304762704e-01
1.848324214837307294e-19 -8.022261731378023342e+00 8.564667698404493379e-01 3.803916578866295417e-01 2.420397102826477020e-01
1.876684722705740886e-19 -8.006034355366423938e+00 8.810981391413075237e-01 3.731509470141431972e-01 1.965234335615808625e-01
1.875376417669239055e-19 -8.005731734775011432e+00 5.401711914220380661e-01 6.034271080880466709e-01 6.303275830650023615e-02
1.901980151262525756e-19 -7.990645601789054808e+00 4.697153839433098610e-01 4.240255681355814543e-01 -5.775949366233388282e-01
1.979629395303333214e-19 -7.949631477040867367e+00 8.701725362217207493e-01 3.623884481063318619e-01 -3.954496532222637750e-01
1.998036323749702048e-19 -7.939376270022819426e+00 6.964223167659566727e-01 4.390254604004648065e-01 3.704672933403592161e-01
2.067528638986973453e-19 -7.904187130330200262e+00 4.973078423536082537e-01 6.282034810545124026e-01 1.598893605650815175e-01
