"sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","l_mean","l_stdev","l_median","l_errlo","l_errup","k_mean","k_stdev","k_median","k_errlo","k_errup"
3.551837224517910840e-01,3.012045748324392383e-02,3.532788473880666413e-01,3.256735390250492523e-01,3.860802640568136712e-01,4.126635541674117946e-01,2.028069789225671674e-02,4.103375910423746054e-01,3.934087198031758215e-01,4.318745049607614628e-01,2.056013803473139695e-02,5.571756097132270213e-02,2.156747569030703637e-02,-3.532009102047757587e-02,7.482505458087995720e-02
