"sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","l_mean","l_stdev","l_median","l_errlo","l_errup","a_mean","a_stdev","a_median","a_errlo","a_errup","b_mean","b_stdev","b_median","b_errlo","b_errup"
1.888601708148635316e-01,1.447348819755157889e-02,1.876354159371395880e-01,1.747132017389984027e-01,2.032785174596918598e-01,6.213205494657623174e-01,4.883065867284344663e-02,6.235664913067225923e-01,5.727611471878073512e-01,6.697695514487131963e-01,7.304709473223353240e-03,5.024613467561382879e-04,7.306651719329801398e-03,6.802987253444969795e-03,7.811481941645249949e-03,7.333816129714133478e-03,2.515760753565669111e-02,7.346624894582376442e-03,-1.802021942231069040e-02,3.256329198319951601e-02
