"sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","l_mean","l_stdev","l_median","l_errlo","l_errup","c_mean","c_stdev","c_median","c_errlo","c_errup","d_mean","d_stdev","d_median","d_errlo","d_errup","e_mean","e_stdev","e_median","e_errlo","e_errup"
1.030093939370440304e-01,8.802512915653157646e-03,1.025731366391850891e-01,9.424735753014981676e-02,1.118489065821322431e-01,9.181934633319546180e-01,1.678860614058482748e-01,9.063084113730378588e-01,8.324685131430906715e-01,1.001683922127124537e+00,2.168530332815652162e-01,3.344485551509100013e-02,2.147207385409737324e-01,1.843093523861432104e-01,2.493688418524870887e-01,2.274037738891482308e-02,1.774342617597292034e-03,2.272032687646633950e-02,2.099174350198496075e-02,2.446052680023861128e-02,-3.859242180733312155e-01,3.321962382445759615e-02,-3.847075948370559662e-01,-4.190583667931269130e-01,-3.533984193493659998e-01
