sigma l a b
1.871245338458404905e-01 5.727611471878073512e-01 7.463681235957267401e-03 4.403586513788582124e-03
1.790262123201162847e-01 6.818568413214541879e-01 6.920259345087650948e-03 2.655799371237321793e-02
1.935207848300964373e-01 5.896834129050149143e-01 8.159323531246057137e-03 -7.557733487642437353e-03
1.932719859260403905e-01 6.141476353499513152e-01 7.082693564943579045e-03 1.778731002045663701e-02
1.957621270041714212e-01 6.373180719355531210e-01 7.373761670901458898e-03 1.388685740812523051e-03
1.946589417438751857e-01 5.437255955380960737e-01 6.942791561222627639e-03 3.200594029665371210e-02
1.883008033682063986e-01 6.388101087224097308e-01 6.266587198944330306e-03 -5.212982059833493054e-02
1.748532735716812336e-01 5.964110884381754740e-01 7.644387254963705414e-03 1.469470579962761647e-02
1.756256624635709196e-01 5.625334740657440546e-01 7.921717341089672126e-03 8.146885634992884206e-03
1.861659964216900165e-01 7.346283590692460619e-01 6.891911651848714460e-03 -1.383454170364628588e-02
1.970888334000255038e-01 6.098958725640507561e-01 7.615943716868890656e-03 -3.075889955417143717e-02
1.565093000995756989e-01 6.484587091722954222e-01 7.389721168904649085e-03 3.402204066226000023e-02
1.843685606776644392e-01 6.235951418302047022e-01 7.220780701212591024e-03 -1.715496520393178237e-02
1.853228029737753191e-01 5.864110938783981819e-01 7.786650768081361529e-03 6.490594373899760683e-03
1.522583435177222999e-01 6.342121766128939742e-01 7.881235893451833674e-03 1.458026812882673440e-02
2.067164877394200573e-01 5.630993189170320212e-01 6.966731541046169984e-03 3.298588382818445908e-02
1.810522154538700135e-01 6.412639566054081364e-01 7.402731296344292056e-03 -3.882071391019636941e-02
1.891348455919342475e-01 5.848698326064738495e-01 7.207570346988934062e-03 2.743821213698582895e-02
1.768543713870893430e-01 6.063271933007817749e-01 7.881127972690540884e-03 -8.335444976806938300e-03
2.007194696284360924e-01 5.768213082833281158e-01 8.036365236337814077e-03 1.501836355676466894e-03
1.920350684261087904e-01 6.948583234681510179e-01 7.166278264900384498e-03 -7.319042356925820059e-04
1.892281317706834831e-01 6.761342073929814678e-01 7.533820241039435039e-03 -2.949515447310790961e-02
1.713444972398404653e-01 6.141474497582126713e-01 7.245183231052519657e-03 2.424560452391100185e-02
1.651710191603970035e-01 6.554995756264758722e-01 6.870985889869361818e-03 7.077360284807987512e-03
1.940546347739223187e-01 6.538122522728041508e-01 7.015698799649215667e-03 3.837879848717529185e-02
1.948474039678305958e-01 6.437996169735840102e-01 7.755765961868610336e-03 1.304882629853976184e-02
1.774751221691519554e-01 6.509800043183557872e-01 7.245209672255073508e-03 -2.814734551565001297e-02
1.896551051462281312e-01 6.101295789845946338e-01 8.041043347053036805e-03 1.874348086794430657e-03
1.865790329079369814e-01 6.240162001337855591e-01 6.770293458598211633e-03 1.321742599473374469e-02
1.820758890426147913e-01 7.102940405628666021e-01 7.600727829250739087e-03 -1.102045553751573870e-02
1.979986830894172045e-01 5.681624280646410119e-01 7.256934506841838939e-03 4.760746334338650243e-02
1.958731951778170943e-01 6.626199496518245802e-01 7.252801018071484973e-03 -3.275794894724581852e-02
1.943299518852993346e-01 6.853971501237530184e-01 6.590796387876039775e-03 -5.548359500270461098e-02
1.564089409389560759e-01 6.265487178560291692e-01 8.184143175519298374e-03 3.996840923476652208e-02
1.901040350907185206e-01 6.727727269663712484e-01 7.590597764393469671e-03 4.180896267707012726e-04
1.844561467165284629e-01 5.776837143578027467e-01 6.864669833246420105e-03 3.189631267719450491e-02
1.668475701845373860e-01 6.654025308171229725e-01 8.032163329473186730e-03 5.502441817589076578e-03
1.689449330231488633e-01 6.812734049110881207e-01 6.686956004420055444e-03 -1.109202584207236164e-02
1.702965374334622917e-01 6.290275702041753236e-01 7.930744611903496610e-03 3.784177040661829139e-02
1.895560778698030802e-01 6.742154592941720370e-01 7.100242766675035622e-03 7.194173843069417984e-02
1.911135425955305389e-01 6.823020075061304590e-01 7.394158108993242884e-03 -1.081652147664358132e-02
1.893764299249549310e-01 5.737603927615542165e-01 7.617185712155152832e-03 5.815959842431395188e-02
2.044464250826780460e-01 6.335478715181122045e-01 7.505937884229173240e-03 3.631191917984555317e-02
2.063239984764596857e-01 5.589420417267739749e-01 7.054611774937533109e-03 4.664346601313607010e-02
2.408941694086841889e-01 6.845428482286246563e-01 6.952492677588018033e-03 -2.230074022737094097e-02
2.113548035850248696e-01 5.652620945571567024e-01 7.372959559726013912e-03 -4.802828138842563099e-02
1.985329521854527768e-01 6.940294706874390318e-01 7.604142940390044847e-03 1.666150657855824946e-02
1.718984354204702580e-01 7.166016677887057096e-01 7.201506047523564824e-03 5.695085136360855671e-03
1.708891737325807791e-01 6.817495105137792999e-01 7.018740090921980757e-03 3.409946904464122852e-02
2.073701896707080827e-01 6.023477748030396928e-01 7.070507326331035292e-03 3.757421074914457648e-02
1.901811653068095909e-01 5.749060014801496976e-01 6.477545190439172595e-03 2.136566297135988890e-03
2.043098885655635355e-01 6.201065714169824439e-01 6.933553209050466459e-03 1.045715701878791037e-02
1.874736448378081510e-01 6.316867141436154354e-01 6.606474909881164537e-03 9.624083911541347902e-05
2.069425382412171111e-01 6.738591848361419334e-01 6.912984644683685398e-03 -2.255660804382508822e-02
1.776173646765679126e-01 5.751818920462462570e-01 7.803362273755408418e-03 2.961447293948227255e-02
1.657401336517730084e-01 5.664060141142585048e-01 6.660522131718436822e-03 -3.070672761538162376e-04
2.137961009282953462e-01 5.992713418848818474e-01 7.130080735920155122e-03 -8.599008417109921254e-03
2.206391328503894411e-01 6.379899673834378282e-01 7.151229790560820199e-03 2.769346576425046891e-02
1.823129994317778946e-01 6.586087892386380815e-01 7.168442018817569594e-03 2.596685808171361742e-02
1.851626277728488090e-01 7.719434599969490218e-01 7.122033346880704552e-03 4.421239096892293219e-03
1.820851379214348253e-01 6.059744960684050330e-01 6.483837149861448879e-03 -1.201660670939208586e-02
1.964571172940580979e-01 6.145077450618159354e-01 7.271968874097770041e-03 1.846423931888940828e-02
1.608579043875835168e-01 6.620263727847764956e-01 7.499004740057622909e-03 3.963615506526130261e-02
1.910479123443487859e-01 6.181547618548784984e-01 5.042978725651556249e-03 4.754597103007185410e-04
1.829741665983027066e-01 6.965326417217339028e-01 7.043960566302777393e-03 2.268415836599757540e-03
1.787704607813294655e-01 6.674737653187765574e-01 7.876057694849870894e-03 1.811168494983883548e-02
2.287757096386497935e-01 5.728047876544486439e-01 6.671107315853887221e-03 -8.719021798173631765e-04
1.812079269362027456e-01 6.390850721394031320e-01 7.069514778600904936e-03 3.087121812754212158e-02
1.927695864774441603e-01 5.952581166391115453e-01 7.000095223584322512e-03 6.355279902400923220e-03
1.716846121853904950e-01 6.136170703637852109e-01 7.131770177074302219e-03 3.292706401572509378e-02
1.945808853417039241e-01 6.042983129954284660e-01 7.740979241635373431e-03 7.346624894582376442e-03
1.902968886421800288e-01 7.008434169443960027e-01 6.778761119984808015e-03 6.667834641302494703e-03
1.662121047667007856e-01 6.116021297134008883e-01 7.290198191349503420e-03 1.769177399571741915e-02
1.655385045873758454e-01 6.386525014436460479e-01 6.447320195443959068e-03 -2.005425462602783426e-02
1.808384828085654317e-01 6.638371730965643147e-01 7.235438319434128740e-03 -2.397678131081981689e-02
1.973602744017141086e-01 6.017319877776725612e-01 7.830616960092129375e-03 3.126853637619664283e-03
2.160460684632166117e-01 7.184176734840503897e-01 7.318426054708407347e-03 3.916277305461157709e-02
1.745227109697682355e-01 5.900871215523211255e-01 6.481348189985650099e-03 -7.584308453911114967e-03
1.912102266143696494e-01 6.619521254117904929e-01 8.196648989715428490e-03 2.260268691212719006e-02
1.825825053739584536e-01 6.113758518769014660e-01 6.576473403420914077e-03 -7.284174237755403070e-03
1.951524163375472909e-01 6.107292650429250180e-01 6.968437074782972418e-03 -2.000867677942008704e-02
2.015364176199640200e-01 5.981273714786241591e-01 6.913770825439036205e-03 -4.033146144599686345e-02
1.921286913699195020e-01 6.665728522097966735e-01 6.954715710687522923e-03 -4.701518913190372295e-02
2.018081661060439902e-01 6.662782029270184481e-01 8.002349036547617978e-03 -1.756135658709978564e-02
1.744366794993456315e-01 5.838412489587494481e-01 7.361491532254994807e-03 1.447380607563397703e-02
2.120123500628640911e-01 5.875935246937191714e-01 7.844483658091962186e-03 -2.926861523103330143e-02
1.742185492373332090e-01 6.149151298631191365e-01 6.941087972288373376e-03 6.899153476223496284e-03
1.724657078821093537e-01 5.848987927158718625e-01 6.556481006390266209e-03 1.431956958955638015e-02
1.952866787361810796e-01 7.171616138644250071e-01 6.453020396786621204e-03 8.049984000792154148e-03
2.058866137235624283e-01 6.595895456138853863e-01 7.121334361406564395e-03 1.416824877466682508e-02
1.812983449309083228e-01 5.906527820168163689e-01 7.820153354131886836e-03 1.764961179013857517e-02
2.007194696284360924e-01 5.768213082833281158e-01 8.036365236337814077e-03 1.501836355676466894e-03
1.888990325678367999e-01 6.356854188337599521e-01 8.256280489066125661e-03 2.904723305673773126e-02
1.859035532838460014e-01 6.398829344330341229e-01 7.071621368192615442e-03 -7.032246876893744059e-03
1.776234856260776040e-01 7.245742772448846569e-01 7.305823995649565750e-03 9.319876561103779267e-03
2.078986406733304981e-01 6.308885226152978198e-01 6.369726079877090219e-03 -2.818458870336382205e-03
1.695805720038410513e-01 6.078075961772934077e-01 7.075240235286273105e-03 -5.760847974414451400e-03
2.117112675518522946e-01 5.350330774895933894e-01 7.076775837503088140e-03 2.059514344442758826e-02
2.093090797755273735e-01 5.790950854173465556e-01 6.781878872230417965e-03 3.555113707222767871e-02
1.998107698025917978e-01 5.532810398476915026e-01 7.708835197921724836e-03 -2.421467850358260954e-02
1.753852938426267438e-01 6.310249168822589239e-01 7.372775684064150625e-03 9.364102648656391636e-03
2.187145577085566617e-01 5.840663947431136149e-01 6.861530632689724629e-03 5.855051956575874073e-03
1.885687528586866279e-01 6.396788254860531486e-01 7.618202173594157411e-03 8.142210996003651502e-03
1.655385045873758454e-01 6.386525014436460479e-01 6.447320195443959068e-03 -2.005425462602783426e-02
2.152889430034528040e-01 6.507841295619285482e-01 6.966642741903006364e-03 8.317791859507206453e-03
1.880578184751771353e-01 6.117906393998127079e-01 6.812461027608365804e-03 7.658008643727987064e-02
1.974155893231023251e-01 6.470198418341964741e-01 7.076097639197906353e-03 -1.711648784616714991e-02
1.659978166225936635e-01 6.075890596069014604e-01 6.631458753463381761e-03 -4.927296621062948745e-03
1.818997043651856549e-01 6.371116355532470132e-01 7.703742089728404796e-03 4.107390722699832963e-03
1.889814052748413631e-01 6.602580181003732118e-01 7.712723215593256243e-03 5.753557000841835745e-02
1.698854641493573736e-01 6.395509247972680500e-01 7.281543960453239206e-03 1.364459746840873677e-02
1.941028584506755972e-01 5.998718656846325770e-01 7.783567912280263401e-03 1.173454471303392310e-02
1.951429985085503527e-01 5.988817224865812250e-01 6.928737409939392244e-03 4.022506203672460146e-02
1.932437054633276419e-01 6.903904209157220029e-01 7.180172178227792190e-03 9.477515039273409769e-03
1.638679917612114734e-01 6.570309942630787603e-01 7.956587815535584585e-03 -5.164621923250045654e-02
2.066775042601191326e-01 6.075203685094192618e-01 6.833087326731102085e-03 4.890164614706815627e-03
2.038324074654291052e-01 5.888322271237191874e-01 7.693472035483740756e-03 -3.985601570970276342e-03
2.197472941662852730e-01 5.900583229852067735e-01 7.504839569242659214e-03 -2.684945808348793150e-02
1.978311894080219679e-01 6.985854524993034831e-01 6.914244916447917499e-03 -1.209254292050543356e-02
1.838917728803272644e-01 5.563148525979212389e-01 6.440163619016517349e-03 7.829104230022032596e-03
1.924623608284230791e-01 6.824071202489550014e-01 8.319994637375718871e-03 -2.295711229028651879e-02
1.984288127174237137e-01 5.942575533688139178e-01 7.856870760074428917e-03 1.729675650537121356e-02
1.972410033122345974e-01 6.526720732982718154e-01 6.732088067103639273e-03 3.387465080355811509e-02
2.129079645257126174e-01 6.544316400455486571e-01 6.705846912871335497e-03 1.219083825190647730e-02
1.810522154538700135e-01 6.412639566054081364e-01 7.402731296344292056e-03 -3.882071391019636941e-02
1.819141874670548442e-01 5.387382336131651961e-01 8.079874895383011568e-03 -1.813500609723517343e-02
1.882826351721537395e-01 5.840300065278305475e-01 7.034775310492888400e-03 -4.291577198855911490e-02
1.795827357799274770e-01 6.032010586762818205e-01 7.343313762006309364e-03 4.523189415235506772e-02
2.104174126729168870e-01 5.654873114635698972e-01 7.748632677167147098e-03 -1.375971636596706738e-02
1.878586887610619593e-01 5.197528217313376331e-01 7.736007171209660638e-03 3.883898283486209024e-02
1.741055954224146329e-01 6.346823769283933547e-01 7.411331940559838516e-03 5.190634741668453955e-02
1.823971995660733370e-01 6.036973253952633289e-01 8.095374576984559756e-03 1.315327758633033639e-02
1.662967929590419280e-01 6.950301913459066006e-01 8.612377287123385017e-03 3.918520053905361067e-02
1.917539022988696551e-01 6.314367175312731728e-01 7.939898709839056379e-03 -1.367484602872615085e-02
2.002096318694359112e-01 6.238730279863249351e-01 7.210607819525913231e-03 4.275676438909892241e-02
1.868586055602776963e-01 6.189779792601011188e-01 7.678268698022093497e-03 -1.418599733262149165e-02
1.765292082465263201e-01 7.146985999475821139e-01 7.061616416678517805e-03 7.884948712294725937e-03
2.039015638242164252e-01 5.700892480686978736e-01 7.844828323686561800e-03 1.066456502443946519e-02
1.829955037996892075e-01 6.189097534264511591e-01 8.264815531211812394e-03 -3.240522498844078392e-02
1.958877208979952766e-01 6.066966747037667584e-01 6.282544923608336662e-03 3.250013711393950899e-02
2.059743600514459816e-01 6.002168067791713302e-01 7.402058717942375243e-03 1.575936924031884345e-02
1.856641766515163827e-01 6.829923067016097082e-01 7.112282626832867882e-03 5.002563840912310766e-02
1.665570464742264223e-01 6.069034972553711826e-01 7.165425918855314324e-03 -3.232514163071020796e-02
1.902811230050932834e-01 6.481465163472279745e-01 7.246029180434251926e-03 -1.894151250699160904e-02
1.935018545536452417e-01 6.497690824993627157e-01 7.041701045626312661e-03 1.593164185571760427e-02
1.861839233308930919e-01 6.097964289242832070e-01 7.005000837152983162e-03 -4.435470113501516209e-02
2.275613702941847172e-01 5.651824724910076148e-01 7.462366655627827861e-03 2.446929198918379456e-02
2.002287100756430516e-01 6.189892322014677317e-01 6.621198903261703295e-03 1.200207127836128151e-02
1.778649556469713566e-01 6.654739005121208528e-01 7.294150998294501864e-03 1.554993108557489734e-02
1.876362120521656573e-01 5.816086496155394858e-01 7.721026724755372661e-03 1.450951600499417182e-02
1.970288824550490980e-01 5.324176039012860073e-01 6.440149727952960979e-03 7.427880654358176571e-03
2.064385173734544499e-01 6.073207016399341240e-01 7.841007558015200551e-03 3.009003141844424078e-02
1.552667650201301208e-01 6.669330319041026911e-01 7.705481203503908305e-03 8.168410595796871121e-04
1.786340377331398221e-01 6.996461088613903367e-01 7.852075832196193927e-03 2.641033781292989602e-02
1.835325704069672437e-01 5.932150711779511365e-01 7.005351647206545240e-03 1.645660458239817103e-02
1.729028781901121858e-01 6.125236515885633670e-01 7.113219432344164428e-03 1.291732871681672279e-02
1.722470959316532158e-01 6.929296329963775536e-01 7.112967143857687469e-03 8.650768553120524729e-03
1.719500642038814531e-01 5.168031981471423730e-01 7.708369111738055945e-03 9.749570563267084822e-03
2.096529384767412130e-01 5.940154419538793418e-01 6.345718711641482046e-03 2.241048762592390275e-02
1.680357079227273176e-01 6.809790985700572286e-01 7.355206388679681739e-03 -2.544594923653153984e-02
