weight logl sigma l a b
2.972722501144275914e-113 -1.856951886632343189e+02 6.810800204182457795e-01 9.045082396375214717e-01 7.025171624472927867e-01 5.118748050349934964e-01
3.043666413507446037e-113 -1.856706040174278485e+02 1.207869673338741734e-01 7.580261708418822852e-01 5.455487626318705763e-01 5.352086864310825476e-01
3.100704173050930480e-113 -1.856510376249252943e+02 6.107353307978958812e-01 6.651506947214428367e-01 5.219055132439532896e-01 6.546813779192870442e-01
3.521115594111484133e-113 -1.855228889936746555e+02 9.781212271877527398e-01 2.141476347159941840e-01 6.348909502241779634e-01 6.004193720704147363e-01
3.931129771673678310e-113 -1.854117400049414073e+02 3.997812271161821362e-01 1.361551256310725710e-01 6.412637018457321147e-01 6.039643101360980815e-01
3.942041190262566504e-113 -1.854079682054650107e+02 7.235033402839603500e-01 6.755058636246901171e-01 6.783163304476418354e-01 5.958416433972701931e-01
4.428832508484128446e-113 -1.852905308559974173e+02 5.828811037644924253e-01 2.228448466116728088e-02 8.027003422861967996e-01 8.286036578515165729e-01
4.663382291639032472e-113 -1.852379258646995481e+02 7.394788800150170482e-01 4.079445561209015247e-01 4.492558070465528797e-01 5.653135285477700611e-01
4.701249671381123114e-113 -1.852288385023161368e+02 9.367615373146580549e-01 5.156707629213486133e-02 4.237505610914853449e-01 6.168910805855677415e-01
6.514394572176048437e-113 -1.849016525852517816e+02 7.097106020310274266e-01 2.428507480070263291e-02 7.793593506914572311e-01 9.045508794141418063e-01
6.656749969761626315e-113 -1.848790354903013338e+02 8.975899771318259779e-01 5.853088674461958130e-01 5.574011305536629157e-01 3.558147137614356970e-01
6.712544009652677849e-113 -1.848696888470319095e+02 4.842654919937903202e-01 5.387469143929657367e-02 4.820669762091764898e-01 3.359584782430548033e-01
7.073041828266191539e-113 -1.848163762313876930e+02 7.049111627310200578e-01 4.532453715492288371e-01 4.805626222309767881e-01 3.828950548797911413e-01
7.343159996551442797e-113 -1.847778975959964214e+02 9.544144878469570381e-01 2.669599293461376588e-01 5.523176440141713828e-01 6.333962119489222609e-01
7.833355261052470350e-113 -1.847122759314568441e+02 8.501438854971148373e-01 7.622252566429662535e-01 6.929290894852614402e-01 5.146962383997092383e-01
7.929615621562263089e-113 -1.846990623001759957e+02 9.084184442350009547e-01 5.054699682361876167e-01 5.686085535474177943e-01 6.465009824351392043e-01
8.376397160815083354e-113 -1.846432489742489338e+02 5.547542200454685934e-01 4.043201823808658668e-01 6.904790239905477245e-01 5.503809698083306223e-01
8.688877131496218435e-113 -1.846056231461566881e+02 7.814153348862024062e-01 6.558504307662199606e-01 5.062672413862069343e-01 3.624327822870153648e-01
9.098957843661407541e-113 -1.845585069789282215e+02 9.759435938897150775e-01 9.902197001777668373e-01 6.217299242394739300e-01 6.098700730228507894e-01
1.081811807102586933e-112 -1.843844445355166783e+02 9.238117495267912371e-01 5.901000467947508099e-01 4.607683371838463549e-01 4.801374721533415713e-01
1.152425712114645305e-112 -1.843202127344480630e+02 4.362949632409443002e-01 5.579308784407188693e-02 5.072339038682869283e-01 6.721081296228852420e-01
1.341888913304535480e-112 -1.841670035120721991e+02 8.733497490545774067e-01 2.472492133190240526e-01 6.883483971958387349e-01 5.239713698043241275e-01
1.545587213673840176e-112 -1.840246778585088236e+02 6.895062303426162664e-01 6.799166873898886410e-01 6.770552069590798361e-01 4.042016960031341588e-01
1.569983615338037568e-112 -1.840080165870088251e+02 7.276291820131940424e-01 7.965631137871986844e-01 5.321208058491001536e-01 3.456339124229127480e-01
1.891344171705268460e-112 -1.838207939919764442e+02 8.305590295326913397e-01 8.440787754077727634e-02 6.419565799510588144e-01 3.618568109689407342e-01
2.834695973730360701e-112 -1.834151470791018710e+02 8.252669883966257114e-01 5.280149716916902047e-01 5.619611100371605383e-01 6.576381559407598054e-01
2.933212859193563523e-112 -1.833799834089810474e+02 4.273189356305847619e-01 8.024094021320304915e-01 6.632436620658619386e-01 5.793512678198217136e-01
3.305600528055188653e-112 -1.832594636105353629e+02 8.137438221595387766e-01 7.299786831675251220e-01 5.684539187350443612e-01 3.447957691842025163e-01
3.649808325874948204e-112 -1.831594071174675946e+02 9.454790974094192668e-01 6.924449067639304456e-02 6.911798571662949309e-01 4.626131716474356503e-01
4.097646358830924168e-112 -1.830426690201704787e+02 3.764386225273358422e-01 1.370998700195229514e-01 6.696697172426089306e-01 5.427975294350678714e-01
6.286999189259704252e-112 -1.826135978897783048e+02 7.438282841463893513e-01 3.806059488562824056e-01 6.990571480262391946e-01 5.014306069037742786e-01
7.972017209614934573e-112 -1.823751442091184742e+02 5.465977381700248827e-01 8.898828552476589770e-02 6.789669584984578954e-01 4.084208004883537191e-01
7.987078940122731929e-112 -1.823722566667616434e+02 6.717611588625167496e-01 3.789744330271453965e-01 5.084772657584722966e-01 6.456795500117828990e-01
8.439343627188133014e-112 -1.823161772339310289e+02 8.406034832150259817e-01 9.158603429668742413e-01 4.669559749050281594e-01 4.251545238511765801e-01
8.698117298051006151e-112 -1.822849751705049357e+02 8.727032222979662635e-01 2.619312872456944774e-01 5.652891856983939256e-01 6.487286627009531959e-01
1.049239615746703910e-111 -1.820964309508817678e+02 3.672843971494770265e-01 2.968511775764959282e-03 4.852778934745923811e-01 6.778588094053539237e-02
1.309721242298653109e-111 -1.818736823547989729e+02 6.346013217281250007e-01 4.588153412708980694e-01 4.610056694360958884e-01 5.875719316807840320e-01
1.385330134126352814e-111 -1.818165582020048987e+02 2.813039306608163814e-01 5.390732582842638898e-02 6.374151020374644316e-01 3.806154306692425271e-01
1.525055380298121904e-111 -1.817194659528805687e+02 6.139545053437355238e-01 8.262550121985448026e-01 4.856607899104180559e-01 6.231946496674821701e-01
1.548275197395965590e-111 -1.817033551417673323e+02 4.652279627334759970e-01 7.986704402185331730e-01 4.880975825707358773e-01 6.067354924071304278e-01
1.575853604926506404e-111 -1.816846995803840912e+02 9.449016428358643083e-01 2.980533468550405907e-02 2.250600253240759852e-01 6.488515341638505518e-01
1.734321897595793124e-111 -1.815878801773486373e+02 5.644422781417386403e-01 2.711702989841080491e-02 4.296729620403486605e-01 8.349523882616532999e-01
1.781937358859781292e-111 -1.815597955009544080e+02 9.628996904188716899e-01 1.991989503623462499e-01 6.299838206843929589e-01 5.981451355994362729e-01
1.968423604742481172e-111 -1.814592636554500302e+02 8.816020043568533193e-01 4.051818680501472203e-01 6.128867938927056169e-01 6.348924511468683196e-01
2.131843446166245832e-111 -1.813785096041263500e+02 9.582028171564561658e-01 4.897065124897141963e-01 6.294066562473327187e-01 4.028285893810759077e-01
2.295263462301441344e-111 -1.813036490419180495e+02 8.749889241368226100e-01 1.944673448241721614e-01 6.386620556215275579e-01 3.848135413219637702e-01
2.355137166991697619e-111 -1.812768977064508533e+02 8.230897019659498826e-01 1.756278575024847743e-01 4.687502503432681156e-01 5.858180946956416113e-01
2.652300998963945409e-111 -1.811570691124918540e+02 9.872602095861755522e-01 8.701690205941777778e-01 4.844162675980838717e-01 4.757485159138169495e-01
3.036650751747023603e-111 -1.810207414955576724e+02 9.267643346209045729e-01 9.914606031728045998e-02 5.691750657150768111e-01 6.369454132502897492e-01
3.110453772642657984e-111 -1.809957280540803595e+02 8.423595795422083032e-01 4.962341742371922937e-01 5.269865084935997368e-01 3.631423904379587064e-01
3.669020441815884085e-111 -1.808295719603773364e+02 5.539757693172133735e-01 5.365679452717094788e-01 4.840803448805899301e-01 6.151653571077779770e-01
4.012551716167780259e-111 -1.807390693000925239e+02 7.755367780468362948e-01 5.767802086085714874e-01 5.180111537829606982e-01 3.600272816803089526e-01
4.347015233337463095e-111 -1.806580072208961951e+02 8.305620352152411900e-01 3.530111935720259275e-02 4.686922054649673708e-01 1.727063232467638265e-01
5.084253354723193008e-111 -1.805003484914067542e+02 5.509930453608389289e-01 3.765109318564674457e-02 6.411843912260186684e-01 2.342792047594657312e-01
5.585788875120562964e-111 -1.804052710057811737e+02 5.526662457067402778e-01 9.700646390027561905e-01 5.661940983679473183e-01 3.461045612408486516e-01
6.334857971214821321e-111 -1.802784292834061262e+02 4.974802928369352895e-01 3.276124352585934041e-01 5.451414830686313051e-01 6.487254101170991660e-01
6.565614973344443221e-111 -1.802416504993242086e+02 7.460117117323007419e-01 4.990633929233334598e-02 4.505827424490289612e-01 6.839306948889454230e-01
6.661433573485913398e-111 -1.802261619645669271e+02 3.214208836237196776e-01 5.244127970868025512e-01 6.370400742186085319e-01 4.117639219946996887e-01
7.011787487554302658e-111 -1.801739040175964419e+02 9.722861941152098897e-01 2.164918329013566511e-01 6.386149990465794790e-01 5.778997164680939047e-01
8.126615577770386510e-111 -1.800253521284394935e+02 6.733345193528176287e-01 8.819197899289914488e-01 5.847874035698644724e-01 6.612846539969231552e-01
8.551286325432915977e-111 -1.799734149581785232e+02 4.785638120377158078e-01 3.861726896578031587e-01 6.883079357639925178e-01 5.011416658019794967e-01
9.396626210405822081e-111 -1.798781459661657891e+02 9.360559233684726532e-01 7.845172049492793453e-01 5.377693180030542752e-01 6.218508418027932638e-01
9.764874852957253217e-111 -1.798387049288610342e+02 8.678998834846285426e-01 2.080001205266649444e-01 4.573850837407102965e-01 5.129813121060180503e-01
1.026691942932252719e-110 -1.797875696564825887e+02 4.484903619558866517e-01 2.957660548450895543e-01 6.284468462198121719e-01 3.759627519632371406e-01
1.072060173099121905e-110 -1.797433293915404988e+02 9.273916725598485566e-01 6.866616720292245679e-01 4.721212112772895653e-01 5.368834065524920041e-01
1.071941766495454919e-110 -1.797424398453620142e+02 4.599610303433949721e-01 8.927678375103229591e-01 6.841585819370670229e-01 4.703339656778697808e-01
1.102321277739476177e-110 -1.797134933753966664e+02 8.086289050378666632e-01 5.045760589801655538e-01 6.541166058131273608e-01 3.908539070074701360e-01
1.116574567117583328e-110 -1.796996460076768187e+02 4.424016193210150716e-01 3.015518085056611008e-01 4.678144014280758434e-01 5.616275424486214529e-01
1.211158273458314219e-110 -1.796173344317078318e+02 5.343117029385537897e-01 2.657564594304190342e-01 6.197237435594289412e-01 6.412905750192311460e-01
1.398821338182931943e-110 -1.794722816035107371e+02 8.583422801151475712e-01 9.982035014597936406e-01 5.000426230734863475e-01 6.161847985080626255e-01
1.658960739144096344e-110 -1.793007202386820893e+02 5.197959166702695866e-01 4.646430890445922834e-01 6.852039279333588251e-01 4.492357112470535263e-01
1.700679360319491668e-110 -1.792748837892848712e+02 2.706876027677237451e-01 5.793083237146608999e-01 5.749918836365932595e-01 3.964538981891868596e-01
1.817888372298733477e-110 -1.792072359917418112e+02 6.616225206683592486e-01 8.495716626863987209e-01 4.446372789250218061e-01 5.194620054200167480e-01
1.948768326996105510e-110 -1.791367140384024310e+02 8.686496262840780469e-01 3.248128436238983952e-02 2.826262547985713969e-01 6.583180994953973242e-01
1.963987594063815951e-110 -1.791279346909919070e+02 9.620998087594327952e-01 6.384878026829157172e-01 5.193427263853669373e-01 4.062871760562900558e-01
2.182588065774340078e-110 -1.790214002254483034e+02 9.604623631336047795e-01 9.346078556277748195e-02 6.621280214797886643e-01 4.675706816445446279e-01
2.311104490185613233e-110 -1.789631860396926868e+02 7.139538370769343834e-01 9.734480635114447500e-01 4.805240565642000528e-01 6.138070005817058972e-01
2.313400785230261139e-110 -1.789611929409300615e+02 8.154370853857292323e-01 2.719939713143832982e-01 4.522327054089906317e-01 4.873987381419888631e-01
2.803200462097022159e-110 -1.787681497976299454e+02 2.751782683987310518e-01 9.522706664390461206e-01 6.079837490462703942e-01 5.934326690659988968e-01
3.005636617291037800e-110 -1.786974221860106695e+02 8.644629131977751291e-01 6.385030341836850365e-01 4.985731943585365311e-01 6.113343944154721044e-01
3.223020485368521255e-110 -1.786265926254290548e+02 5.357889581692412140e-01 9.922788041123786762e-01 4.627519747408229689e-01 5.738159231039484665e-01
3.233929139454690734e-110 -1.786222137344360590e+02 7.082523874853238199e-01 4.815003871125422830e-02 4.905383698495824341e-01 2.838036854473401371e-01
3.287817648622141217e-110 -1.786046875682449127e+02 8.984581764960249961e-01 8.199588878321325547e-01 6.483349524139891962e-01 5.925524597417599626e-01
3.496973422372523796e-110 -1.785420137263060099e+02 9.061226185746146244e-01 9.787222002271719346e-01 5.319046745563157375e-01 6.248058993756693269e-01
3.741617508521277080e-110 -1.784733935773966209e+02 8.124047157783288453e-01 7.494894135677236946e-01 6.411170668098400416e-01 3.804118818959664194e-01
4.072841101763991772e-110 -1.783875707689102796e+02 6.689158034933960773e-01 8.045398741696734302e-01 5.192036796619896588e-01 3.575657003161114567e-01
4.082063569035277655e-110 -1.783843089469576455e+02 5.496258767915644938e-01 1.869451644933128875e-02 3.891185875175529052e-01 1.100643893294614983e-01
4.282747086156401648e-110 -1.783353169379753353e+02 7.978701359860606024e-01 8.614475320074412856e-01 6.719765445051543162e-01 4.192986912803794430e-01
4.409705883429909633e-110 -1.783051035901012256e+02 9.121307062789093534e-01 4.061800139379423413e-02 3.467137317362455340e-01 5.445070682376529358e-01
4.445739376914165149e-110 -1.782959653900897479e+02 5.512040765828779554e-01 3.582196518573954602e-02 6.259954881913717406e-01 2.174433227394012569e-01
4.553331010103733359e-110 -1.782710525289878376e+02 9.989988524508017775e-01 5.542559016580467235e-01 5.643065951591652585e-01 4.055805302551317437e-01
5.147811642016799703e-110 -1.781473398837464401e+02 7.813453044557056026e-01 6.170039632760305759e-01 6.689243276864212939e-01 5.905229934923064139e-01
5.722316295661142401e-110 -1.780405379140193247e+02 8.515294320685766749e-01 9.776596857452015676e-01 6.720427182884922690e-01 5.647051895997959869e-01
5.751983419081165085e-110 -1.780343668464569191e+02 3.881096407127021530e-01 4.279644698346851683e-03 3.177424069958083575e-01 3.259336654233435659e-01
5.901513304385422710e-110 -1.780077027739442315e+02 9.780520525444863500e-01 1.241155827265787437e-01 5.247340275195992998e-01 5.912876728707816554e-01
5.998117761764747900e-110 -1.779904658705967506e+02 4.511478223391416353e-01 2.050752007034702951e-01 6.750315349127237186e-01 5.550186491887338924e-01
6.291372350739272666e-110 -1.779417323575537466e+02 3.559388388852958718e-01 1.119315662257291955e-01 6.613107376605704690e-01 4.397989116267343457e-01
7.294978526972062347e-110 -1.777927253457924905e+02 1.833982819655258778e-01 3.298533399742820116e-02 6.309015233630341779e-01 3.854426967104249702e-01
7.504429541850514227e-110 -1.777634181324526139e+02 8.036229460785521139e-01 5.144601738114357170e-01 6.549442856207701169e-01 3.952139768767892747e-01
8.270033643794026917e-110 -1.776652730070353812e+02 8.501924428714556781e-01 2.293297176761044387e-02 2.848370761010747820e-01 8.467996628703322592e-02
9.752232743205651009e-110 -1.774994153261395695e+02 7.048299438672721573e-01 4.832627712344985671e-01 5.504225619157478988e-01 6.573899956491304764e-01
1.187020975949871832e-109 -1.773018797043723112e+02 6.507014822647717578e-01 5.872655994230397969e-01 6.615446802382395353e-01 6.091202346239786847e-01
1.209651570678240038e-109 -1.772819941312184824e+02 4.884986017592848340e-01 9.475081109843525029e-01 5.829497931585414516e-01 6.475834303267693493e-01
1.263247719831136110e-109 -1.772376405310558880e+02 6.263274442778370421e-01 3.556998879134896097e-01 4.510967163163921434e-01 4.594010673107030707e-01
1.264598423906819299e-109 -1.772355718709180223e+02 6.356417530762906720e-01 2.194533703455883167e-01 6.958309649906044836e-01 4.931590099185654275e-01
1.417447598367816721e-109 -1.771204687029473632e+02 5.121108139292261940e-01 3.100991088272497809e-02 8.073170991735086899e-01 4.013819524923475379e-01
1.546325577763405953e-109 -1.770324449696111628e+02 9.878836646036730507e-01 4.807089016292678263e-01 5.171779320912309741e-01 5.733802642317531451e-01
1.696080317742277949e-109 -1.769390065978343216e+02 7.079085383444164714e-01 9.666302940710419511e-01 4.514142802311191804e-01 4.602324296132014325e-01
1.756973384521618468e-109 -1.769027338304036334e+02 6.822405621351386174e-01 9.403453716990779476e-01 5.268107069067654580e-01 6.497115213555172408e-01
2.052752075138471273e-109 -1.767461451227292457e+02 7.438840920967804138e-01 7.134061134880750332e-01 4.491766197104182234e-01 5.217150696386171349e-01
2.119561675332967249e-109 -1.767131171808537147e+02 8.374954026000048790e-01 8.842163742857800379e-02 4.756685012534959123e-01 4.126904033907763392e-01
2.176551615330977275e-109 -1.766855846946814381e+02 7.526161248077806176e-01 7.526494783099851871e-01 6.564900362845704773e-01 3.916325930008522915e-01
2.178194654579060223e-109 -1.766838300976398841e+02 9.116555054348438603e-01 6.485818698286769379e-01 6.603672636169091170e-01 4.456281976767950681e-01
2.377296654700775785e-109 -1.765953625085052749e+02 3.301190642516104168e-01 8.533373503333769872e-01 5.109510294041852418e-01 4.141170673621483722e-01
2.500095597150746122e-109 -1.765439975212387083e+02 8.258392473828505276e-01 8.876691143543515850e-01 6.851868438159065544e-01 4.918339784408094495e-01
2.675268371018248421e-109 -1.764752767903120798e+02 6.890816456567081527e-01 4.444493876853693459e-01 4.510040365338855439e-01 4.618841062115234264e-01
3.085477239865215348e-109 -1.763316201489721493e+02 4.119941988484420170e-01 3.480002527866220552e-01 6.783980377984748511e-01 5.122433996301567483e-01
3.196497184638175017e-109 -1.762952709107817100e+02 8.697533355842100855e-01 2.802231581479369682e-01 6.507965230205583484e-01 5.919450922743313415e-01
3.510946167837861249e-109 -1.762004409266034486e+02 4.584840162076486703e-01 2.733041291243076820e-03 2.290819438715568923e-01 2.884893826217080903e-01
3.811216683665780936e-109 -1.761173780135366655e+02 8.175128546550193276e-01 5.304629637684783461e-01 5.195123018116915015e-01 3.722807680216441151e-01
4.866230773617178733e-109 -1.758720068222722261e+02 9.563822356232040134e-01 7.456816079771149131e-01 4.848843171363668159e-01 4.948793248581373483e-01
6.138437777801776871e-109 -1.756387562150395070e+02 5.936664931936803669e-01 2.538095649335070370e-02 4.614663856711964662e-01 1.272848741515459903e-01
6.873075053857197865e-109 -1.755247148790607810e+02 8.287047019439846007e-01 3.723738006586096994e-03 2.869031150174117251e-02 9.371907286494499667e-01
7.134220302693725399e-109 -1.754864235241130075e+02 7.881375076388605905e-01 6.503301724225782898e-01 6.127560019791915558e-01 3.628576389463253893e-01
7.409756384425374439e-109 -1.754475289290703017e+02 8.850642417297956976e-01 7.022887162580249143e-02 4.612425840876358540e-01 4.364898252791088451e-01
7.538983427304846084e-109 -1.754292391422766570e+02 8.864383433365072840e-01 2.620892898696260964e-01 6.337108612650830253e-01 6.042726398112102659e-01
8.888435350265289743e-109 -1.752635754583012897e+02 7.223394554328407269e-01 9.915161410119225360e-01 5.117960190174479784e-01 3.679190309810242976e-01
9.610140704509039048e-109 -1.751845076268988919e+02 7.823868345610416331e-01 9.727108709511567142e-01 6.854010237100135461e-01 5.343503945749803474e-01
1.000546337462439956e-108 -1.751431952099735554e+02 8.960486160499319119e-01 9.658091050134495203e-01 5.233374409227163904e-01 3.903193240015081500e-01
1.104672715497636668e-108 -1.750431922922197714e+02 5.117415562745862845e-01 6.428659285607720708e-01 6.055280185355826905e-01 6.425407859091339935e-01
1.170707548743657965e-108 -1.749841330897054945e+02 5.594843247890071147e-01 5.147476967075590437e-01 6.752643322156464123e-01 4.220360500741525689e-01
1.193755025891033198e-108 -1.749636375752735944e+02 5.738256562810808425e-01 2.476810809306897454e-01 4.826660378405571716e-01 3.982338945105661221e-01
1.350911803672590609e-108 -1.748389616236566155e+02 9.198019695021903974e-01 7.685907627711825452e-01 6.307734878717661253e-01 4.097113462903945180e-01
1.357363635003238166e-108 -1.748331970835041034e+02 8.988346977331218568e-01 4.046734340170243804e-01 4.840784001927092017e-01 5.644664539505332979e-01
1.376134706005191986e-108 -1.748184627667223481e+02 9.231519987728665777e-01 8.854824064254199767e-01 6.100201887816091295e-01 3.947284193416813469e-01
1.399833988877847218e-108 -1.748003877480308859e+02 9.477254661481535614e-01 7.575617469268920434e-01 5.552660818181811564e-01 3.950668937308549067e-01
1.547346368214917092e-108 -1.746991999550052981e+02 4.622946342477430859e-01 6.699739169011442730e-01 5.851404043871731853e-01 3.599583439165492393e-01
2.309333285022508649e-108 -1.742977825365758235e+02 6.459570252799138323e-01 4.686067037837893245e-02 4.916465726814152060e-01 2.863552809585260261e-01
2.318836377331143090e-108 -1.742926758998890477e+02 7.694712790278742665e-01 4.991483405611661928e-01 5.545656777093687095e-01 6.493775933833949576e-01
2.318073072136992646e-108 -1.742920051300408772e+02 7.593147016299861551e-01 3.059824373321473612e-02 4.971301430732294468e-01 8.906411660286118748e-01
2.472627947671673510e-108 -1.742264598667722169e+02 7.649091289869891508e-01 4.227261756016569283e-01 6.326887561664087389e-01 6.280609790135838200e-01
2.818177509319676351e-108 -1.740946509955135184e+02 5.474632716473261107e-01 4.576847316911741848e-01 4.515221225420110729e-01 5.143383547433468816e-01
3.531545407487108096e-108 -1.738680058306167382e+02 3.173716089819655917e-01 3.037635978242836376e-02 3.974396196240966850e-01 4.877995257425692399e-01
3.978924513980913758e-108 -1.737477298380862578e+02 4.882650287213560203e-01 3.845976582844616853e-01 4.562150944110415773e-01 4.971605356365521589e-01
4.921679305426146345e-108 -1.735340916037399097e+02 7.546428694573876772e-01 5.585306322446872418e-01 6.750708414769043264e-01 4.302465682598988206e-01
5.268883505464123866e-108 -1.734649229166856514e+02 5.728452262083524316e-01 7.819642673881466166e-03 2.513502125397705234e-01 1.013513279152524760e-01
5.476804464272815468e-108 -1.734252195943302581e+02 9.184560974477264939e-01 1.105454361261639651e-01 6.423502720873122129e-01 4.274440358707356502e-01
5.848376016996657757e-108 -1.733585773794755767e+02 4.997198974714415209e-01 8.450514588336125454e-01 6.699685683671759984e-01 5.751993595913489354e-01
5.975178773914966524e-108 -1.733361273805575706e+02 5.944792979408836109e-01 1.437979788010170790e-01 6.757892490600900803e-01 4.224213046549579742e-01
6.050291568623259997e-108 -1.733226349342056665e+02 7.644524181517817762e-01 2.101388726263332396e-01 5.667442489271835582e-01 3.541369884397255197e-01
6.188452837374812590e-108 -1.732990562882899042e+02 8.530627374970671806e-01 3.971959042712485122e-01 6.683055879983731407e-01 4.490643729300234366e-01
6.869268073817186276e-108 -1.731936838371629790e+02 5.386493268293480741e-01 7.754871674232945988e-01 4.577258196021761760e-01 5.489984652271372445e-01
8.465942379842804619e-108 -1.729836900622387361e+02 7.910683357152843431e-01 1.152280376837110376e-01 6.513649124657224787e-01 6.040516086362573978e-01
8.820056135126629696e-108 -1.729417131637227669e+02 6.461617266485716327e-01 1.855687992761164695e-01 6.761555016523117523e-01 4.226534378839519324e-01
8.811532684182366601e-108 -1.729416800024683312e+02 7.324959593065822894e-01 8.695421752667364945e-01 4.877367294565416733e-01 3.951435742542751539e-01
1.037316803302507738e-107 -1.727775189228526074e+02 8.157485219906003282e-01 7.106189719537381322e-02 4.914056644028024223e-01 3.756162774661495618e-01
1.088284882464469629e-107 -1.727285533505940407e+02 7.218712970748295543e-01 9.125900446416601586e-01 6.864499417620081312e-01 5.384092204918966562e-01
1.213752897336325649e-107 -1.726184391775386189e+02 9.732726716744642959e-01 3.894550568520749323e-02 5.334242835481151079e-01 7.847519968941509827e-01
1.372407755562583309e-107 -1.724945896221729242e+02 8.022981964097382068e-01 7.792485980099501663e-01 6.823749258318138056e-01 5.154845423005032234e-01
1.495176981042728723e-107 -1.724079117234495584e+02 9.658994664450769596e-01 6.647977632848269813e-01 6.392898154461634785e-01 5.337504166882549583e-01
1.550348728516444601e-107 -1.723706764134887806e+02 5.448809445785380845e-01 7.503400576334786631e-01 6.816543594524686611e-01 4.450546504412838944e-01
1.899303431208942848e-107 -1.721666691014545449e+02 5.147815726926781021e-01 5.445787492175568900e-01 5.955330109936729510e-01 3.575162644735460082e-01
2.054336705690531935e-107 -1.720872032803610523e+02 9.901417297481450719e-01 3.563564045625562393e-01 6.307851001633898447e-01 4.914892712578607936e-01
2.364343484822296429e-107 -1.719456559181166995e+02 5.901712480414084139e-01 2.305678830141740798e-01 5.515120108295592516e-01 3.525151081582243995e-01
2.456322446422934084e-107 -1.719064910143266047e+02 3.260544134196942112e-01 6.138509327878864941e-01 4.987301521730086451e-01 4.347137696634352233e-01
2.475629175207280048e-107 -1.718976617293348284e+02 3.122290895537430666e-01 9.748860388686275691e-03 3.379312144089675618e-01 5.417710623675895398e-01
2.518188700231776605e-107 -1.718796164319187767e+02 7.961838097680966619e-01 1.690077819289096395e-01 5.834592340828109736e-01 3.610663444248402021e-01
2.517810805131913942e-107 -1.718787665094158683e+02 9.974787056154851284e-01 6.181611803932660631e-01 5.163378688761496305e-01 5.180958329059405232e-01
2.596658146525986643e-107 -1.718469310152286482e+02 7.677158049514676286e-01 9.282373574462965404e-02 5.063511324334157848e-01 6.292993816338684487e-01
2.676176148282628542e-107 -1.718157673399366558e+02 9.572984615621656923e-01 4.006746034108970012e-01 5.064830587685078545e-01 5.519721142088891419e-01
4.944582021500320205e-107 -1.712008638692319948e+02 3.490959146025059967e-01 3.850255492350440623e-02 5.028080361113266283e-01 6.881533881364099159e-01
5.842358897471987828e-107 -1.710330216691679084e+02 9.856229262863251961e-01 8.004295769583874565e-01 5.815100654864425733e-01 5.754807962932834142e-01
6.309026862560234478e-107 -1.709551748620585272e+02 8.953364023730338017e-01 4.815425009995174532e-01 5.058100834875201013e-01 5.865043078055637293e-01
6.346232555096152183e-107 -1.709482949668305878e+02 7.793269428784899144e-01 7.735239471021587709e-01 6.836277316270121807e-01 4.946281761689349521e-01
7.612295859427539821e-107 -1.707653914890730960e+02 8.175275249242340836e-01 2.851044786445255941e-02 7.660050892784316945e-01 8.652184407402035982e-01
1.010351836405784868e-106 -1.704812725891905245e+02 7.257235479682073720e-01 1.250620444010880350e-01 6.543179348141539009e-01 3.968182604911790756e-01
1.014985191436794312e-106 -1.704756971895900506e+02 5.019220167855569237e-01 6.982793417878790931e-01 6.597300414667144342e-01 5.908149346671170976e-01
1.051425939772309331e-106 -1.704394239315115556e+02 7.667899564893239095e-01 7.017305750819033960e-01 4.578655414088794728e-01 5.208135414048686851e-01
1.067164133219862435e-106 -1.704235664249477225e+02 5.363366692670792357e-01 5.601880408773851627e-03 1.661552774271118915e-01 5.339647363567336935e-01
1.087178462526112317e-106 -1.704039854386398929e+02 5.680491855052366423e-01 7.169311372026254681e-02 4.371333551486639157e-01 4.870130142667739026e-01
1.243650639647983731e-106 -1.702685200936806780e+02 5.439826218638620370e-01 1.765679687319003932e-01 6.721260780881571639e-01 5.743001886016326774e-01
1.287638110267422118e-106 -1.702327615943465844e+02 7.847489570942102199e-01 8.033790854312794494e-02 5.056204804578094958e-01 3.740211096138840174e-01
1.409212972763733407e-106 -1.701415398390525979e+02 5.725852354742086980e-01 9.351103823136419635e-04 2.445769127273484944e-01 3.305129811480835844e-01
1.584512067285576096e-106 -1.700232946963082554e+02 9.763407213701881249e-01 3.427703008336013824e-02 3.488228075837292996e-01 7.149738457533746372e-01
1.775149699918503295e-106 -1.699086864549065581e+02 9.903567440560526736e-01 9.350648980007829625e-01 6.001543120630969952e-01 5.557260627867547376e-01
1.845020017744789070e-106 -1.698690810851001345e+02 7.046365194832370227e-01 1.265621804676605455e-01 6.331813030954849264e-01 6.270337496966856827e-01
1.949087845704863617e-106 -1.698132097205568698e+02 8.493581543293998726e-01 4.398084145020255686e-01 6.709846585160629262e-01 5.164789648428308455e-01
2.000242491974932769e-106 -1.697863027930622195e+02 9.043104148275600274e-01 9.889165213461030834e-01 4.882406647653816378e-01 5.421668591236831203e-01
2.035163090000478779e-106 -1.697679952540702573e+02 8.604531075547796615e-01 2.346851538260951164e-01 5.154723059428715226e-01 6.058391586120980277e-01
2.290036627250633525e-106 -1.696490034003891196e+02 9.750483831461063122e-01 3.257153355342824463e-01 5.126916954598269571e-01 5.231405206581440925e-01
2.292003733512531969e-106 -1.696471447844766089e+02 9.137381234752761650e-02 2.548967420063608103e-03 5.732840170622569564e-01 4.162282383003400588e-01
