weight logl sigma l a b
0.000000000000000000e+00 -8.620743481646838973e+02 1.111521011172146300e-01 4.116527929350541903e+00 6.136939159800493260e-03 4.110661662159786900e-01
0.000000000000000000e+00 -8.620678746920655158e+02 5.189047936811901351e-01 9.571255433824845227e+00 3.280115402861596974e-02 9.042819510981243702e-01
0.000000000000000000e+00 -8.618261768747075848e+02 5.489073965816487766e-01 1.514706354903861474e+01 -5.466806034384527613e-04 -1.612181390846124884e+00
0.000000000000000000e+00 -8.560800329375293813e+02 9.078022317857088463e-01 1.712140855932559447e+01 4.220228514050290702e-02 1.885506683146808804e+00
0.000000000000000000e+00 -8.558040735354549042e+02 2.212522255384842262e-01 1.800180313940589194e+00 1.684135112477114227e-02 5.702910326163896926e-01
0.000000000000000000e+00 -8.553701075511329464e+02 7.513620234278760579e-01 1.821414351481465488e+01 -3.336206140126571351e-02 -7.824807380765195219e-01
0.000000000000000000e+00 -8.542299572256104057e+02 8.601707082892174894e-01 6.825378327416760094e+00 -2.993614955152678128e-02 1.638821286024777280e+00
0.000000000000000000e+00 -8.496238619177544251e+02 7.054891641807742309e-01 9.949272637640936168e+00 -2.390531136775646617e-02 1.381279578801720920e+00
0.000000000000000000e+00 -8.490133490987203686e+02 6.172375983599546201e-01 3.392940404895812279e+00 -1.983748625152659262e-02 1.267482289272753082e+00
0.000000000000000000e+00 -8.480725881577623113e+02 9.421102928802453924e-01 6.377199380474851687e+00 -3.638815675588157744e-02 1.532031142037101556e+00
0.000000000000000000e+00 -8.476924721319095397e+02 8.038626192092304112e-01 7.942282102254878851e+00 3.019694202338756017e-02 1.998256985548146680e+00
0.000000000000000000e+00 -8.466838665838870384e+02 2.867387868486989122e-01 1.962487985686803071e+01 -8.386251785853192364e-03 5.581806146829002557e-01
0.000000000000000000e+00 -8.431418959698445406e+02 6.276360522682327137e-01 7.554405338053006957e+00 -9.373328229747901474e-03 1.682047256169482807e+00
0.000000000000000000e+00 -8.408666556321823009e+02 4.996823257411437957e-01 8.008813324301602421e+00 -1.349267631648938537e-02 -1.077827845573887444e+00
0.000000000000000000e+00 -8.399556630778407680e+02 8.524210903677446050e-01 4.434964398167570820e+00 4.885009988094653199e-02 1.189385502373145886e+00
0.000000000000000000e+00 -8.392983830527067539e+02 7.235516041507926710e-01 5.455475492458246478e+00 -3.433775890114791618e-02 2.506313523496204176e-01
0.000000000000000000e+00 -8.369977220051418954e+02 9.930236035069364142e-01 1.878562917348617489e+01 -4.236817126772329106e-02 1.214085958569914858e+00
0.000000000000000000e+00 -8.368300526044104117e+02 8.515467979204363047e-01 1.196144755007550842e+01 -3.062722907472640449e-02 1.515947450175983313e+00
0.000000000000000000e+00 -8.319961365970418683e+02 7.735231772273942763e-01 4.918409510462755208e+00 -1.978567888527136415e-02 1.773648670453193077e+00
0.000000000000000000e+00 -8.319129426654551480e+02 8.872450477764076693e-01 1.126336420328172316e+01 4.452755959773017913e-02 1.624801319355431595e+00
0.000000000000000000e+00 -8.316830256407331490e+02 8.402683478743293577e-01 1.885648725454446861e+01 -2.879355703910263520e-02 1.570448956117962869e+00
0.000000000000000000e+00 -8.311471002012153804e+02 8.556576129739159597e-01 1.375286564987498394e+01 4.299264011038590738e-02 1.593217542414121279e+00
0.000000000000000000e+00 -8.307886219354410287e+02 3.716157553362883226e-01 9.745627343623464611e+00 2.302424869232426452e-02 8.195645859875999584e-01
0.000000000000000000e+00 -8.304776179513939951e+02 8.384187734252928070e-01 8.709315642599227303e+00 -2.855991924373271415e-02 -1.528646510815897308e+00
0.000000000000000000e+00 -8.291217920888873323e+02 6.245036504143669509e-01 1.464535300362357617e+01 -2.736340683943164903e-02 6.188773278004067180e-01
0.000000000000000000e+00 -8.264905252508821150e+02 6.689044264685500840e-01 1.334011756419091377e+01 -2.700028023222859203e-02 -8.777088643046666583e-01
0.000000000000000000e+00 -8.257239038291054385e+02 7.158992687803757970e-01 4.100141901520961696e+00 4.212766523322501733e-02 -1.072935478470365300e+00
0.000000000000000000e+00 -8.249377564978028659e+02 6.642577487178665807e-01 1.685413102582769795e+01 3.247245811482543654e-02 -1.453127254875812291e+00
0.000000000000000000e+00 -8.244864611763676976e+02 5.866345852350116630e-01 1.648451608252774392e+01 -2.591487735361137912e-02 5.077319725207121159e-01
0.000000000000000000e+00 -8.240056568798715944e+02 7.994783410316256278e-01 1.675240008300232475e+01 -1.680825199227053979e-02 -1.902206315168195605e+00
0.000000000000000000e+00 -8.236625892855636266e+02 6.723420473116270557e-01 1.612402976963463175e+01 -2.598833243655959344e-02 -9.788292711584603012e-01
0.000000000000000000e+00 -8.227135605443770601e+02 8.551478435283604851e-01 1.814052449073462370e+01 4.332365794820003391e-02 -1.563602957654618208e+00
0.000000000000000000e+00 -8.175334076926317266e+02 6.154053432076376229e-01 7.132100551992579085e+00 3.837591292570689816e-02 8.409586038854874879e-01
0.000000000000000000e+00 -8.174784111308572392e+02 9.829050382853870005e-01 2.905663020586193301e+00 4.335727715954625083e-02 1.980671056751860171e+00
0.000000000000000000e+00 -8.147362706984227998e+02 6.679991308195962763e-01 1.859376565032144413e+01 -3.085643767914653113e-02 -1.848717733798599383e-01
0.000000000000000000e+00 -8.138500978151201934e+02 8.535884846484227406e-01 4.837103742927131300e+00 -2.657224264424814728e-02 -1.650806091929121866e+00
0.000000000000000000e+00 -8.128338435005941847e+02 5.929543468630479319e-01 7.448641931245358450e+00 -2.660077999330318077e-02 -3.066446495909991299e-01
0.000000000000000000e+00 -8.118180034085096395e+02 9.203250736716801494e-01 1.903573261087570856e+01 -4.204795881550809494e-02 5.794675453469642079e-01
0.000000000000000000e+00 -8.104598794077960520e+02 4.836903792957051307e-01 3.650321718140998595e+00 3.250594828864099284e-02 6.525682299563868582e-01
0.000000000000000000e+00 -8.102485202317629955e+02 7.044214131083115227e-01 1.123626419588280179e+01 8.440830775998872659e-04 1.996491219235848380e+00
0.000000000000000000e+00 -8.094380756648261013e+02 3.979662362079861015e-01 4.288919486250430957e-01 -4.207488544319292617e-02 -1.178751801706963143e-01
0.000000000000000000e+00 -8.083049323582197303e+02 5.580862772901921121e-01 4.198142978375585699e+00 -2.462412563311558097e-02 -3.190116378633010008e-01
0.000000000000000000e+00 -8.081096169552622541e+02 5.283831422011953105e-01 5.429829355153237280e+00 3.002026074228074382e-02 -1.067142483936509567e+00
0.000000000000000000e+00 -8.067952847836013461e+02 7.365163678057977670e-01 1.752302008326971006e+01 2.687956819587955515e-02 -1.833195793369459370e+00
0.000000000000000000e+00 -8.067842668383279943e+02 7.456561782984667541e-01 4.435200515941506438e+00 4.849105149958264638e-02 -2.908488264207682583e-01
0.000000000000000000e+00 -8.060153302832264899e+02 5.281590185771966039e-01 1.714373390956889409e+01 2.419206807479126753e-02 1.287530906454811497e+00
0.000000000000000000e+00 -8.058877134381186806e+02 3.626586705031741298e-01 9.663678548692522519e-01 -4.803308517234441966e-03 -1.369905749318982124e+00
0.000000000000000000e+00 -8.050508332058880114e+02 6.806804017576111310e-01 7.544933491891320898e+00 2.625870627331550189e-03 -1.920638554157773736e+00
0.000000000000000000e+00 -8.046646830563131516e+02 7.392996336302561922e-01 2.682193617407702124e+00 -2.363094494770883250e-02 -1.379314385075197436e+00
0.000000000000000000e+00 -8.017426930636906945e+02 3.953934593941896836e-01 2.656427722261547331e+00 1.324135729076102164e-03 -1.153492787553113796e+00
0.000000000000000000e+00 -8.006122870107011522e+02 4.920078943796460935e-01 1.910351202795736469e+01 -5.734847437471879417e-04 1.421422092599214704e+00
0.000000000000000000e+00 -7.998401839536193165e+02 6.974180582773124026e-01 1.697089822104005918e+01 4.625844254498036323e-02 -1.097188845110390609e-01
0.000000000000000000e+00 -7.988016636958755043e+02 9.655650314706821780e-01 7.177721932769934199e+00 -3.388942628310080696e-02 -1.590684318576905287e+00
0.000000000000000000e+00 -7.984033961547881972e+02 9.207139294734374424e-01 1.859753045593289755e+01 3.742028689033385924e-02 1.990895477026103588e+00
0.000000000000000000e+00 -7.970152301791968057e+02 7.399173239840897143e-01 1.008751531153244407e+01 -1.513342678912811545e-02 -1.731167046146541821e+00
0.000000000000000000e+00 -7.960889719946713967e+02 5.317328858375811595e-01 1.892661150641386669e+01 2.700762622123346890e-02 1.177089732580184567e+00
0.000000000000000000e+00 -7.902809463862301982e+02 7.461796388746387843e-01 4.440555094045988582e+00 -1.538833542786960384e-02 1.767386501382408159e+00
0.000000000000000000e+00 -7.896318009175256520e+02 6.700555970641774994e-01 6.263985176525652676e+00 2.419806724180328938e-02 -1.692274115994529815e+00
0.000000000000000000e+00 -7.893053341393826940e+02 7.535936617696562534e-01 2.583853601509553677e+00 4.603697859903953249e-02 -7.586478392643694058e-01
0.000000000000000000e+00 -7.883848009726726787e+02 8.209732698025390407e-01 9.820947215501069749e+00 4.851485781798288432e-02 -8.672615982968086001e-01
0.000000000000000000e+00 -7.871003337021661537e+02 9.225621365255219919e-01 1.739268672761633638e+01 -2.838894293355986864e-02 -1.721506382791684331e+00
0.000000000000000000e+00 -7.857665854544513877e+02 6.147826132884857131e-01 1.481566340308982177e+01 6.129152665017123525e-03 1.761252839084072708e+00
0.000000000000000000e+00 -7.852823029764472267e+02 9.121287161415473355e-01 9.607852333713955417e+00 4.280207949468170514e-02 1.680801753148478461e+00
0.000000000000000000e+00 -7.839397452434977822e+02 6.669490962392541356e-01 1.944758950525504204e+01 -3.032014519704043232e-03 1.824030423235738052e+00
0.000000000000000000e+00 -7.825963736694659474e+02 4.219749199380185001e-01 1.250889119229359281e+01 -1.749066419442870529e-02 -1.808773888905963467e-01
0.000000000000000000e+00 -7.803701127118647491e+02 7.363233013647157987e-01 1.470409855710565239e+01 2.045659513274965258e-02 -1.929241781190824234e+00
0.000000000000000000e+00 -7.788861770486505520e+02 7.343676203290536719e-01 1.740220151709457852e+01 4.667769135389764068e-02 -4.139587212889894730e-01
0.000000000000000000e+00 -7.786035052857691880e+02 8.145422792250031074e-01 5.736466156164501839e+00 -2.843776362965211302e-02 1.347654038242534824e+00
0.000000000000000000e+00 -7.767644136854900125e+02 7.658317235141770540e-01 9.894663737869297648e+00 -2.834764149044821657e-02 -1.095278077427780161e+00
0.000000000000000000e+00 -7.762612383600595649e+02 8.596251240145129646e-01 8.347398876235354592e+00 -3.848888343763300773e-02 4.036399743241223526e-01
0.000000000000000000e+00 -7.743019429104100482e+02 6.603970276054170752e-01 1.795872509544227213e+01 -1.797297405436711071e-02 -1.329409380532114326e+00
0.000000000000000000e+00 -7.715229577438726665e+02 8.852412244178582412e-01 3.984267784836488246e+00 -3.989652788288049895e-02 -1.966055498214318575e-01
0.000000000000000000e+00 -7.707090016946742708e+02 3.459432755784995761e-01 8.153205636400853606e+00 2.807107029205417603e-02 -9.202819121465832808e-02
0.000000000000000000e+00 -7.693576540786449414e+02 6.501882494650400579e-01 1.127606204202020734e+00 3.107340371845188076e-02 1.938708894816806971e+00
0.000000000000000000e+00 -7.677557077216814605e+02 8.497214871341908227e-01 1.546516488266627576e+01 4.078844193732157619e-02 1.527443600579177829e+00
0.000000000000000000e+00 -7.648722091810174106e+02 3.338863892249143150e-01 1.577403143325124901e+01 1.153333020488320898e-02 -9.955660331051716661e-01
0.000000000000000000e+00 -7.645722226023484609e+02 7.068987568259345045e-01 4.423052279548819854e+00 -1.420144416508463403e-02 1.647517446708929079e+00
0.000000000000000000e+00 -7.645588647981142003e+02 5.709628374167249332e-01 1.050841651790731923e+01 -1.528745460359000330e-02 1.189073369672021485e+00
0.000000000000000000e+00 -7.638183792760594315e+02 8.413209370415237753e-01 1.241475904503127659e+01 4.819649879701963513e-02 8.957369433466504383e-01
0.000000000000000000e+00 -7.609458228541643621e+02 5.996537973293625257e-01 1.652884079144811835e+00 7.617739092175467019e-03 1.798078891306287286e+00
0.000000000000000000e+00 -7.598961015819934346e+02 2.372013072668744949e-01 1.340062456862689366e+01 1.693095469554860288e-02 5.357703733414842517e-01
0.000000000000000000e+00 -7.598202602744049727e+02 6.251689296891547176e-01 6.130544711496208166e+00 3.345655813784147170e-02 1.120324538733964204e+00
0.000000000000000000e+00 -7.594792945829327664e+02 8.933876327662764183e-01 7.222664716925660144e+00 -3.519207534737622128e-02 -1.023883125450572695e+00
0.000000000000000000e+00 -7.588787669330333756e+02 7.510627651676219374e-01 1.367890301543040543e+01 4.108348852081003533e-02 1.103472655312475847e+00
0.000000000000000000e+00 -7.551559737309163438e+02 3.911221355585084991e-01 1.792016580641488943e+01 -1.268482860331272832e-02 6.262220669011111518e-01
0.000000000000000000e+00 -7.549800830439028232e+02 9.908279968014309658e-01 1.262934643687591318e+01 -4.245369850880001406e-02 6.867130881826000177e-01
0.000000000000000000e+00 -7.544060319309794522e+02 9.233621160788029192e-01 1.238925283936340715e+00 -4.866243560906124282e-02 -7.406807558721353324e-01
0.000000000000000000e+00 -7.511036234256648640e+02 3.945478360715695132e-01 1.314511644870718854e+01 1.544348750844894147e-02 -1.094041236999462097e+00
0.000000000000000000e+00 -7.500828889318059964e+02 5.995057389196367659e-01 1.461771969708290086e+01 3.555144570705649765e-02 -8.750593234117878261e-01
0.000000000000000000e+00 -7.497012009179770757e+02 6.258467396464085786e-01 1.292250049979083037e+01 3.239542297375835878e-02 1.163973579886512510e+00
0.000000000000000000e+00 -7.493441640947971791e+02 8.030787444241261896e-01 2.021450944911773462e+00 -1.337473255944614942e-02 1.943852482389560876e+00
0.000000000000000000e+00 -7.492726884533021803e+02 3.221099990719136219e-01 2.273204836700823961e+00 2.629752567856062651e-02 -2.378278379769707129e-01
0.000000000000000000e+00 -7.492415049030610135e+02 6.966612106614820110e-01 1.319176790789227560e+01 -1.411901579830302650e-02 1.593985462816781329e+00
0.000000000000000000e+00 -7.472281324883795151e+02 3.313519277987465594e-01 3.940407048179239702e+00 2.682601914955735911e-02 9.947769800407346708e-02
0.000000000000000000e+00 -7.464945265216465486e+02 8.864856104709637474e-01 1.424309713257872545e+01 4.237660652987658427e-02 1.502813293144501738e+00
0.000000000000000000e+00 -7.463190858220967812e+02 7.636256135294264835e-01 6.357376605086479948e+00 -2.047381186752543838e-02 -1.491672647751029146e+00
0.000000000000000000e+00 -7.457735167893458765e+02 3.850328991972694626e-01 1.400959356805242351e+01 2.043477609893021296e-02 -9.354178678460582930e-01
0.000000000000000000e+00 -7.457358058500720972e+02 7.276737251921341354e-01 4.459630175570257649e+00 4.314805655836090326e-02 -7.680954228938259298e-01
0.000000000000000000e+00 -7.452337631414254702e+02 6.039152511959925418e-01 1.210771378630909467e+01 3.365980245990478348e-02 9.944562172832176472e-01
0.000000000000000000e+00 -7.452109599468356009e+02 9.526842098759291666e-02 1.161975835008840896e+01 1.326350972529435901e-03 1.418777811521696464e-01
0.000000000000000000e+00 -7.449307279199435925e+02 2.303961012388464624e-01 3.159478304993836861e+00 2.133967185570573299e-02 1.219927070204405162e-01
0.000000000000000000e+00 -7.437029436934068372e+02 7.924119593022418417e-01 4.580966172097051370e+00 -3.450741150509049199e-02 3.076883365994338426e-01
0.000000000000000000e+00 -7.426753691163705753e+02 6.792483018397762473e-01 9.153339999393816484e+00 2.760332482568088330e-02 -1.541684729004778820e+00
0.000000000000000000e+00 -7.418230370990052052e+02 5.792354769601203435e-01 2.969073654702434339e+00 3.672140847919157236e-02 5.922097299827666639e-01
0.000000000000000000e+00 -7.397251144413144175e+02 3.507082323374391963e-01 6.920984878157996789e+00 -1.599341145466087744e-05 9.959060418761276345e-01
0.000000000000000000e+00 -7.387963770567148458e+02 8.233584618765881213e-01 9.384638900337961331e+00 -3.470170988704546211e-02 -5.242132149120255491e-01
0.000000000000000000e+00 -7.374855210405171420e+02 9.517202960677060286e-01 4.481768383520670085e+00 -2.841680956823763524e-02 -1.669716410551095098e+00
0.000000000000000000e+00 -7.373360588110466551e+02 8.122110978389159852e-01 1.617379997867501373e+01 -2.016237413512658380e-02 1.673773014733473730e+00
0.000000000000000000e+00 -7.362536560084389521e+02 8.277729379609650717e-01 6.607888375149350679e+00 -3.600010803407425325e-02 -1.872662888081606525e-01
0.000000000000000000e+00 -7.361927901179225273e+02 7.508180629920395699e-01 7.890637987789483887e+00 4.500808506775592910e-02 5.972991479853129171e-01
0.000000000000000000e+00 -7.356267464600008452e+02 5.803219667771932766e-01 1.727958694490620317e+01 -1.974648037349040555e-02 -8.391199394709092374e-01
0.000000000000000000e+00 -7.354166084553448854e+02 7.124481640294847429e-01 9.680040699671177862e+00 4.511493868546960495e-02 -4.735187162337961553e-02
0.000000000000000000e+00 -7.327084436344305232e+02 7.331774848921305265e-01 1.422969540057845705e+01 -1.702555877194503881e-02 -1.519672849076821652e+00
0.000000000000000000e+00 -7.322618291012848886e+02 6.560418844086214341e-01 3.229252340628094853e+00 -2.388689934783089219e-02 8.884047915745325597e-01
0.000000000000000000e+00 -7.318878067616708449e+02 7.957138607648250872e-01 1.382477354532488079e+01 4.560772551385045004e-02 7.917588150386634105e-01
0.000000000000000000e+00 -7.302699393836784338e+02 6.798504394577328247e-01 1.772179767702797193e+01 -5.853036239505247929e-03 1.730979919967975622e+00
0.000000000000000000e+00 -7.300399581687602222e+02 9.390827495805891267e-01 1.569821989401949125e+01 -4.046542879874009957e-02 3.312351067385592707e-01
0.000000000000000000e+00 -7.290261505912933444e+02 9.302152553819892367e-01 6.400751681439656338e+00 -3.708273949779512801e-02 -8.607014217512780618e-01
0.000000000000000000e+00 -7.256115221658583323e+02 6.524510891896463383e-01 1.591825641363757526e+01 -2.721810670454545555e-02 3.831720279003718588e-01
0.000000000000000000e+00 -7.254880008635423110e+02 8.600203706163227491e-01 1.646617478196218443e+01 4.064348764929208435e-02 -1.463885485463777059e+00
0.000000000000000000e+00 -7.254098100040541794e+02 3.727380690257285911e-01 2.125820577689263580e-01 -4.676473894290944511e-02 -9.256006979307134230e-01
0.000000000000000000e+00 -7.248504307716594894e+02 6.353015185240060703e-01 1.349815836798003588e+01 3.844565642701601449e-02 6.721737238273282067e-01
0.000000000000000000e+00 -7.245045265796256899e+02 9.957918876100912975e-02 1.787294808833865645e+01 1.237609687465825864e-02 -3.318292170161978305e-01
0.000000000000000000e+00 -7.243368840702430589e+02 7.194105852980676730e-01 1.365887264848495519e+01 3.900206610480984326e-02 1.030343855485798876e+00
0.000000000000000000e+00 -7.242816652846404395e+02 4.867008531711146668e-01 7.477854025384238490e+00 1.162305019562311775e-02 1.350834030106975892e+00
0.000000000000000000e+00 -7.231710968361514915e+02 3.013800897563283510e-01 1.192200539714142415e+01 2.461168147841250042e-02 -2.741457521081480664e-01
0.000000000000000000e+00 -7.230176663012811105e+02 7.575079901928144510e-01 1.514262922567948166e+01 4.555829192514213033e-02 -5.010237423142838153e-01
0.000000000000000000e+00 -7.228947062333356826e+02 5.947605719585634665e-01 4.791483655810555575e+00 1.021131479343385939e-02 1.623013125509130461e+00
0.000000000000000000e+00 -7.218184135670376236e+02 7.152947461442616950e-01 1.577028155468478410e+01 1.052087837138239446e-02 1.901505074958303343e+00
0.000000000000000000e+00 -7.217258835356627742e+02 6.254124883438800797e-01 1.267316682210286594e+00 3.601197307496160904e-02 1.375992369381646707e+00
0.000000000000000000e+00 -7.209833115269314021e+02 1.008023034864978795e-01 1.786641428584342606e+01 1.078371320089852037e-03 2.253987246644628684e-02
0.000000000000000000e+00 -7.182266131403177951e+02 7.740907788825193148e-01 9.745113434529121932e+00 -1.758929043052522706e-02 1.625133322840311756e+00
0.000000000000000000e+00 -7.177505412195159806e+02 7.789937794028866103e-01 1.315909185792596148e+01 3.654207783833209044e-02 -1.405521974583234801e+00
0.000000000000000000e+00 -7.160856723706929188e+02 9.788304416029875998e-01 1.608683253627749821e+01 -3.304748120268918843e-02 -1.401420610067397376e+00
0.000000000000000000e+00 -7.158815571889915645e+02 9.003423610128186150e-01 8.791771601480832032e+00 3.407813214396075707e-02 -1.860366099823402397e+00
0.000000000000000000e+00 -7.157154686711160139e+02 7.811183957497703778e-01 1.993318141479915795e+01 3.512881886339432047e-02 -1.478547696338032402e+00
0.000000000000000000e+00 -7.144501222305100328e+02 9.634865632213966968e-01 1.181564390708076928e+01 4.732983150381951665e-02 -1.350396387244275243e+00
0.000000000000000000e+00 -7.139183815537398914e+02 4.829135387082063025e-01 1.620679505896902484e+01 -1.948573120590145827e-02 -1.215625685532146782e-01
0.000000000000000000e+00 -7.128097544186637151e+02 5.540580851598441159e-01 9.109752229071615304e+00 2.944335539293434223e-02 -1.032382611728480892e+00
0.000000000000000000e+00 -7.114313579611114164e+02 6.334846015843813571e-01 1.105339275525344434e+01 -3.058986587835044180e-03 -1.608175902583524497e+00
0.000000000000000000e+00 -7.112592153645617827e+02 5.776788070484382143e-01 9.763816426550725680e+00 -1.748537896035708833e-02 9.951448525666917178e-01
0.000000000000000000e+00 -7.093531409293389061e+02 9.234390733949583430e-01 1.324425603826632702e+01 -3.233121151753631795e-02 1.257410642143904411e+00
0.000000000000000000e+00 -7.092800831942305422e+02 6.950767823683228208e-01 7.929534253490091444e+00 1.476737034758979217e-03 -1.806316445589911890e+00
0.000000000000000000e+00 -7.070919496590436211e+02 8.002151025821810926e-01 4.980986069659398829e+00 -1.228757899941983200e-02 -1.808096949117238061e+00
0.000000000000000000e+00 -7.070437162284724764e+02 9.502373058280965124e-01 8.217088138506065675e+00 -3.783922136544744241e-02 7.916748165730207454e-01
0.000000000000000000e+00 -7.058238756574653507e+02 6.006872076921834225e-01 1.517100623787804992e+01 3.019026471719125915e-02 1.112321676059163877e+00
0.000000000000000000e+00 -7.054808529828189876e+02 6.286114090375949370e-01 7.854171578770423601e+00 -2.419196004725993054e-02 6.156058100671089051e-01
0.000000000000000000e+00 -7.024124616238491399e+02 6.041540802953164757e-01 1.540896625501674500e+01 -2.160250872701195007e-02 7.634086861360387388e-01
0.000000000000000000e+00 -7.019676608348545415e+02 1.505867906492117658e-01 8.917555759065201926e+00 1.494678876104779675e-02 -3.815691257124220748e-01
0.000000000000000000e+00 -7.017823153586323315e+02 8.127168233855537327e-01 9.469857198439173729e+00 4.836611222717016045e-02 -1.346719835146270583e-01
0.000000000000000000e+00 -7.007906019968805822e+02 8.615277853083976867e-01 1.900539157636137944e+01 4.769685461920371294e-02 7.634700814650732248e-01
0.000000000000000000e+00 -6.996042485162402045e+02 7.509650256027052828e-01 7.281280993687735403e+00 3.069826762954531996e-02 -1.546130274029480223e+00
0.000000000000000000e+00 -6.995318650598459271e+02 9.967411661519784971e-01 1.690914976840291928e+01 4.680483329557186267e-02 1.442965812705881756e+00
0.000000000000000000e+00 -6.988998870564670369e+02 9.646123039878418126e-01 1.562366564025861493e+01 -2.207567446372207462e-02 1.920553970074777350e+00
0.000000000000000000e+00 -6.980908286708232708e+02 9.247696135228918868e-01 8.081544773407154381e+00 -3.002521363215283901e-02 -1.350043225376162503e+00
0.000000000000000000e+00 -6.979874436488750007e+02 7.092342124918842305e-01 2.037435136171990013e+00 3.947004903930266539e-02 9.225236144187896059e-01
0.000000000000000000e+00 -6.976647897108981624e+02 5.539560973379596964e-01 1.726948482157099818e+01 -2.200629284760882362e-02 -2.788727803468606936e-01
0.000000000000000000e+00 -6.973266895258927889e+02 6.652713333775556181e-01 3.788244888193583737e+00 2.956224623624460757e-02 1.330588535481494361e+00
0.000000000000000000e+00 -6.949360752806420578e+02 8.500102944745229205e-01 7.240644335627653305e+00 -1.269678137455292760e-02 1.925855462600910784e+00
0.000000000000000000e+00 -6.943968338777943927e+02 5.574211776360000759e-01 1.888550997701028411e+00 3.165740462094222829e-02 9.101113726478518018e-01
0.000000000000000000e+00 -6.932516475017143875e+02 8.490097284462769789e-01 2.115696857762274785e+00 -2.475359662733183155e-02 1.485279721535106123e+00
0.000000000000000000e+00 -6.928445575621200305e+02 9.761530895480476921e-01 8.382101190335566443e+00 4.798816047536562379e-02 1.247066793600767109e+00
0.000000000000000000e+00 -6.921062811566964683e+02 3.258139597208411509e-01 1.378488959379076118e+00 2.821191438292923459e-02 1.468475738605725667e-01
0.000000000000000000e+00 -6.917543109027337778e+02 7.309457158978848179e-01 1.036502306848093014e+01 -4.987620198497334789e-03 -1.776502847722817080e+00
0.000000000000000000e+00 -6.911228145713446338e+02 5.662139053049262127e-01 9.540674541034777079e+00 3.309250925797938003e-03 -1.497642984290036061e+00
0.000000000000000000e+00 -6.901861843824634661e+02 6.409935133582148614e-01 1.704506394918526269e+01 -1.464989095901203520e-04 1.661236094621202142e+00
0.000000000000000000e+00 -6.893164026042231853e+02 4.035701770440873748e-01 1.120132868969819739e+01 2.830705313372620935e-02 -4.220896059925278720e-01
0.000000000000000000e+00 -6.888814428779934360e+02 7.153962333271551843e-01 1.938794254031326147e+01 -2.912820886252651814e-02 3.394837612535983595e-01
0.000000000000000000e+00 -6.888477197765279243e+02 4.722003982907082564e-01 1.210353481459234271e+00 9.416768669418221216e-03 -1.563424421150930055e+00
0.000000000000000000e+00 -6.872400575297288015e+02 9.887424029702325257e-01 1.468797300052966115e+01 3.553377014743513973e-02 1.956805875100603664e+00
0.000000000000000000e+00 -6.864042498066359030e+02 3.496169416962486842e-01 1.761460999755249546e+01 1.006319075067293317e-02 -9.896161472012319216e-01
0.000000000000000000e+00 -6.860725025060320377e+02 5.867542590013137271e-01 1.213497600524227060e+00 4.407744105028940651e-02 -3.037673448747582050e-01
0.000000000000000000e+00 -6.860085318978774467e+02 3.867991442456243378e-01 1.748512116282326190e+01 -1.768667160549318440e-03 -9.715128487268662738e-01
0.000000000000000000e+00 -6.856625399786399839e+02 9.735886162553922807e-01 1.111657115628799275e+01 -2.926188866877306449e-02 1.558990370699432582e+00
0.000000000000000000e+00 -6.854418953604997569e+02 8.068318814536089567e-01 1.155782028146757412e+01 1.565009305871148393e-02 -1.994506782146705515e+00
0.000000000000000000e+00 -6.845108528909597680e+02 9.483105826870328325e-01 8.446831155450604811e+00 4.714336170054778119e-02 -1.180614154659079151e+00
0.000000000000000000e+00 -6.839361555050098787e+02 8.088727878832303597e-01 1.539640909863971885e+01 3.586776004553618447e-02 -1.446151093015341171e+00
0.000000000000000000e+00 -6.824515413614724366e+02 3.798751230165866577e-01 5.214529911557130859e-01 2.748630468840833341e-02 -1.747261991868697795e+00
0.000000000000000000e+00 -6.822114262044810857e+02 5.134568982246255908e-01 1.102063649374330012e+01 -1.863716223550434398e-02 5.279508893238880063e-01
0.000000000000000000e+00 -6.815087421048708620e+02 8.971145129362028126e-01 5.755338852516027615e+00 4.800208014178906912e-02 -8.391912408198449747e-01
0.000000000000000000e+00 -6.804714059074923398e+02 4.363131177941321770e-01 1.457175251495663026e+01 9.846834879312232891e-04 -1.148978216682845499e+00
0.000000000000000000e+00 -6.802069003452088509e+02 5.121086347660486204e-01 1.249618043681260282e+01 3.417141229630867028e-02 2.082219017751452128e-01
0.000000000000000000e+00 -6.797388156608323015e+02 6.412353369094904165e-01 3.921673299340426855e+00 2.943275356403560195e-02 1.230127403157120991e+00
0.000000000000000000e+00 -6.793128497082088870e+02 4.502278758427744609e-01 1.859453201654968879e+01 3.076088759303645392e-02 -3.653848763561042823e-01
0.000000000000000000e+00 -6.787623082042692886e+02 6.393672695444687637e-01 9.940323492207168599e+00 3.381937938401012589e-02 9.724964808854696940e-01
0.000000000000000000e+00 -6.784149745675877057e+02 8.563037955020452729e-01 7.400726878533639308e+00 -9.440622888612727748e-03 -1.952253624739084703e+00
0.000000000000000000e+00 -6.783201082019088517e+02 8.446518932405442381e-01 2.413138398874534740e+00 3.874928046518497093e-02 1.382637648039374501e+00
0.000000000000000000e+00 -6.774555365827461628e+02 7.828755775394651284e-01 7.498173831141925483e+00 4.174111841973769665e-02 -9.350203176510905045e-01
0.000000000000000000e+00 -6.771112406823078800e+02 4.733146968245178776e-01 1.112694800788841221e+01 9.900375283213982969e-03 1.283631927884613777e+00
