logz logzerr logvol nlive logl logwt insert_order
-2.309839491381011248e+04 9.871362169576082124e+01 -8.800000000000006428e-02 1.000000000000000000e+03 -2.208099592559211305e+04 -2.208799218082942753e+04 1.120000000000000023e-01
-2.208799218082942753e+04 5.544137109530739735e+02 -8.900000000000006517e-02 1.000000000000000000e+03 -2.203536304105472664e+04 -2.204236029629204131e+04 6.300000000000000044e-01
-2.204236029629204131e+04 5.279725850704666072e+02 -9.000000000000006606e-02 1.000000000000000000e+03 -2.200326814382374505e+04 -2.201026639906105993e+04 4.919999999999999929e-01
-2.201026639906105993e+04 4.340404135082877701e+02 -9.100000000000006695e-02 1.000000000000000000e+03 -2.129341878862730664e+04 -2.130041804386462172e+04 1.461999999999999966e+00
-2.130041804386462172e+04 5.754212793300226849e+02 -9.200000000000006783e-02 1.000000000000000000e+03 -2.108286801915162505e+04 -2.108986827438894034e+04 1.691999999999999948e+00
-2.108986827438894034e+04 5.983305382166244044e+02 -9.300000000000006872e-02 1.000000000000000000e+03 -2.101700667068382609e+04 -2.102400792592114158e+04 6.620000000000000329e-01
-2.102400792592114158e+04 6.166476968327569921e+02 -9.400000000000006961e-02 1.000000000000000000e+03 -2.062898765535701023e+04 -2.063598991059432592e+04 1.298000000000000043e+00
-2.063598991059432592e+04 7.210639288510561755e+02 -9.500000000000007050e-02 1.000000000000000000e+03 -2.045455304367035205e+04 -2.046155629890766795e+04 7.459999999999999964e-01
-2.046155629890766795e+04 7.745980535594685534e+02 -9.600000000000007139e-02 1.000000000000000000e+03 -1.997758062701923700e+04 -1.998458488225655310e+04 1.518000000000000016e+00
-1.998458488225655310e+04 2.065650948269589264e+02 -9.700000000000007228e-02 1.000000000000000000e+03 -1.997276176690209468e+04 -1.997976702213941098e+04 3.599999999999999867e-01
-1.997975897057284237e+04 1.797800801885167061e+02 -9.800000000000007316e-02 1.000000000000000000e+03 -1.965159396673408264e+04 -1.965860022197139915e+04 7.540000000000000036e-01
-1.965860022197139915e+04 2.411835221827656994e+02 -9.900000000000007405e-02 1.000000000000000000e+03 -1.956150631650899595e+04 -1.956851357174631266e+04 1.816000000000000059e+00
-1.956851357174631266e+04 1.028645921728833201e+02 -1.000000000000000749e-01 1.000000000000000000e+03 -1.946838685624325080e+04 -1.947539511148056772e+04 3.980000000000000204e-01
-1.947539511148056772e+04 6.789779330220127918e+01 -1.010000000000000758e-01 1.000000000000000000e+03 -1.930081661505804368e+04 -1.930782587029536080e+04 1.034000000000000030e+00
-1.930782587029536080e+04 7.265157177248603659e+01 -1.020000000000000767e-01 1.000000000000000000e+03 -1.909945013563234534e+04 -1.910646039086965902e+04 3.619999999999999885e-01
-1.910646039086965902e+04 1.178782691006992565e+02 -1.030000000000000776e-01 1.000000000000000000e+03 -1.874142800973371413e+04 -1.874843926497102802e+04 1.120000000000000107e+00
-1.874843926497102802e+04 2.627571385035953426e+02 -1.040000000000000785e-01 1.000000000000000000e+03 -1.867806426891059527e+04 -1.868507652414790937e+04 1.155999999999999917e+00
-1.868507652414790937e+04 2.300869922611346681e+02 -1.050000000000000794e-01 1.000000000000000000e+03 -1.847100930342594074e+04 -1.847802255866325504e+04 1.366000000000000103e+00
-1.847802255866325504e+04 3.031892954960958377e+02 -1.060000000000000803e-01 1.000000000000000000e+03 -1.829999014453256677e+04 -1.830700439976988127e+04 1.594000000000000083e+00
-1.830700439976988127e+04 2.678144271051165788e+02 -1.070000000000000812e-01 1.000000000000000000e+03 -1.805874848010185815e+04 -1.806576373533917285e+04 5.799999999999999600e-01
-1.806576373533917285e+04 3.426337371128764744e+02 -1.080000000000000820e-01 1.000000000000000000e+03 -1.800735921466244690e+04 -1.801437546989976181e+04 4.040000000000000258e-01
-1.801437546989976181e+04 1.049911330054868870e+02 -1.090000000000000829e-01 1.000000000000000000e+03 -1.794292995065901778e+04 -1.794994720589633289e+04 1.431999999999999940e+00
-1.794994720589633289e+04 9.812965763248693918e+01 -1.100000000000000838e-01 1.000000000000000000e+03 -1.789134899760104599e+04 -1.789836725283836131e+04 2.999999999999999889e-01
-1.789836725283836131e+04 2.291168197817886920e+01 -1.110000000000000847e-01 1.000000000000000000e+03 -1.744928925497836826e+04 -1.745630851021568378e+04 1.620000000000000107e+00
-1.745630851021568378e+04 2.207987918247696939e+02 -1.120000000000000856e-01 1.000000000000000000e+03 -1.744435951934845070e+04 -1.745137977458576643e+04 8.000000000000000167e-02
-1.745137256499142677e+04 1.758269043871377733e+02 -1.130000000000000865e-01 1.000000000000000000e+03 -1.679019871449147468e+04 -1.679721996972879060e+04 6.139999999999999902e-01
-1.679721996972879060e+04 3.937160117967194424e+02 -1.140000000000000874e-01 1.000000000000000000e+03 -1.653633631669083843e+04 -1.654335857192815456e+04 3.539999999999999813e-01
-1.654335857192815456e+04 2.571368715855758751e+02 -1.150000000000000883e-01 1.000000000000000000e+03 -1.585394553179607465e+04 -1.586096878703339098e+04 1.239999999999999991e-01
-1.586096878703339098e+04 5.075084692113622395e+02 -1.160000000000000892e-01 1.000000000000000000e+03 -1.579665969176648468e+04 -1.580368394700379940e+04 1.326000000000000068e+00
-1.580368394700379940e+04 2.722195122184237448e+02 -1.170000000000000900e-01 1.000000000000000000e+03 -1.571562821934226486e+04 -1.572265347457957978e+04 1.820000000000000062e+00
-1.572265347457957978e+04 3.011824315948070989e+02 -1.180000000000000909e-01 1.000000000000000000e+03 -1.564493398164241989e+04 -1.565196023687973502e+04 1.272000000000000020e+00
-1.565196023687973502e+04 2.432890875573146161e+02 -1.190000000000000918e-01 1.000000000000000000e+03 -1.527286962731262429e+04 -1.527989688254993962e+04 6.939999999999999503e-01
-1.527989688254993962e+04 1.930636049672988861e+02 -1.200000000000000927e-01 1.000000000000000000e+03 -1.485355264375325896e+04 -1.486058089899057450e+04 1.564000000000000057e+00
-1.486058089899057450e+04 1.819404530937661661e+02 -1.210000000000000936e-01 1.000000000000000000e+03 -1.436265148077523372e+04 -1.436968073601254946e+04 1.112000000000000099e+00
-1.436968073601254946e+04 3.451978395806046933e+02 -1.220000000000000945e-01 1.000000000000000000e+03 -1.435903376000952812e+04 -1.436606401524684406e+04 1.399999999999999911e+00
-1.436603749927580429e+04 1.362855836444422835e+02 -1.230000000000000954e-01 1.000000000000000000e+03 -1.421052089729358886e+04 -1.421755215253090500e+04 7.299999999999999822e-01
-1.421755215253090500e+04 1.664695780953680639e+02 -1.240000000000000963e-01 1.000000000000000000e+03 -1.418944925984501424e+04 -1.419648151508233059e+04 8.499999999999999778e-01
-1.419648151508162482e+04 6.138584429631931272e+01 -1.250000000000000833e-01 1.000000000000000000e+03 -1.379768826418925164e+04 -1.380472151942656637e+04 4.979999999999999982e-01
-1.380472151942656637e+04 1.953321526081208503e+02 -1.260000000000000842e-01 1.000000000000000000e+03 -1.376629142710135602e+04 -1.377332568233867096e+04 2.740000000000000213e-01
-1.377332568233867096e+04 1.145823726584894615e+02 -1.270000000000000850e-01 1.000000000000000000e+03 -1.375534191520583590e+04 -1.376237717044315104e+04 2.179999999999999993e-01
-1.376237715285914237e+04 1.830838933612985286e+01 -1.280000000000000859e-01 1.000000000000000000e+03 -1.364901537465446563e+04 -1.365605162989178098e+04 1.800000000000000044e+00
-1.365605162989178098e+04 6.181218274441438609e+01 -1.290000000000000868e-01 1.000000000000000000e+03 -1.363294255750992852e+04 -1.363997981274724407e+04 6.400000000000000133e-01
-1.363997981264250666e+04 4.489839016392406990e+01 -1.300000000000000877e-01 1.000000000000000000e+03 -1.329792127684824663e+04 -1.330495953208556239e+04 1.340000000000000080e-01
-1.330495953208556239e+04 1.469239873115164130e+02 -1.310000000000000886e-01 1.000000000000000000e+03 -1.325046558580323290e+04 -1.325750484104054885e+04 1.306000000000000050e+00
-1.325750484104054885e+04 1.051615363642469561e+02 -1.320000000000000895e-01 1.000000000000000000e+03 -1.295780599423621970e+04 -1.296484624947353586e+04 8.200000000000000344e-02
-1.296484624947353586e+04 2.029583443083171801e+02 -1.330000000000000904e-01 1.000000000000000000e+03 -1.294286304385626136e+04 -1.294990429909357772e+04 2.439999999999999947e-01
-1.294990429876939197e+04 5.719341183152946151e+00 -1.340000000000000913e-01 1.000000000000000000e+03 -1.269880321186557740e+04 -1.270584546710289214e+04 1.459999999999999909e-01
-1.270584546710289214e+04 1.249919951633592916e+02 -1.350000000000000921e-01 1.000000000000000000e+03 -1.256877269521671951e+04 -1.257581595045403446e+04 1.068000000000000060e+00
-1.257581595045403446e+04 1.384865610112880177e+02 -1.360000000000000930e-01 1.000000000000000000e+03 -1.256826034434427675e+04 -1.257530459958159190e+04 1.647999999999999909e+00
-1.257483479288827039e+04 3.597322951924126500e+01 -1.370000000000000939e-01 1.000000000000000000e+03 -1.244029159169450031e+04 -1.244733684693181567e+04 1.921999999999999931e+00
-1.244733684693181567e+04 5.550476520455473661e+01 -1.380000000000000948e-01 1.000000000000000000e+03 -1.209485829538056532e+04 -1.210190455061788089e+04 1.919999999999999929e+00
-1.210190455061788089e+04 1.703714701545236494e+02 -1.390000000000000957e-01 1.000000000000000000e+03 -1.182934461578581795e+04 -1.183639187102313372e+04 1.110000000000000098e+00
-1.183639187102313372e+04 1.803870599952585962e+02 -1.400000000000000966e-01 1.000000000000000000e+03 -1.162226375406783336e+04 -1.162931200930514933e+04 1.400000000000000029e-02
-1.162931200930514933e+04 1.449673039982900491e+02 -1.410000000000000975e-01 1.000000000000000000e+03 -1.152332510331418780e+04 -1.153037435855150397e+04 1.360000000000000098e-01
