sigma l c d e
9.229558615126097487e-02 9.016031562766921859e-01 2.457585894204947774e-01 2.118892266369404309e-02 -4.184503747309517019e-01
1.014984025176641214e-01 9.696227804195836075e-01 2.293875355882311062e-01 2.230104542606968845e-02 -4.040078742139853185e-01
1.012808919760634641e-01 9.097098788804119929e-01 2.169011551206847521e-01 2.255384604451591071e-02 -3.939068718078116982e-01
9.448739505487883938e-02 9.887147601119652407e-01 2.005930400280164783e-01 2.323816162488416201e-02 -3.630339871388977846e-01
1.098089775326092504e-01 8.450203073753443928e-01 1.926903245190081382e-01 2.452198415510147694e-02 -3.909707122591661310e-01
1.034976080957717148e-01 8.986264356557395194e-01 2.093893420955406093e-01 2.324872140918973068e-02 -3.937872764224507049e-01
8.929514819481233767e-02 8.798982481535210232e-01 2.885248013045125237e-01 1.970898831964544920e-02 -4.395462889605173951e-01
9.453235247279248576e-02 8.099822950691447643e-01 1.726597921568302496e-01 2.538295945586547392e-02 -3.638787691400504620e-01
1.015973516030447277e-01 1.036628288900315109e+00 1.896735095832924323e-01 2.387228623664571989e-02 -3.561693085614400234e-01
1.058271871912175588e-01 9.926531697103817553e-01 2.057847822456211340e-01 2.300855860535662781e-02 -3.847669480669623221e-01
1.008786486585763614e-01 1.015565528522466510e+00 2.195298028817274094e-01 2.220118404095903358e-02 -3.831612774741134375e-01
8.792406457421521326e-02 1.123742498440956972e+00 1.612449788122116701e-01 2.608951027817627694e-02 -3.288118372136648038e-01
1.060726336598141056e-01 8.724619955790788861e-01 2.287530556592407560e-01 2.191142270965843949e-02 -3.942569026214427508e-01
9.161444059337188472e-02 1.041201607486323732e+00 2.189344021753723002e-01 2.249692063994892730e-02 -3.981292196091108515e-01
9.832064339977787670e-02 8.920309106341897110e-01 1.886948309886149477e-01 2.405375570526259096e-02 -3.620816447044687969e-01
1.050367601836178916e-01 8.472085757684232332e-01 2.220017340470663569e-01 2.273932756851216111e-02 -4.213668568969970440e-01
8.971506862168475427e-02 9.236768319459183196e-01 2.391633205466261458e-01 2.181707421860662119e-02 -4.172440593561412836e-01
1.008786486585763614e-01 1.015565528522466510e+00 2.195298028817274094e-01 2.220118404095903358e-02 -3.831612774741134375e-01
1.062977311628900273e-01 9.444947311172546822e-01 2.382814929862790976e-01 2.105960542422869938e-02 -3.949618345765193439e-01
9.178232462359268984e-02 8.478545326952678929e-01 1.637358659267251770e-01 2.569230223800590338e-02 -3.420525109754458670e-01
9.915900548231273981e-02 9.752677540634685505e-01 1.903647869122457870e-01 2.420996679679536870e-02 -3.757672411083565756e-01
1.068480221046879258e-01 8.115321544278036869e-01 1.671087751240833974e-01 2.534818784936699113e-02 -3.456105771659393477e-01
1.008200422533577362e-01 8.896267038403165017e-01 2.343151839772172895e-01 2.178300583669150886e-02 -4.158288562192078430e-01
1.170393719622598999e-01 8.734452781920898357e-01 2.299322072866807343e-01 2.192780479752696327e-02 -3.878637400025640725e-01
1.038071119419965438e-01 8.518534128571213504e-01 2.139309571836922608e-01 2.259680100114146509e-02 -3.991580191386343568e-01
8.418008301770399382e-02 9.322207086033691414e-01 1.663482098608575210e-01 2.596191717078410663e-02 -3.495295551823086599e-01
1.204065129446844767e-01 7.951274481901338120e-01 1.760769273756177533e-01 2.549920520281960881e-02 -3.624091180188453443e-01
1.080207117877712009e-01 8.167823688064234089e-01 2.671073456830379556e-01 2.025308357658867423e-02 -4.427086850081036751e-01
1.066226793252436633e-01 7.913694781896714048e-01 1.758098986060332436e-01 2.527728922644152665e-02 -3.543009334588721471e-01
9.628780014320138803e-02 8.662868073368191757e-01 2.465541570735325649e-01 2.119784457330406088e-02 -4.123772471607207724e-01
1.035751964270873182e-01 9.047502854874505118e-01 1.795593347366966075e-01 2.448430293499433835e-02 -3.507191307431939409e-01
1.067519827627227830e-01 1.016604138081012687e+00 1.856636229556478668e-01 2.447864549121074249e-02 -3.642146725912042138e-01
9.511459375979784692e-02 9.119352187323743753e-01 2.112909664677267152e-01 2.263219447389121231e-02 -3.759801240747500106e-01
1.125816768944297719e-01 8.502596007018652369e-01 1.870176202549096445e-01 2.419873904780931936e-02 -3.782329288136355716e-01
1.149961032533377836e-01 8.415520329414785117e-01 2.311185946774843014e-01 2.168416715333226427e-02 -3.852096022602492509e-01
1.140361883688678080e-01 8.823533685987839936e-01 2.278274104599904426e-01 2.171473777355364954e-02 -4.033139876024006698e-01
9.592669899574335357e-02 9.511518756463165358e-01 2.042367118752410615e-01 2.369220652750594555e-02 -3.978265015855322329e-01
1.096340673517904318e-01 7.837568649703632317e-01 2.305350385205418018e-01 2.230200316930908491e-02 -4.035949789886360550e-01
1.017202174906335632e-01 9.704504455300639876e-01 2.225827078877016252e-01 2.235467481965992473e-02 -3.954452940097208380e-01
1.040407576246584337e-01 9.393543562798106761e-01 2.818295489187434555e-01 1.968103244196915680e-02 -4.509176508829731977e-01
1.088746815781405503e-01 8.495710593275846989e-01 1.838704164241600214e-01 2.428118237124978623e-02 -3.148220136933741475e-01
1.076974785457249506e-01 8.942137555440790031e-01 2.001601652043472068e-01 2.383720259702040711e-02 -3.757615978186362726e-01
1.039296588669869209e-01 8.436618820383072759e-01 2.270971000486554647e-01 2.208696488617768738e-02 -4.046223801832897760e-01
1.111951895562066778e-01 8.813337841311810195e-01 2.328997736689937259e-01 2.171738357815366713e-02 -4.198834059131486551e-01
1.055050062576150527e-01 1.007825539465379450e+00 2.083171520571185376e-01 2.303228307221899876e-02 -3.698307072610300672e-01
1.022598015218700168e-01 9.365937942966977570e-01 1.874594289361295463e-01 2.433162888116896863e-02 -3.660067139859383145e-01
1.050932792337723604e-01 9.269164811037727825e-01 1.881672922019999028e-01 2.452559523603312433e-02 -3.706236816624163266e-01
1.202839255508340310e-01 1.041473409388331328e+00 1.940401113892176177e-01 2.455927998657580352e-02 -3.762418073969304722e-01
1.141914241685207942e-01 9.033640502085222845e-01 2.605078265109947999e-01 1.999749562157665875e-02 -4.152644311430400137e-01
1.155982399301200836e-01 7.560832776985080272e-01 2.381357203493148500e-01 2.071120910704291745e-02 -4.049523880011206556e-01
1.164604967568689947e-01 9.340994928095986971e-01 2.428840060348615992e-01 2.122738188304983467e-02 -4.328125000375818709e-01
1.023357554504050332e-01 8.997139952928765450e-01 2.016160544801657295e-01 2.323545105005194594e-02 -3.696104245933219401e-01
1.167023524114438604e-01 8.014726102336886537e-01 2.437647717678299575e-01 2.052666313986899541e-02 -3.903426381159996739e-01
1.222237824022084918e-01 8.899649371986657620e-01 1.881240583280725520e-01 2.445209244987420552e-02 -3.598611882739080059e-01
9.854397584569270230e-02 9.613708036767470988e-01 2.432315382406269322e-01 2.171931962392782342e-02 -4.307675126178320824e-01
9.809065984258066861e-02 8.273656517762629781e-01 2.484528514933412868e-01 2.108286675249103001e-02 -4.260419935569623728e-01
1.159359802390207556e-01 7.896180725000689904e-01 2.478880743113365259e-01 2.090420995095074522e-02 -4.242810515228486734e-01
1.137557381792078659e-01 8.422681248504687579e-01 2.064707853795904047e-01 2.294579359368464563e-02 -3.727401775550213125e-01
1.120259964274786108e-01 9.231320328756447147e-01 2.497050096305046818e-01 2.069637120802488017e-02 -4.008673403626312748e-01
9.942456285854825437e-02 9.019201778660781432e-01 1.543785487933047040e-01 2.637829792107958260e-02 -3.259060360449753668e-01
1.195935521894245929e-01 8.266077798403546062e-01 1.850605794508153323e-01 2.445589223275865601e-02 -3.665216228534392551e-01
1.021755993870122892e-01 8.458422973905965758e-01 1.507148356149106139e-01 2.698839366438630927e-02 -3.311849358243507124e-01
1.059128767676678906e-01 1.060203327000907914e+00 1.763635552541920060e-01 2.473943138700616245e-02 -3.461786999273478438e-01
8.928357501055887713e-02 8.996808677200016646e-01 1.864285542812920138e-01 2.406173198385769263e-02 -3.565086967588350086e-01
1.024357857248520826e-01 8.034028069178938969e-01 2.595147507549369070e-01 2.068565447431627152e-02 -4.404790327521590498e-01
1.009447479595494274e-01 9.935648634582595617e-01 2.448572950547538429e-01 2.126124301088003904e-02 -4.165646991172935465e-01
9.930757175025546613e-02 8.832988239273527054e-01 2.126705223378897447e-01 2.244629177391176816e-02 -3.767375312861970249e-01
9.670132283422452901e-02 1.014292915801119577e+00 2.844091442835610106e-01 1.950933248917634255e-02 -4.444330508774791966e-01
9.977233896628923127e-02 7.922589194668337997e-01 1.912341654942983915e-01 2.334397156075104091e-02 -3.507596111448153531e-01
9.568806347906537446e-02 1.040176510045615732e+00 2.345238393376571917e-01 2.168798078312197258e-02 -4.334991470613733799e-01
9.393296822195124074e-02 1.001665994953561345e+00 2.821446304549746209e-01 1.944266766303412788e-02 -4.333074843486001138e-01
1.090303252089818431e-01 8.924686885519722557e-01 1.454425446928508947e-01 2.736051250076679264e-02 -3.013391308720180239e-01
8.902833854271723080e-02 8.721483685406278274e-01 1.941031572476288325e-01 2.447132022247567457e-02 -3.754047384964442902e-01
9.868668614108055959e-02 8.538705775793359321e-01 2.074820519988507250e-01 2.334905626004109627e-02 -3.861133034720002355e-01
1.120889164225734452e-01 9.246577300690617118e-01 1.631149065408019627e-01 2.564459030035175224e-02 -3.419349828617004317e-01
1.028192298271800448e-01 8.994934903038011020e-01 2.662757877600654410e-01 2.025915970122016407e-02 -4.423016080320525401e-01
1.050023763314513331e-01 8.993523992389305111e-01 2.472946138929041915e-01 2.075975134488031865e-02 -4.110835968701318510e-01
8.786451181926205334e-02 1.011040201384260317e+00 2.305143694259654819e-01 2.192138450090898652e-02 -4.007560201155220270e-01
1.133541638724238076e-01 8.089118186085059170e-01 1.950387731864096086e-01 2.380240739458472365e-02 -3.500724824876865204e-01
1.075995155153251920e-01 7.140276348602681011e-01 2.508961592452005895e-01 1.983695916555405434e-02 -3.780819008488197630e-01
1.024517774791844082e-01 9.977443968710237865e-01 2.269584432756606152e-01 2.208420279897371080e-02 -3.975332524313736071e-01
1.048480599867868263e-01 9.859704689944960299e-01 1.644569100205712786e-01 2.601497784062894655e-02 -3.441578357995346282e-01
1.061153111888236827e-01 8.352003562865504271e-01 2.234568046955944798e-01 2.244613238837945071e-02 -3.935995174651716333e-01
1.080546946012105602e-01 9.455051385121813201e-01 2.006860404465542480e-01 2.385211013631877847e-02 -3.815549564282518791e-01
1.036071441242152058e-01 8.262791201013082176e-01 2.527421912941314464e-01 2.116326113630280156e-02 -4.337544360395960696e-01
1.025292860266841660e-01 9.302681649639963357e-01 2.052628922798793720e-01 2.324329956723395624e-02 -3.543553146737228321e-01
1.026267874267314112e-01 8.883564760216282608e-01 1.554476843795620233e-01 2.599121638057849681e-02 -3.268913931982010412e-01
1.105005459343411656e-01 8.359904241439144457e-01 2.606367165143428366e-01 2.004594252596380438e-02 -4.076958492720585969e-01
1.166938510354992853e-01 9.644928858245140901e-01 1.577411234605390344e-01 2.619757425828247652e-02 -3.329845832715782050e-01
1.049764698567618032e-01 8.967227781050430835e-01 2.068201994018317169e-01 2.353616948816764434e-02 -3.704709797682573802e-01
9.252019194110178146e-02 9.884322606481793505e-01 2.219153718394595298e-01 2.177528633292418608e-02 -3.599711826815142901e-01
1.040737189002887558e-01 7.643527830201408690e-01 2.338155700667206016e-01 2.201532885494016448e-02 -4.056330675898341953e-01
9.627276292729899931e-02 9.479617587888550245e-01 2.604880623667054085e-01 2.018040033161175306e-02 -4.255750206802997315e-01
9.326031529899340977e-02 9.363858356792937876e-01 2.194840719175923383e-01 2.244606063341534827e-02 -3.896773659687110536e-01
1.156565261659781713e-01 8.443492990557793787e-01 2.063196910735354273e-01 2.283238670170168599e-02 -3.872184799045370607e-01
1.024839333185475765e-01 9.821996049822450114e-01 2.130540718058748784e-01 2.319404641911459314e-02 -3.983482552961147283e-01
1.034043020495439558e-01 9.069509232747556826e-01 2.113827927895763903e-01 2.266621886544841272e-02 -3.777510789445631678e-01
8.912589212922468473e-02 9.618451877521143611e-01 1.920741393564540100e-01 2.382330156900082027e-02 -3.668294117737986859e-01
8.682181692240070747e-02 9.553166334950691230e-01 2.178671803595002565e-01 2.294422301371274592e-02 -3.927946690567796217e-01
9.805102518694791547e-02 8.839313631185792275e-01 2.017074635914515301e-01 2.357787072966669242e-02 -3.770166079493764144e-01
1.079681877218788139e-01 9.567330230984030237e-01 2.038228231404168866e-01 2.332840462840948814e-02 -3.770508798315594934e-01
9.687224762439081149e-02 9.197226593252632032e-01 1.956930550580802119e-01 2.415901011157065709e-02 -3.734749985874488143e-01
9.744241064915511175e-02 8.263696420076307447e-01 1.570211371505114695e-01 2.583247621967311308e-02 -3.193924669580366915e-01
1.136357810849495664e-01 7.458554126283469810e-01 1.949968174145355615e-01 2.408978943877037454e-02 -3.666781184695905305e-01
1.203939415861014078e-01 7.820403534850248750e-01 2.302744579889974830e-01 2.260137759067700619e-02 -4.264005530416644651e-01
1.010041458221522942e-01 9.589547677739822529e-01 2.720213496766084038e-01 2.044483184657342606e-02 -4.613307460608445654e-01
1.059019707656271292e-01 8.587070361359311343e-01 2.481131109661967038e-01 2.139876932534586634e-02 -4.006961243534608030e-01
1.080831398184531750e-01 8.297489029889135725e-01 1.568773898349951068e-01 2.540148665076959536e-02 -3.114309962979304736e-01
1.058762482676930822e-01 8.930796314745671483e-01 2.096842548382136240e-01 2.258200935965075720e-02 -3.723316655038046985e-01
1.012009567107192004e-01 1.003388860563676710e+00 1.976303989937104877e-01 2.427553843827733732e-02 -3.612978782436921943e-01
8.872278476704939520e-02 1.011126734788126758e+00 1.999994557675630613e-01 2.377148672325010703e-02 -3.856945957641308986e-01
9.028136606016042010e-02 8.776587894965641734e-01 2.614541191944954601e-01 2.053695845617947713e-02 -4.347702096106745850e-01
1.025153036696892089e-01 8.512518456573513470e-01 1.579181732824412876e-01 2.650044549521806195e-02 -3.110622311604960277e-01
1.306270863069781407e-01 8.773809626954200969e-01 1.512973665483521302e-01 2.604228455949906054e-02 -3.075319719400577689e-01
1.198369310649696901e-01 7.838456145777233930e-01 2.227275669572175154e-01 2.136337544614090242e-02 -3.841992230922391949e-01
1.046800528006734260e-01 9.703326680098527390e-01 2.205068754406960263e-01 2.298666529608366788e-02 -4.007272694086022602e-01
1.085698431821450621e-01 1.000915807649811251e+00 1.752451821312124292e-01 2.527273404280257901e-02 -3.495758497673715492e-01
1.054054110145743323e-01 8.415560631226470800e-01 3.014417161049238736e-01 1.906601766600590775e-02 -4.859895919384935592e-01
1.080511329196526121e-01 9.803354325616315812e-01 2.332964123100713660e-01 2.145170353688459833e-02 -3.892649149458440316e-01
9.567836608045790503e-02 1.239254512529816221e+00 1.776674854729614061e-01 2.473778351302158632e-02 -3.396837581748134438e-01
9.554846261838116639e-02 1.011747629621225997e+00 2.284053124816567415e-01 2.240930432053056184e-02 -3.859711001010642795e-01
9.582803435977718665e-02 8.847024608369633558e-01 1.620546974792294037e-01 2.538497057266259765e-02 -3.269536810484586775e-01
9.797781843431223325e-02 1.004182172783305349e+00 1.730315087027185506e-01 2.502397834646742647e-02 -3.379144088842340743e-01
1.142785653141595303e-01 9.045474170788490031e-01 2.165884212373594409e-01 2.262903747938013049e-02 -3.826143724525770118e-01
1.122818081125413481e-01 9.185120094738801200e-01 1.564389282542493209e-01 2.616751576649726033e-02 -3.242929136803344159e-01
9.978629910119928004e-02 1.006770307598571890e+00 1.943378478478077209e-01 2.373137496756875728e-02 -3.590437901339108562e-01
1.060948042531029839e-01 9.614053962804414155e-01 2.061170108434033921e-01 2.329945231831839769e-02 -3.888108211706425843e-01
1.182339251763366295e-01 8.190407025460191281e-01 3.032691114566961055e-01 1.844980653640664395e-02 -4.544343358465980920e-01
1.117509306204726022e-01 8.718977845827187156e-01 2.094321030387078508e-01 2.269828599029932031e-02 -3.728129074538851784e-01
