"c_mean","c_stdev","c_median","c_errlo","c_errup","d_mean","d_stdev","d_median","d_errlo","d_errup","e_mean","e_stdev","e_median","e_errlo","e_errup"
2.277020245107315433e-01,1.141365733711324597e-02,2.273009059178110469e-01,2.164786580100759306e-01,2.391972669443940547e-01,2.227145413774531471e-02,5.231637676453999289e-04,2.227562768935330284e-02,2.174681965251839752e-02,2.278791441866601444e-02,-4.114372930062990541e-01,1.488602942269946251e-02,-4.113218740632860193e-01,-4.260646247111455898e-01,-3.964914039810371049e-01
