c d e
2.240034791466558595e-01 2.221847849588490936e-02 -3.992278951775308782e-01
2.392387853722388602e-01 2.161582900879586988e-02 -4.204484820762077746e-01
2.549223596563283678e-01 2.110512565197620455e-02 -4.454867337911162517e-01
2.283352167823271550e-01 2.227640674008422861e-02 -4.152281122017587034e-01
2.228383130639401966e-01 2.236810618410384546e-02 -4.047356943543458652e-01
2.316413538379300530e-01 2.207458421685428232e-02 -4.157230550109485279e-01
2.198602654570611659e-01 2.265479904795064670e-02 -4.025225419500395585e-01
2.279872057129173069e-01 2.223005438157136388e-02 -4.145753481881454539e-01
2.448557720683828265e-01 2.150346527523957010e-02 -4.352564160249440262e-01
2.236330304872560237e-01 2.240739660341863407e-02 -4.088078347568825377e-01
2.273107907120079929e-01 2.246009742548771629e-02 -4.237675368896371975e-01
2.178405249903960783e-01 2.264843440402864588e-02 -3.922991802818768248e-01
2.314931485573397119e-01 2.188396472407670365e-02 -4.037801165055403541e-01
2.331925415919728906e-01 2.202033082916393658e-02 -4.209882411182959139e-01
2.366983315158659451e-01 2.181307609716268484e-02 -4.244914488761629690e-01
2.418398888972921323e-01 2.174951772735994951e-02 -4.362176479306146826e-01
2.262972751667500226e-01 2.237805209692558805e-02 -4.124333229447251226e-01
2.365800828580484350e-01 2.195897948336094155e-02 -4.246951241263149379e-01
2.269262573114918524e-01 2.233479507835017461e-02 -4.134653663049415728e-01
2.490260037240261681e-01 2.143891913496307616e-02 -4.422846674265997757e-01
2.184495150890988224e-01 2.264140124581835029e-02 -3.975831310184327894e-01
2.374503575581239367e-01 2.192260275921007265e-02 -4.289536305193454302e-01
2.331678499410743122e-01 2.207565037087843088e-02 -4.236447761823882718e-01
2.359462693173723924e-01 2.194038837887467286e-02 -4.269751149764878795e-01
2.420578679924505483e-01 2.161188343832574563e-02 -4.296344006694183815e-01
2.276652023919025769e-01 2.239655667413650506e-02 -4.172640593243068796e-01
2.252800695723675695e-01 2.238143583957855759e-02 -4.029877394420999792e-01
2.214254631722767375e-01 2.253740103633984984e-02 -3.994531894943503803e-01
2.490597513035572863e-01 2.131738400088785401e-02 -4.396033613497933867e-01
2.234048388466143287e-01 2.234850859960504574e-02 -4.020521244521834126e-01
2.449062414979912283e-01 2.138423255720552779e-02 -4.282219022349674775e-01
2.257367043858873323e-01 2.217376608308528965e-02 -4.020664656947686710e-01
2.340904756190629321e-01 2.198949760880623827e-02 -4.188371315642431814e-01
2.453973289482851428e-01 2.147790260898288506e-02 -4.313949673806860563e-01
2.209682067440226216e-01 2.259564614345770800e-02 -4.005142742138623202e-01
2.350638374870828162e-01 2.193645540355165444e-02 -4.189198096879186428e-01
2.405362804115289688e-01 2.193220878496189574e-02 -4.410405870343540036e-01
2.529185902137023323e-01 2.123871692495101979e-02 -4.437536878557896136e-01
2.199996855530941264e-01 2.278209811246705713e-02 -4.112703742080332514e-01
2.227668673894538376e-01 2.234827525631665965e-02 -3.963836530681359438e-01
2.147110737233168809e-01 2.284183562238584556e-02 -3.972216901349585605e-01
2.295600356975180389e-01 2.241527142281984561e-02 -4.264281560610776456e-01
2.138090853526939394e-01 2.288426803085294101e-02 -3.908463265618484783e-01
2.322507592295162127e-01 2.217495341980964263e-02 -4.229929567122014955e-01
2.208809154629156613e-01 2.249020372119927766e-02 -4.020822901764367074e-01
2.310981851266284970e-01 2.220203194983118647e-02 -4.198023092294642655e-01
2.198478719769800804e-01 2.268604332062479356e-02 -4.017584119236603524e-01
2.352476288833145190e-01 2.183095702334571925e-02 -4.188803236906929461e-01
2.135013896391546595e-01 2.296159658497595735e-02 -3.971266853208454961e-01
2.151864897589887970e-01 2.297533503438976832e-02 -3.974135736298508581e-01
2.227476598112589912e-01 2.261601241672795554e-02 -4.106021913081273622e-01
2.305251929474319006e-01 2.194170854325870612e-02 -4.067053249751046984e-01
2.100751901054374038e-01 2.296708825971782719e-02 -3.804213614731738469e-01
2.164270131056977853e-01 2.281112259639107159e-02 -3.985155708228322879e-01
2.406711826263718823e-01 2.165405359241176844e-02 -4.232143776227861309e-01
2.340540267518465001e-01 2.206667595435634135e-02 -4.237307691494073270e-01
2.366515698147690916e-01 2.203154536567170779e-02 -4.287545596211023158e-01
2.269510143389188439e-01 2.216508048833701339e-02 -3.979611805722418350e-01
2.184521921847153436e-01 2.263372643222131761e-02 -3.993942345597744081e-01
2.145686514612423768e-01 2.283511746943227283e-02 -3.985866948167382517e-01
2.405417226630108818e-01 2.154172492480225382e-02 -4.170278969895243604e-01
2.167311542292744697e-01 2.284246258175929439e-02 -3.998786098209448081e-01
2.193365936411306727e-01 2.271303472049861910e-02 -4.062576667347047588e-01
2.372491197877140134e-01 2.191979393794308423e-02 -4.247142655768505470e-01
2.232301507128739981e-01 2.260759234614092769e-02 -4.153924624431206691e-01
2.245073738955389864e-01 2.250400983673623428e-02 -4.124460276013204307e-01
2.313794340007067074e-01 2.215892928709607690e-02 -4.168574496428801845e-01
2.244115775973287708e-01 2.247660316706979675e-02 -4.102408333078761959e-01
2.234204043499479209e-01 2.247525124081398498e-02 -4.035553332287635797e-01
2.230375072508206102e-01 2.253898053177775737e-02 -4.042348167973619510e-01
2.318616906975359271e-01 2.211042137095271809e-02 -4.171498492255933943e-01
2.232333737889997671e-01 2.247084815215225767e-02 -4.077031859551294435e-01
2.133198373806708403e-01 2.300554761324277372e-02 -3.965715477542588463e-01
2.227362373154657682e-01 2.252137500859416677e-02 -4.096687331370811869e-01
2.186382601624012878e-01 2.255314530883325078e-02 -3.934528357393783926e-01
1.952331173736518988e-01 2.393755706911607217e-02 -3.791635909500143953e-01
2.325304549859585901e-01 2.215968742434297131e-02 -4.183248836257583703e-01
2.473405523637213221e-01 2.136883109993059984e-02 -4.325969912172693554e-01
2.148724711979910218e-01 2.297076736381704898e-02 -4.045914788041697907e-01
2.174168708384225379e-01 2.262487027661407371e-02 -3.954982728328370056e-01
2.293452888865095129e-01 2.216521593250991851e-02 -4.162701212002595241e-01
2.395203294573566843e-01 2.158482532762753814e-02 -4.117023399441289699e-01
2.155868176851829521e-01 2.277148081513408889e-02 -3.964737444471476691e-01
2.217356727089505597e-01 2.269674006958268681e-02 -4.181422781191691529e-01
2.188352822000432241e-01 2.267043595501099656e-02 -3.984183023311597127e-01
2.373512268912758572e-01 2.183242601048914974e-02 -4.268094038287683079e-01
2.547815777194708531e-01 2.120900182836345932e-02 -4.509553180038402553e-01
2.457896226787998906e-01 2.141887673114689986e-02 -4.333652957575535591e-01
2.154161175682911544e-01 2.284401130498036475e-02 -3.979256927035419444e-01
2.311848388882111749e-01 2.207842736204968653e-02 -4.171770083472050583e-01
2.235173249419901698e-01 2.243090421531224524e-02 -4.094353031009764221e-01
2.477536861774445320e-01 2.115376676036345022e-02 -4.259564030851540339e-01
2.289986433323323300e-01 2.223652920873315370e-02 -4.165611052930653369e-01
2.344575952093346238e-01 2.208198417368843064e-02 -4.193573443097744491e-01
2.368137460629560209e-01 2.174863163318731946e-02 -4.153712331163182947e-01
2.253447415880951432e-01 2.251919188565035951e-02 -4.148486839200180576e-01
2.393898396654305927e-01 2.173326129311718355e-02 -4.217336595371198316e-01
2.225661841727961665e-01 2.255863190568762125e-02 -4.093621728147189831e-01
2.309417656940020436e-01 2.214814300293820037e-02 -4.203748996253846570e-01
2.391035749332277582e-01 2.156949465619444756e-02 -4.202773592085692345e-01
2.277021838099047013e-01 2.217996966050089780e-02 -4.032800306204108454e-01
2.375713189889094856e-01 2.179550429774148104e-02 -4.251701038500685925e-01
2.075613371161288967e-01 2.321353865015408913e-02 -3.859668452695277363e-01
2.273107907120079929e-01 2.246009742548771629e-02 -4.237675368896371975e-01
2.491511120260510026e-01 2.127048710072015902e-02 -4.363877314075705893e-01
2.148259401554131198e-01 2.274150376467923285e-02 -3.938307118434203336e-01
2.192375190744342284e-01 2.253878560877428661e-02 -3.947480279506704326e-01
2.116977463044236174e-01 2.288903957416910107e-02 -3.897979081913882649e-01
2.516376643446942563e-01 2.121887488504022382e-02 -4.345706528975633587e-01
2.515589955822783441e-01 2.133359852698921144e-02 -4.481804890130683949e-01
2.352853675943626932e-01 2.210621369692196414e-02 -4.251575084223391254e-01
2.216175291025790361e-01 2.256614253059886083e-02 -4.053945679193762253e-01
2.309219113919680488e-01 2.204256513677279802e-02 -4.113218740632860193e-01
2.523968209182161360e-01 2.132422766514759441e-02 -4.406781553836733867e-01
2.268084798375185063e-01 2.237067294825507979e-02 -4.088939574883705408e-01
2.379102006052531415e-01 2.165013204994884963e-02 -4.164717572197845774e-01
2.109141106142802258e-01 2.314860309062492447e-02 -3.946185080984003779e-01
2.312238603335687870e-01 2.208529273435356696e-02 -4.147802919460770177e-01
2.244108247166891612e-01 2.231131011895308783e-02 -4.018881665133521297e-01
2.215310258724234593e-01 2.245913667249645196e-02 -4.008272565662334141e-01
2.371039540828334680e-01 2.185556143636390586e-02 -4.234848584407940875e-01
2.383172274870739571e-01 2.180950630692547743e-02 -4.304639994765311339e-01
2.234906745513789428e-01 2.237206665521061441e-02 -4.045580004629971693e-01
2.231275649533057681e-01 2.241614610072079419e-02 -4.044854088120789504e-01
2.503617424578450379e-01 2.129730114037769670e-02 -4.418574035144260392e-01
2.239676073245353560e-01 2.244206034217129109e-02 -4.125857216027001284e-01
2.520100241302509758e-01 2.114414753520002868e-02 -4.387083086253988906e-01
2.142636110416442641e-01 2.290070246802293485e-02 -3.931359977440476161e-01
2.072690429647163768e-01 2.317112840805871793e-02 -3.806566829835825727e-01
2.185280462075300800e-01 2.258346702801681399e-02 -3.955550983241347129e-01
2.299841219619542798e-01 2.217788500540610400e-02 -4.160197227948324583e-01
2.072798000485738257e-01 2.311922070963865622e-02 -3.819120730047294021e-01
2.107084019616973780e-01 2.315415724586610338e-02 -3.952491626564307303e-01
2.179045151658451918e-01 2.270789975916781209e-02 -4.089290048351056361e-01
2.336826644822409538e-01 2.194428390192932135e-02 -4.167710482160542629e-01
2.566466566319376419e-01 2.111531407293223625e-02 -4.510669272547976894e-01
2.240532511048198838e-01 2.246895027167447254e-02 -4.061626066112863365e-01
2.392093012360458903e-01 2.173982498180803205e-02 -4.303385724381183497e-01
2.477047741958087190e-01 2.137466682210752492e-02 -4.328126626655167675e-01
2.145894087473154688e-01 2.278210313809202886e-02 -3.914721769987652422e-01
2.098808630645196960e-01 2.312443415080467010e-02 -3.946046268298116777e-01
2.188945344026842488e-01 2.280609821122361186e-02 -4.081417196930237079e-01
2.342093129843469956e-01 2.196339733618157472e-02 -4.200799862758815006e-01
2.323788103882840073e-01 2.193337956838868966e-02 -4.106688199722103860e-01
2.301149818027510285e-01 2.224419719690426053e-02 -4.143620047215377244e-01
2.098808630645196960e-01 2.312443415080467010e-02 -3.946046268298116777e-01
2.524516852844880255e-01 2.115959206284964353e-02 -4.379240889806474968e-01
2.281633576825567999e-01 2.222899632439574377e-02 -4.127992546166686649e-01
2.259633507561409349e-01 2.233255397886096602e-02 -4.135534423616363808e-01
2.245032968394344852e-01 2.239597796904427285e-02 -4.088765576522377376e-01
2.392469570929158795e-01 2.178640306130828069e-02 -4.260487146703650918e-01
2.418828213247670167e-01 2.165205570292958598e-02 -4.316834339501294249e-01
2.303470437360957135e-01 2.204693866638219452e-02 -4.053928114405899175e-01
2.259966042453542823e-01 2.238387801374268696e-02 -4.150060031155422546e-01
2.309746691143865771e-01 2.195474316596527850e-02 -4.080570367499574136e-01
2.248545871431855137e-01 2.235947266235943642e-02 -4.065002963655290902e-01
2.357512489187709726e-01 2.183727820664362398e-02 -4.197868494939749340e-01
2.392003348465081558e-01 2.173744627890911510e-02 -4.267997725977671353e-01
2.292313327238313381e-01 2.211574624276152479e-02 -4.094286726733856741e-01
2.392582155928255627e-01 2.178376961468076259e-02 -4.258892183172031665e-01
2.243889807918071355e-01 2.238905369391315861e-02 -4.098269670440299883e-01
2.436572402491068434e-01 2.153561777718472972e-02 -4.319317958168046312e-01
2.182807995997095851e-01 2.276971842059267309e-02 -4.072861664784530600e-01
2.400953078500029925e-01 2.196188729837532730e-02 -4.335105005391944877e-01
2.132044932507686230e-01 2.290180543277961153e-02 -3.961482615661279238e-01
2.291730196626042826e-01 2.223756035210218071e-02 -4.071173765212861007e-01
2.197411727297187145e-01 2.259329200889271388e-02 -4.106223789347146491e-01
2.321475536413368790e-01 2.199937435399557453e-02 -4.110236183169374558e-01
2.255332979149584638e-01 2.243354539172858625e-02 -4.097569323421973442e-01
2.425780962671759688e-01 2.158419155095267494e-02 -4.311500532726387780e-01
2.356796709581527871e-01 2.185123400613107891e-02 -4.194051259369666607e-01
2.057713066977151506e-01 2.336717298014451966e-02 -3.882099907188104604e-01
2.266926543910865455e-01 2.227055832652542061e-02 -4.106724262329846109e-01
2.023851569604169232e-01 2.342801092143365765e-02 -3.796490427588032901e-01
2.453435133507921861e-01 2.152229708202786987e-02 -4.367952847033499397e-01
2.424041270351158239e-01 2.175906634625085490e-02 -4.403356389437989016e-01
2.294208622788573848e-01 2.205105046137419492e-02 -4.064886912034642030e-01
2.276654988948221270e-01 2.222938496606209277e-02 -4.178721371773339577e-01
2.294682236064564673e-01 2.219593333704705795e-02 -4.156580752981489102e-01
2.494187556669273942e-01 2.136422107073011889e-02 -4.401145454976658211e-01
2.525219324457219638e-01 2.127861874660636268e-02 -4.484931707975109427e-01
2.108148617408822645e-01 2.309277505552572579e-02 -3.958131353322663637e-01
2.332487540537817594e-01 2.206766732258221703e-02 -4.216810098676387897e-01
2.349155029821616836e-01 2.197332476956407460e-02 -4.205789661343551922e-01
2.058494152846352954e-01 2.342118537529302991e-02 -3.911059751238030735e-01
2.184244654110918393e-01 2.283240660589233584e-02 -4.058389201450908201e-01
2.336461569420384965e-01 2.200580539632944130e-02 -4.188220406299457688e-01
2.151174611356292399e-01 2.280079585916621951e-02 -3.946323020182285202e-01
2.432985207967683916e-01 2.153668432107166963e-02 -4.292523820214064756e-01
2.047897737215027547e-01 2.334757366481299973e-02 -3.814167361746980678e-01
2.119237061314265258e-01 2.297983937054782697e-02 -3.915176388911897343e-01
2.321478445200919616e-01 2.201695045581139251e-02 -4.193363305932139573e-01
2.280645584193985442e-01 2.223393108928905376e-02 -4.144995317294275505e-01
2.364384741670719770e-01 2.186860554476360505e-02 -4.198033274062245024e-01
2.385780934512600204e-01 2.188629538171362951e-02 -4.297376465739428664e-01
2.244926188690339330e-01 2.236178627376169542e-02 -4.093959889559417586e-01
2.392628476421128081e-01 2.165891919234268562e-02 -4.221336250870681983e-01
2.214185444700909056e-01 2.270016982604498856e-02 -4.118791673911301743e-01
2.437998195341359864e-01 2.168286717646426484e-02 -4.293347331568666547e-01
2.105913687322940042e-01 2.314845178576425966e-02 -3.946979871142800578e-01
2.379140129427110839e-01 2.176639180512120880e-02 -4.190441920872173265e-01
2.214211072589509222e-01 2.260379715224594341e-02 -4.061675451467334774e-01
2.281313551614787549e-01 2.239079528457431009e-02 -4.207374207324506843e-01
2.248130673907684507e-01 2.240861044728082591e-02 -4.057042573826026288e-01
2.192375190744342284e-01 2.253878560877428661e-02 -3.947480279506704326e-01
2.256897354982636550e-01 2.236802636541167927e-02 -4.113229458939923200e-01
2.284249774786157872e-01 2.225921547647074714e-02 -4.145705213371901898e-01
2.199303164598984672e-01 2.268198344179628637e-02 -4.073464666152564195e-01
2.137773312922552904e-01 2.295332156786987488e-02 -3.996128626919152049e-01
2.504621379968563488e-01 2.117419273263830906e-02 -4.341531753568125263e-01
2.461002110833143686e-01 2.145224622683912508e-02 -4.332578259572524848e-01
2.489088059231108208e-01 2.133692233873822272e-02 -4.389358254257271774e-01
2.304253163951617278e-01 2.221011332378275416e-02 -4.279170197141137777e-01
2.406292976274189144e-01 2.142918378331171506e-02 -4.081626571194613140e-01
2.377231207352310527e-01 2.159252464564930668e-02 -4.145475941911598294e-01
2.292145230392628186e-01 2.231995601333680926e-02 -4.206676062738646804e-01
2.200986816429824078e-01 2.257180101866887445e-02 -3.967472416290568349e-01
2.181567220951772246e-01 2.288003324338758540e-02 -4.097121023122097805e-01
2.344048185138887241e-01 2.195710564635207362e-02 -4.151927174405264376e-01
2.468845058689022043e-01 2.138569242396858722e-02 -4.355209297887225883e-01
2.232224607662431914e-01 2.239483827193240045e-02 -4.088236845645234485e-01
2.157007313836754037e-01 2.271174507848926216e-02 -3.903836263403314133e-01
2.268291487356204339e-01 2.219003520118327868e-02 -4.038624045982912580e-01
2.279749692446975118e-01 2.230298663776655171e-02 -4.120978850138847793e-01
2.260101491462629397e-01 2.227750667140584312e-02 -4.103363002029123408e-01
2.168483180568108182e-01 2.267682753115073460e-02 -3.932476720455804209e-01
2.318913317624575754e-01 2.208533737909461336e-02 -4.121743649715002844e-01
2.166221543800217475e-01 2.283664453251629464e-02 -3.986892400237825873e-01
2.382207295114313617e-01 2.191234190351792899e-02 -4.384969124096501636e-01
2.355259833796148339e-01 2.180729480562668826e-02 -4.119250977422962423e-01
2.334888170257130025e-01 2.212047969543261619e-02 -4.257968994490103354e-01
2.167998948785032631e-01 2.280905482872902859e-02 -3.964001434976311966e-01
2.230798470149677470e-01 2.249301352842989626e-02 -4.133244347635035565e-01
2.271485937754547102e-01 2.221667212556216117e-02 -4.074895995055775044e-01
2.103764573114506042e-01 2.305364403681693999e-02 -3.839603933602753205e-01
2.319535477287835157e-01 2.202458689231783298e-02 -4.154507618829843540e-01
2.306500960857380544e-01 2.216426317110759686e-02 -4.174804339681731369e-01
2.262878144257389756e-01 2.215177150073716072e-02 -4.076562096535285562e-01
2.278249419251845431e-01 2.210103910167042496e-02 -4.035729623587130943e-01
2.464004227678675552e-01 2.136192494154808691e-02 -4.267027385866234424e-01
2.185135043101371632e-01 2.262699830941591189e-02 -3.981735382666968803e-01
2.221809752101480129e-01 2.243949577660983921e-02 -4.053274978861516331e-01
2.080183617443451816e-01 2.325620579854261946e-02 -3.886860077425003945e-01
2.140818040402590050e-01 2.294706668172444286e-02 -3.993213146520966372e-01
2.448937576715874975e-01 2.148549585291549546e-02 -4.250503859116470107e-01
2.144239962036089686e-01 2.290428952480084643e-02 -3.991837063979141176e-01
2.336741185018860190e-01 2.196043442596916362e-02 -4.169302577467705051e-01
2.439876476491016355e-01 2.159507677072513079e-02 -4.347601697381194841e-01
2.191560399585386065e-01 2.265776162678637476e-02 -4.082700411946881269e-01
2.410991982156485136e-01 2.173386114704758260e-02 -4.298594435176530393e-01
2.177297799540487411e-01 2.269185392134756563e-02 -3.995048816149487925e-01
2.038763631130839915e-01 2.343128603090696011e-02 -3.755412711990094854e-01
2.265781883494177862e-01 2.241214499372490634e-02 -4.129091674927651834e-01
2.175192914621344453e-01 2.279734628000282259e-02 -3.972895460006945489e-01
2.366544791310041251e-01 2.188071966794518861e-02 -4.153573222717640290e-01
2.220329972778791738e-01 2.252023310135654183e-02 -4.019703522778720339e-01
2.293327537565794660e-01 2.231065234727970525e-02 -4.236524103677868913e-01
2.260308399673216506e-01 2.236904476014943063e-02 -4.096075537997019289e-01
2.314076577986854399e-01 2.214979970896225822e-02 -4.233439309110150761e-01
2.142636110416442641e-01 2.290070246802293485e-02 -3.931359977440476161e-01
2.426781549587513354e-01 2.167163521809801000e-02 -4.405341819302447393e-01
2.124369929481770836e-01 2.294531642702025281e-02 -3.910051776777575538e-01
2.106495052233279264e-01 2.295592290008449318e-02 -3.828754955247523073e-01
2.265780030222221963e-01 2.222555591645502052e-02 -4.094199122531547719e-01
2.424400645161042256e-01 2.151176905592470934e-02 -4.189597659947507102e-01
2.183722123015590100e-01 2.262832786141861716e-02 -3.990291556051622779e-01
2.299806151467187476e-01 2.222303587710791617e-02 -4.182199428364772320e-01
2.000686151127744061e-01 2.346661681223339777e-02 -3.673895350450239183e-01
2.358533464302778881e-01 2.186051976785089238e-02 -4.210497325231752352e-01
2.285546309118833275e-01 2.212500272143317834e-02 -4.060256513033418946e-01
2.135993839019014739e-01 2.295798850977790601e-02 -3.952799654392183948e-01
2.299254531063705809e-01 2.216497178939458995e-02 -4.162284063365871978e-01
2.422533868729472850e-01 2.158561918625534481e-02 -4.253575058056211500e-01
2.371463554535129248e-01 2.190810430997051222e-02 -4.176637650503157717e-01
2.142492464024325916e-01 2.287558662662249331e-02 -3.975496459624912049e-01
2.147022547364263456e-01 2.285017505563545839e-02 -3.946172133321527165e-01
2.357512489187709726e-01 2.183727820664362398e-02 -4.197868494939749340e-01
2.182879822385310753e-01 2.284763089359840432e-02 -4.122310383377131293e-01
2.401572362592927501e-01 2.178435141639754880e-02 -4.267664948055643892e-01
2.546945224141206054e-01 2.106020626151742375e-02 -4.437980968052545050e-01
2.260101491462629397e-01 2.227750667140584312e-02 -4.103363002029123408e-01
2.176763508142536274e-01 2.257817273668986935e-02 -3.971248413441463843e-01
2.411353520510945980e-01 2.167675360641019289e-02 -4.346863874630059188e-01
2.331416068496909855e-01 2.217442558315234347e-02 -4.259213526844468634e-01
2.504241225108878588e-01 2.129099296596725921e-02 -4.362870486143012316e-01
2.265781883494177862e-01 2.241214499372490634e-02 -4.129091674927651834e-01
2.234942374365467277e-01 2.247517512219647864e-02 -4.107981620565392955e-01
2.322182223961652969e-01 2.191763758481491547e-02 -4.061291085682079416e-01
2.300348894650827702e-01 2.205272090728912712e-02 -4.097095916399049464e-01
2.258284092865050496e-01 2.233890761355053142e-02 -4.107415911856905355e-01
2.277601744780985982e-01 2.228382902408311550e-02 -4.097724239371360877e-01
2.310907544336668895e-01 2.218669060327310011e-02 -4.165603716786884236e-01
2.097057356821863117e-01 2.308462303811882610e-02 -3.901094915542127062e-01
2.180677180373269408e-01 2.268552508456583156e-02 -3.970976807417402332e-01
2.193502882052229541e-01 2.264663404087159659e-02 -4.025192778617662226e-01
2.204004372074315210e-01 2.263045625562826180e-02 -4.056179772202888056e-01
2.102770584094502127e-01 2.320516061810407038e-02 -3.950259091220928998e-01
2.290759733809741849e-01 2.211336763730200813e-02 -4.098862870694490734e-01
2.238538184699261357e-01 2.238091148408337394e-02 -4.022132273219731768e-01
2.235969968577582456e-01 2.225965418903898957e-02 -4.036520208120465414e-01
2.425016166863238620e-01 2.167018718362453966e-02 -4.283331884771165443e-01
2.233931169168821285e-01 2.244545820320914195e-02 -4.040394834346456854e-01
2.195006425765488878e-01 2.261394163051912501e-02 -3.929689354520018441e-01
2.468660694878468398e-01 2.157961214659814830e-02 -4.477912110792670042e-01
2.317762345218812303e-01 2.218595134239320643e-02 -4.159767641358025347e-01
2.210573990553192925e-01 2.247023128428187258e-02 -3.973274119050470565e-01
2.135086230948790575e-01 2.296520052057065067e-02 -3.936904408520729426e-01
2.429297932771163904e-01 2.163181644746434498e-02 -4.263599026390058055e-01
2.307279868359914943e-01 2.210392446543365044e-02 -4.118608075297063298e-01
2.210657834287999002e-01 2.263903712553231445e-02 -4.110536534613853377e-01
2.398768746314139388e-01 2.176896505203719870e-02 -4.236579052709985582e-01
2.175627412889393764e-01 2.271372808755297082e-02 -4.050514781536384001e-01
2.092986910270355772e-01 2.320203949478201466e-02 -3.886393131067081841e-01
2.434830332510116158e-01 2.143622635633171333e-02 -4.249002819834553080e-01
2.450021590621653811e-01 2.142307174588996971e-02 -4.327105952517065202e-01
2.147110737233168809e-01 2.284183562238584556e-02 -3.972216901349585605e-01
2.279213495754384144e-01 2.229502661280825804e-02 -4.159101469416118801e-01
2.232349924684597919e-01 2.242037354651877853e-02 -4.032302954429360931e-01
2.188945344026842488e-01 2.280609821122361186e-02 -4.081417196930237079e-01
2.365547785963855176e-01 2.186626601940141329e-02 -4.184532940349274810e-01
2.410711747413543105e-01 2.158096923761500252e-02 -4.249885869704280728e-01
2.309268674790287967e-01 2.221859363360866729e-02 -4.210670428977991708e-01
2.346897416343391995e-01 2.194416601963376443e-02 -4.181616735615182323e-01
2.244791389167624107e-01 2.247378804118068882e-02 -4.083869676129013859e-01
2.160019889317685848e-01 2.279518895279783811e-02 -3.979567189342355649e-01
2.371468701657633016e-01 2.178326680505933421e-02 -4.210702483183460521e-01
2.200054060888463336e-01 2.265692079418673080e-02 -4.015849799744358739e-01
2.229312948253581173e-01 2.237059674296870346e-02 -3.982359275363487328e-01
2.441827409288590545e-01 2.154897799398476296e-02 -4.403008701243811274e-01
2.329740228068366559e-01 2.202909822972862544e-02 -4.185579758966266883e-01
2.471676313871011832e-01 2.140878260623263474e-02 -4.313198004500634619e-01
2.301035027611237904e-01 2.230865946173966538e-02 -4.195611182908383086e-01
2.351195622948516473e-01 2.198565270373141478e-02 -4.210135846560730810e-01
2.343637910046563189e-01 2.197650817494967504e-02 -4.178636556126673618e-01
2.299885389274562986e-01 2.212126756757618398e-02 -4.076502938648552954e-01
2.045403978128585987e-01 2.339215895643472626e-02 -3.840286273379509563e-01
2.129784850051539280e-01 2.286839982546851058e-02 -3.874328669582094431e-01
2.269510143389188439e-01 2.216508048833701339e-02 -3.979611805722418350e-01
2.228383130639401966e-01 2.236810618410384546e-02 -4.047356943543458652e-01
2.192027670286453844e-01 2.269549073465825309e-02 -4.077365245477836408e-01
2.240522026849098847e-01 2.233586437703731845e-02 -4.017066841808901723e-01
2.250317629040756717e-01 2.225077772847947749e-02 -4.021481895956779962e-01
2.328764125582716282e-01 2.225111631505035867e-02 -4.308877865190835488e-01
2.288758523582268278e-01 2.212848012792936747e-02 -4.054959800820615579e-01
2.306324368822676441e-01 2.194356861828040267e-02 -4.097252437831497840e-01
2.454517534776154974e-01 2.143991475421263421e-02 -4.352807254973040108e-01
2.151081302322284117e-01 2.281028481245895440e-02 -3.923411701913422922e-01
2.154235825556143347e-01 2.292797906097944483e-02 -3.952208830924924809e-01
2.154217317345401561e-01 2.290166895620128137e-02 -3.968403123243837705e-01
2.417934986844976208e-01 2.161966653410489839e-02 -4.296777110856824233e-01
2.524516852844880255e-01 2.115959206284964353e-02 -4.379240889806474968e-01
2.491000573155788267e-01 2.139560713499364178e-02 -4.333062490352352913e-01
2.168681593308730005e-01 2.283619715695881652e-02 -4.003165258468692755e-01
2.226021070590331608e-01 2.235586208581525486e-02 -3.944163784721624877e-01
2.245158405180198713e-01 2.244153730581400358e-02 -4.059801240485045870e-01
2.181477077075872906e-01 2.264031725567030098e-02 -4.002654734076952492e-01
2.296896654213702593e-01 2.209855230910657067e-02 -4.117706353730060664e-01
2.399038125833166113e-01 2.161300185637268778e-02 -4.153240027382526511e-01
1.980568347881623836e-01 2.366049766755272399e-02 -3.711661933709501371e-01
2.220955855918911315e-01 2.249357076923404197e-02 -4.063497298939103830e-01
2.191293037535075872e-01 2.273871627671111145e-02 -4.050188910050830371e-01
2.067428571879252885e-01 2.326424043838359185e-02 -3.918539852228031251e-01
2.343288537627403745e-01 2.192352731796016682e-02 -4.129329970036595965e-01
2.414178649859244352e-01 2.156456445083350729e-02 -4.228753307139264672e-01
2.116042189238560578e-01 2.288631817335948226e-02 -3.863004205401944224e-01
2.252530412718460884e-01 2.234775692146632672e-02 -4.081384333320892122e-01
2.207917869565079183e-01 2.257856589978798553e-02 -4.033027101346099430e-01
2.301469565828269115e-01 2.214042875676249661e-02 -4.114831634220166290e-01
2.314931485573397119e-01 2.188396472407670365e-02 -4.037801165055403541e-01
2.147825047855997926e-01 2.288275724117399407e-02 -3.973355689277332514e-01
2.276239754942757099e-01 2.221505732959522597e-02 -4.124202489913550984e-01
2.292274024784397568e-01 2.227938098665408623e-02 -4.196254313409102377e-01
2.257778414603632822e-01 2.232928168802957025e-02 -4.110015804454948407e-01
2.161351094012138319e-01 2.290307853295226945e-02 -4.057778893372093743e-01
2.145510686482468010e-01 2.289392225247673801e-02 -3.928902180059538063e-01
2.417383289666954482e-01 2.148045131882108522e-02 -4.188386732114455224e-01
2.181049158493961748e-01 2.265756164459693800e-02 -3.949629887157117825e-01
2.276652023919025769e-01 2.239655667413650506e-02 -4.172640593243068796e-01
