c d e
2.319411240650888217e-01 2.200150094501761300e-02 -4.135927436691287928e-01
2.222740714096367309e-01 2.258637900031573026e-02 -4.066704078305747316e-01
2.326909138073647298e-01 2.215623286723781768e-02 -4.186459348472871822e-01
2.389513855009135490e-01 2.178439892851649282e-02 -4.257318532769245323e-01
2.508741961577671820e-01 2.129867745065897738e-02 -4.406126312986446969e-01
2.263048519947727932e-01 2.225189886255736146e-02 -4.078402483136213119e-01
2.191557806805450870e-01 2.270358851357412791e-02 -4.025274635781533883e-01
2.492754897827889060e-01 2.137861745921415535e-02 -4.367032097247024458e-01
2.080873889440106872e-01 2.319791687835361105e-02 -3.831214809334122506e-01
2.304140566171746229e-01 2.216932916908839757e-02 -4.115918825636322165e-01
2.271829388765964630e-01 2.237343962058931796e-02 -4.149191368122747692e-01
2.181880190553884269e-01 2.248802566787878529e-02 -3.923515838105710030e-01
2.503611743757054864e-01 2.141088968613146307e-02 -4.448746825563155705e-01
2.477047741958087190e-01 2.137466682210752492e-02 -4.328126626655167675e-01
2.343078574346817433e-01 2.193688901054028501e-02 -4.110542970884936143e-01
2.136459954394418492e-01 2.301007053512125686e-02 -4.040491671023925813e-01
2.116385516918850573e-01 2.299384816298889397e-02 -3.929031473692055076e-01
2.163545464771015059e-01 2.278289567794676562e-02 -3.977998974410283939e-01
2.422840348865016313e-01 2.147341316776392103e-02 -4.185776131277445522e-01
2.465645879696747311e-01 2.149575459897507326e-02 -4.404675103730755215e-01
2.171214502886742448e-01 2.276784660546370131e-02 -3.993485026406862204e-01
2.230932990240046543e-01 2.234801268283982678e-02 -4.013477495831696551e-01
2.397058174217880921e-01 2.171301984337024871e-02 -4.237370105443322155e-01
2.289591194781264161e-01 2.217057966552013135e-02 -4.083153076618095678e-01
2.195006425765488878e-01 2.261394163051912501e-02 -3.929689354520018441e-01
2.335021027107548885e-01 2.199211035334213901e-02 -4.209522269885325185e-01
2.036340645518650572e-01 2.332731949529333326e-02 -3.750178215548121141e-01
2.217714005312556580e-01 2.270301811676431886e-02 -4.171488732533085164e-01
2.476164685133133148e-01 2.160705321802020365e-02 -4.467857216254903507e-01
2.279062627583683387e-01 2.220953611893449267e-02 -4.118906122949903548e-01
2.529084375052941258e-01 2.121601084046000063e-02 -4.474298674226371286e-01
2.381176344640585363e-01 2.187977599577976828e-02 -4.340413404758117766e-01
2.305351897514031911e-01 2.213764511705475224e-02 -4.153173977234672076e-01
2.241021525056725583e-01 2.231456931169773644e-02 -3.980435074906965021e-01
2.014756414897265202e-01 2.343608058866326199e-02 -3.772967508708551243e-01
2.197041518123508119e-01 2.245602990281215378e-02 -3.972740104605883005e-01
2.193365936411306727e-01 2.271303472049861910e-02 -4.062576667347047588e-01
2.215300410723337610e-01 2.271690184304003823e-02 -4.139929483320801129e-01
2.302011395824659079e-01 2.216396326252659255e-02 -4.212003837475604140e-01
2.287196149812489310e-01 2.236736625043910312e-02 -4.215254783545233641e-01
2.272047747285947938e-01 2.230214771745826427e-02 -4.133138118962217389e-01
2.409760992881722075e-01 2.156598806405991831e-02 -4.185594411982379581e-01
2.072919436518121383e-01 2.319980178804471882e-02 -3.773771340868820046e-01
2.035443446677915880e-01 2.352328895125078631e-02 -3.846689440022027506e-01
2.302376571760353929e-01 2.196925503714976594e-02 -3.997434059022899611e-01
2.235033339042460376e-01 2.254579531731723541e-02 -4.124602706178859268e-01
2.235650666243442775e-01 2.264186367187898466e-02 -4.131009669806153806e-01
2.138090853526939394e-01 2.288426803085294101e-02 -3.908463265618484783e-01
2.324915273645133951e-01 2.215573211003545387e-02 -4.255755699324350605e-01
2.189893102808984082e-01 2.251783303968197744e-02 -3.941589187025980046e-01
2.435385998596242274e-01 2.161005307279938170e-02 -4.360724607260563213e-01
2.210491681346726800e-01 2.256144814795210674e-02 -4.018191979245607781e-01
2.193873566085118298e-01 2.281007365054787614e-02 -4.116925733729224213e-01
2.289067722941287020e-01 2.223516313613908835e-02 -4.140511162050861671e-01
2.516869376825026094e-01 2.132093463468705957e-02 -4.390564122666352764e-01
2.592084471572704274e-01 2.084965069203280688e-02 -4.438377659927831287e-01
2.321938629973687718e-01 2.206103802134128794e-02 -4.178736462561748466e-01
1.967905165147529889e-01 2.382775643643612537e-02 -3.763488476426902762e-01
2.334487611722479983e-01 2.202844262880785872e-02 -4.232120513218703417e-01
2.321015672957571496e-01 2.215220584677300014e-02 -4.181768080188951187e-01
2.424150552356054700e-01 2.147643274200341373e-02 -4.167689328624540890e-01
2.224678500321000119e-01 2.240261633281263182e-02 -4.011938410226357776e-01
2.525097037813515133e-01 2.109586311187139698e-02 -4.342157525595412570e-01
2.030873871033804789e-01 2.323409793648740368e-02 -3.773263116549577800e-01
2.354000109638687555e-01 2.188806537849525766e-02 -4.105110390587385361e-01
2.352599616498360913e-01 2.190126606272128212e-02 -4.229141626102329576e-01
2.374009445753004766e-01 2.179192940559718933e-02 -4.195542547780038989e-01
2.261460911902222204e-01 2.226867902931790183e-02 -4.052741955765782889e-01
2.381296134375547879e-01 2.186562683443533939e-02 -4.253110171572872522e-01
2.396375308690426031e-01 2.169555478576703361e-02 -4.207673337260179336e-01
2.239391003413009340e-01 2.234765762401628650e-02 -3.967961990927690863e-01
2.448730924740865067e-01 2.141513131324134650e-02 -4.263664266808155912e-01
2.289683963583277748e-01 2.229216964724270097e-02 -4.228940944073312780e-01
2.325155207474294272e-01 2.200797967566245697e-02 -4.185272305889804478e-01
2.351682759977513637e-01 2.197619607397345229e-02 -4.196300908603527446e-01
2.127087168873766920e-01 2.280119048635828594e-02 -3.868748924647075205e-01
2.364813582552061089e-01 2.190733701090865834e-02 -4.274071785639069754e-01
2.193826631757824774e-01 2.254275646753879994e-02 -3.953820953115275705e-01
2.439336713772790599e-01 2.155235451526443108e-02 -4.298030946196355062e-01
2.272068932150308473e-01 2.231916092485496453e-02 -4.139401238741878819e-01
2.243623358933410916e-01 2.235542203998352323e-02 -4.065309854838368153e-01
2.714859255995594189e-01 2.063349461444360239e-02 -4.690198276819341761e-01
2.157611468688582779e-01 2.293414535086343853e-02 -4.059983026449339727e-01
2.405931059207304656e-01 2.158270205468846778e-02 -4.243217919160086060e-01
2.046344926048888624e-01 2.342987087970901938e-02 -3.856095967868592433e-01
2.220905682366614009e-01 2.237406958897067769e-02 -4.018915371665566783e-01
2.185093963782713811e-01 2.273017328292498834e-02 -4.042635283493442033e-01
2.327808776760509346e-01 2.202204814883299694e-02 -4.175689610601622803e-01
2.406884200125962714e-01 2.179440084393989910e-02 -4.299568254707848425e-01
2.385846539225091600e-01 2.179221820462541245e-02 -4.264959882952085168e-01
2.244770293824871477e-01 2.257231510429954374e-02 -4.144278079528644909e-01
2.274774957147287502e-01 2.232540280790582324e-02 -4.117656839995473828e-01
2.135013896391546595e-01 2.296159658497595735e-02 -3.971266853208454961e-01
2.170950599184169327e-01 2.273136342929849701e-02 -3.916529332583705836e-01
2.259384982192609304e-01 2.224828704096265888e-02 -4.081500093660501705e-01
2.149085077240435737e-01 2.278913018008364363e-02 -3.948759817744023071e-01
2.379380426491131129e-01 2.167994954837048141e-02 -4.184414992632883301e-01
2.270893746361830612e-01 2.219049033001548044e-02 -4.095160835713340663e-01
2.030172656040358792e-01 2.333528415365801467e-02 -3.719971252454942201e-01
2.319142473602291421e-01 2.188092652115707082e-02 -4.114234934487143169e-01
2.280072314595282812e-01 2.232436400772901466e-02 -4.165355313571783569e-01
2.300218484497440485e-01 2.208176602492839188e-02 -4.141072393253176775e-01
2.329290662022045488e-01 2.226745332576993489e-02 -4.295283611900615472e-01
2.314825017651993555e-01 2.204052604996744463e-02 -4.175533532893433986e-01
2.307825689063316421e-01 2.206360648076840028e-02 -4.102267787153758283e-01
2.277934602515925278e-01 2.235743144681192132e-02 -4.072629516287499252e-01
2.233041365505903375e-01 2.251151198676695428e-02 -4.046391758850165221e-01
2.258204211609309287e-01 2.239324934743829043e-02 -4.075915974341515202e-01
2.311119344951788612e-01 2.201680161803368230e-02 -4.121286339907371810e-01
2.291633835453203982e-01 2.215047250505362830e-02 -4.041405561584300310e-01
2.461002110833143686e-01 2.145224622683912508e-02 -4.332578259572524848e-01
2.269383468941781334e-01 2.233821223270016781e-02 -4.122506346074759076e-01
2.259316673502707040e-01 2.241878167944530431e-02 -4.154903654549136904e-01
2.236974621633158744e-01 2.237971063705381305e-02 -3.990075973912351470e-01
2.443338432754527112e-01 2.150756384049780368e-02 -4.296657268771332250e-01
2.148052759712968385e-01 2.285016901203910239e-02 -4.005893780382213665e-01
2.192992560444240180e-01 2.255937387442380829e-02 -3.894913311932338695e-01
2.161033360080997223e-01 2.271960774540219760e-02 -3.956516728320559340e-01
2.140101559602987091e-01 2.273142988030138131e-02 -3.885023456054620405e-01
2.196528889305200405e-01 2.269952299698438022e-02 -4.017721091442476578e-01
2.306482758583219272e-01 2.212262916876555491e-02 -4.129517899124055536e-01
2.271071317733979189e-01 2.236718816005515281e-02 -4.164488431135875413e-01
2.267645712124821689e-01 2.229626094713831747e-02 -4.142786981168842253e-01
2.263408833697189149e-01 2.231443863918591841e-02 -4.082208090063228489e-01
2.185166559073623560e-01 2.259348688999153823e-02 -3.902842026475829007e-01
2.354172760510271356e-01 2.196333895111146281e-02 -4.220766910175024478e-01
2.233944681143609223e-01 2.245558920514653667e-02 -4.051696052747136845e-01
2.347545015776208999e-01 2.196938637788635809e-02 -4.185222756630302410e-01
2.343161163356048959e-01 2.208044908602723594e-02 -4.287007368135445917e-01
2.384500120324226646e-01 2.183757777083036866e-02 -4.193891531551617868e-01
2.229320249073090121e-01 2.245966576792255559e-02 -4.066432966103058488e-01
2.194428589018269093e-01 2.268398109480306013e-02 -4.033358141266862873e-01
2.118404434438221351e-01 2.318470828755904434e-02 -4.020691872389083876e-01
2.402339880851491749e-01 2.185898412400536991e-02 -4.315741129338154236e-01
2.361755530746263432e-01 2.193493147475150326e-02 -4.245600731361189872e-01
2.315643544177410362e-01 2.205290281641130584e-02 -4.136309866086153031e-01
2.335391375866184838e-01 2.204379786311141953e-02 -4.219714246405896763e-01
2.421515068650399449e-01 2.166817024153273180e-02 -4.288551389072977615e-01
2.277297715495378849e-01 2.228485683909675955e-02 -4.091206868426073839e-01
2.208716295672605856e-01 2.265531381751338669e-02 -4.090475729657303550e-01
2.253538065664340007e-01 2.243947347982606921e-02 -4.122704537561217020e-01
2.083947498958205191e-01 2.312525208290727718e-02 -3.837617540137066019e-01
2.287113513155811795e-01 2.221306549486504189e-02 -4.113054183221822591e-01
2.288386040449654768e-01 2.233193949537676248e-02 -4.177956783513121497e-01
2.308138771181307281e-01 2.201754998082953649e-02 -4.078148133090154781e-01
2.287128785382614993e-01 2.214183053528953615e-02 -4.097361981981803014e-01
2.247474618333631380e-01 2.239914186295286283e-02 -4.014784121621124413e-01
2.341743853744768789e-01 2.193192694039671972e-02 -4.140048561006488548e-01
2.194295378426085463e-01 2.274477928483674416e-02 -4.043778671615922971e-01
2.289491138511297041e-01 2.222706821944468725e-02 -4.070648873946310919e-01
2.117023796520149936e-01 2.315424077934159774e-02 -4.005002916095118382e-01
2.203399847220184338e-01 2.244180337255245045e-02 -3.932328996615994665e-01
2.105773176840068928e-01 2.317367163654841800e-02 -3.947078915759504314e-01
2.306076920380617512e-01 2.221382371895488927e-02 -4.213631821158447810e-01
2.412741487330849477e-01 2.165929068431874174e-02 -4.253946156210763885e-01
2.185015415419186979e-01 2.260066609390248837e-02 -3.955930396584284026e-01
2.277888678543587009e-01 2.216581802496339973e-02 -4.053954922496832980e-01
2.226021070590331608e-01 2.235586208581525486e-02 -3.944163784721624877e-01
2.377724459777192934e-01 2.173874766374373976e-02 -4.148738052464048254e-01
2.384560905806032416e-01 2.177973225002155858e-02 -4.230609784478767121e-01
2.266467844297153089e-01 2.238039550463731195e-02 -4.108774170225851785e-01
2.472769199948727792e-01 2.146227102237116546e-02 -4.471390665478409687e-01
2.444808690085638059e-01 2.149165397446295769e-02 -4.291855001092418354e-01
2.311019949916701677e-01 2.200141126496018770e-02 -4.069423845119863881e-01
2.170306094172109734e-01 2.268790700781599112e-02 -3.922826815195318284e-01
2.171364490262430724e-01 2.274546965243019400e-02 -4.001950488521122118e-01
2.281978964520414710e-01 2.223347411097372633e-02 -4.080814528649496786e-01
2.271409228516199086e-01 2.224592199459002329e-02 -4.121733920995073186e-01
2.331084662451865519e-01 2.214604813721908136e-02 -4.202932763907851754e-01
2.126719762104274380e-01 2.289563612478569266e-02 -3.899397013939979173e-01
2.371468701657633016e-01 2.178326680505933421e-02 -4.210702483183460521e-01
2.491111143092497038e-01 2.137289624216181377e-02 -4.399468054215891488e-01
2.199180553835780039e-01 2.263186414720098558e-02 -4.049332263710840873e-01
2.266180558922810118e-01 2.228124782499708509e-02 -4.082473306581709815e-01
2.253877303050579872e-01 2.235531926076207015e-02 -4.069327619141103192e-01
2.091843200554313054e-01 2.302763527224352749e-02 -3.841231129017601553e-01
2.415681783492318324e-01 2.148903814074006394e-02 -4.235889752437399514e-01
2.398000153650754473e-01 2.161530477383360668e-02 -4.142847985191170368e-01
2.385011415564639581e-01 2.175246537934860322e-02 -4.301340446410710783e-01
2.201840578541793825e-01 2.261470805604698722e-02 -4.017619570198029955e-01
2.257869692674308038e-01 2.239878445936317047e-02 -4.110137168512907335e-01
2.264340674507936413e-01 2.247584512874101215e-02 -4.212378712684182736e-01
2.191998372248955551e-01 2.271177899181305027e-02 -4.090239977250655912e-01
2.347798471069297843e-01 2.186308852512758999e-02 -4.222401369918722391e-01
2.207101022121122913e-01 2.254761956811087917e-02 -4.009159225783490710e-01
2.392387853722388602e-01 2.161582900879586988e-02 -4.204484820762077746e-01
2.274239979107790521e-01 2.230512760879224676e-02 -4.168699039806860185e-01
2.376986465375907631e-01 2.192078936160880842e-02 -4.234240488851448436e-01
2.434687643524209300e-01 2.155759431736345086e-02 -4.285476545697157746e-01
2.525276642083402745e-01 2.125462227025086415e-02 -4.467858070727266373e-01
2.516869376825026094e-01 2.132093463468705957e-02 -4.390564122666352764e-01
2.213837730233774170e-01 2.240091437456839113e-02 -3.927797364372256350e-01
2.202723846150504983e-01 2.259306622864245412e-02 -4.010133689201436091e-01
2.193009333390025795e-01 2.271670206989784974e-02 -4.033979039031746483e-01
2.458973864215705518e-01 2.153107797652906857e-02 -4.346093242188887595e-01
2.327613776208321550e-01 2.199584766893017060e-02 -4.234735780129492699e-01
2.347798471069297843e-01 2.186308852512758999e-02 -4.222401369918722391e-01
2.268955217053247875e-01 2.227114171315039068e-02 -4.088536685184857022e-01
2.393973293154896265e-01 2.171513345651196122e-02 -4.260318452505170717e-01
2.083982536376312034e-01 2.304244160841729602e-02 -3.783197081761185965e-01
2.236607792466995814e-01 2.238447699804775246e-02 -4.018538431870624095e-01
2.221808420605986267e-01 2.261626204243154595e-02 -4.086939487873770815e-01
2.105773176840068928e-01 2.317367163654841800e-02 -3.947078915759504314e-01
2.460198614063588973e-01 2.134736003798671719e-02 -4.164447486792669517e-01
2.174035719217042306e-01 2.282182069246644143e-02 -4.087506688676150191e-01
2.148018729951419736e-01 2.299346005493295431e-02 -4.041187956138307946e-01
2.301149818027510285e-01 2.224419719690426053e-02 -4.143620047215377244e-01
2.251239148179082772e-01 2.233938540247413021e-02 -4.051882280383826140e-01
2.352506464789729801e-01 2.182572857597437493e-02 -4.143087241314710178e-01
2.213907066264184653e-01 2.258371632442983390e-02 -4.095562033306777705e-01
2.461335119961369777e-01 2.139483285150638875e-02 -4.298323008499334019e-01
2.372872071421108231e-01 2.185122306864493991e-02 -4.269906274853964012e-01
2.190449374385416981e-01 2.279954925027463317e-02 -4.025131465894996596e-01
2.265282762100653269e-01 2.218825664916833015e-02 -4.068336422214440251e-01
2.328327153937783667e-01 2.194325967176343622e-02 -4.071706760875386522e-01
2.202608828766607907e-01 2.253587809885979412e-02 -3.994383257370767160e-01
1.999741182264127559e-01 2.367019128241127507e-02 -3.749380069226770917e-01
2.518377535622213781e-01 2.132894111019281724e-02 -4.428563271782033350e-01
2.368271998130926370e-01 2.171980009247370669e-02 -4.142472226137702274e-01
2.219169930651720968e-01 2.238632920585982566e-02 -3.924314887787522244e-01
2.119062686474162405e-01 2.301364103128198182e-02 -3.973857321631669715e-01
2.110289351214396092e-01 2.297057863428578206e-02 -3.886848466379485556e-01
2.288111157422965114e-01 2.230458048376797800e-02 -4.198331829414606586e-01
2.310338206203483846e-01 2.218945134104590572e-02 -4.140877448540105643e-01
2.398790943525694885e-01 2.167966856054433580e-02 -4.236948515674915372e-01
2.414210299794632419e-01 2.167002162004665403e-02 -4.329974202322997012e-01
2.082875990045904846e-01 2.306497144126047616e-02 -3.749184278480011123e-01
2.157656527047517869e-01 2.295341597361102298e-02 -4.063865359122886822e-01
2.115272769663185670e-01 2.306682749691530560e-02 -3.966881116066820478e-01
2.231133156872155965e-01 2.243564945228168975e-02 -4.026585380122558178e-01
2.215422190068876418e-01 2.249481797435948921e-02 -3.981344683080499935e-01
2.344048185138887241e-01 2.195710564635207362e-02 -4.151927174405264376e-01
2.137164660397974369e-01 2.274959308304523586e-02 -3.913913598153450080e-01
2.401143539098187230e-01 2.175236131545799437e-02 -4.266245875998682102e-01
2.281524344306555818e-01 2.233652324914298798e-02 -4.127942931741838128e-01
2.322507592295162127e-01 2.217495341980964263e-02 -4.229929567122014955e-01
2.166271389280782778e-01 2.283346831783833117e-02 -4.016705144209137268e-01
2.373010961791541806e-01 2.182023838809592567e-02 -4.206298930090736077e-01
2.373644958601246469e-01 2.197490450605779286e-02 -4.315091198569490638e-01
2.258911055031735948e-01 2.231787952434172162e-02 -4.091233261164807233e-01
2.393746115257551210e-01 2.179457546996559428e-02 -4.279686514641267703e-01
2.173716717188283187e-01 2.250006947612854732e-02 -3.885682423342142755e-01
2.280658802200203894e-01 2.220515020338709525e-02 -4.101425830161080643e-01
2.292448998308780350e-01 2.220538089404603191e-02 -4.134151871017406332e-01
2.212859485113678470e-01 2.267845165542495961e-02 -4.065563039326068884e-01
2.117542563539736022e-01 2.298383124751241305e-02 -3.886632432554187888e-01
2.346996268718248846e-01 2.206522176371043115e-02 -4.221969457442656948e-01
2.195728533279350803e-01 2.271527258545797540e-02 -4.074901417445313534e-01
2.327873168669010173e-01 2.208467065002562082e-02 -4.213745415355009127e-01
2.184858812319558918e-01 2.267242239725276998e-02 -3.960101023158935085e-01
2.314825017651993555e-01 2.204052604996744463e-02 -4.175533532893433986e-01
2.168750701565453909e-01 2.273208334672598488e-02 -3.963930400479115379e-01
2.218976511399475271e-01 2.240311266273695492e-02 -3.970775055428923395e-01
2.271127780739072843e-01 2.230446378971006130e-02 -4.102966831729016883e-01
2.308936881741339153e-01 2.209423410862950549e-02 -4.130422397182395011e-01
2.130328923757736082e-01 2.293656277716208877e-02 -3.919098098607217695e-01
2.429172016745013707e-01 2.161106215662696173e-02 -4.368959916410838362e-01
2.248130673907684507e-01 2.240861044728082591e-02 -4.057042573826026288e-01
2.192729588588746559e-01 2.273708451818822265e-02 -4.086635111417664667e-01
2.436892492580724490e-01 2.159053733152689267e-02 -4.311816076000944964e-01
2.473791319729317095e-01 2.144566481713427661e-02 -4.361634653629202774e-01
2.219932954884569209e-01 2.256685343978889757e-02 -4.136697942219612623e-01
2.271962955272812668e-01 2.233844704048928986e-02 -4.152103453161517521e-01
2.210652939193002986e-01 2.252702423561458306e-02 -3.974134783512316416e-01
2.256515674179715436e-01 2.250048343428074499e-02 -4.078434186443553600e-01
2.331296522165022811e-01 2.206899615761021352e-02 -4.260411262342177485e-01
2.412136019361368344e-01 2.176566219831595206e-02 -4.337088976156058262e-01
2.117688869421952003e-01 2.298277693719711148e-02 -3.902450054775667976e-01
2.254418507581712472e-01 2.237912149034917975e-02 -4.102047156403099137e-01
2.234942374365467277e-01 2.247517512219647864e-02 -4.107981620565392955e-01
2.270589808042793312e-01 2.213454668331982580e-02 -4.018146371747262080e-01
2.310284322337510243e-01 2.199307786963264344e-02 -4.128381861767504990e-01
2.186172874039518099e-01 2.282429922134970521e-02 -4.072061562284201575e-01
2.381176344640585363e-01 2.187977599577976828e-02 -4.340413404758117766e-01
2.348067291916491328e-01 2.194543210143862569e-02 -4.202319598236886611e-01
2.278468229803265466e-01 2.245371857389091147e-02 -4.203255478641503284e-01
2.495572372127883298e-01 2.122748533328410597e-02 -4.332505300832031336e-01
2.240034791466558595e-01 2.221847849588490936e-02 -3.992278951775308782e-01
2.257724432458951824e-01 2.237842988385527893e-02 -4.128820058796398573e-01
2.457130039484463069e-01 2.161437445244251271e-02 -4.387334199132788548e-01
2.269832743344286641e-01 2.221613697864352130e-02 -4.065732432156676790e-01
2.168907113056792735e-01 2.272325968415096764e-02 -3.974026879526254552e-01
2.250315510770219962e-01 2.237502128088511566e-02 -4.095057653507080397e-01
2.258270617491975329e-01 2.246608059213449360e-02 -4.165351477295560212e-01
2.383322709740958167e-01 2.191072642988308589e-02 -4.384609660669325226e-01
2.319037606231368898e-01 2.215759973448629822e-02 -4.171772353519187515e-01
2.253042922290144912e-01 2.246317348925017110e-02 -4.161875368795815433e-01
2.430318005749545485e-01 2.153900910590375584e-02 -4.175535528613227854e-01
2.100064494334770160e-01 2.303187573063844931e-02 -3.874965205210021413e-01
2.138090853526939394e-01 2.288426803085294101e-02 -3.908463265618484783e-01
2.187752376796130438e-01 2.262314334001616981e-02 -4.007334209796091784e-01
2.025085597930174064e-01 2.347759901679019948e-02 -3.798815774813181223e-01
2.306895131859416637e-01 2.220915552307969540e-02 -4.184589112010298484e-01
2.161824425421094986e-01 2.277812490960829869e-02 -3.987226067092752846e-01
2.155868176851829521e-01 2.277148081513408889e-02 -3.964737444471476691e-01
2.126541738522260694e-01 2.283809234678466429e-02 -3.838711798306927436e-01
2.306840228037279061e-01 2.220676433618506626e-02 -4.178076280714548840e-01
2.096835174714655192e-01 2.311875800339422207e-02 -3.931933572904228180e-01
2.217693271221865547e-01 2.256139860008218173e-02 -4.079951444159048979e-01
2.317993607070585327e-01 2.214355795049199188e-02 -4.199243304909652252e-01
2.366410107272813867e-01 2.171107521547126218e-02 -4.163555957936748708e-01
2.354976231435017553e-01 2.199500384027479327e-02 -4.251409226423091825e-01
2.317762345218812303e-01 2.218595134239320643e-02 -4.159767641358025347e-01
2.342839186602125867e-01 2.196679434350257837e-02 -4.189906411610876402e-01
2.345522171298957126e-01 2.195555475784844238e-02 -4.205222478092539573e-01
2.214185444700909056e-01 2.270016982604498856e-02 -4.118791673911301743e-01
2.227148013800170911e-01 2.246750583910125248e-02 -4.052056300418230839e-01
2.148052759712968385e-01 2.285016901203910239e-02 -4.005893780382213665e-01
2.362800089291421379e-01 2.183772775297977697e-02 -4.180297338177518807e-01
2.162591274695830901e-01 2.283492571296548423e-02 -4.015148160435410007e-01
2.447497427858627006e-01 2.166892486196347195e-02 -4.349318369685315488e-01
1.937999924404478769e-01 2.394672965778396265e-02 -3.700325942223059439e-01
2.315439917777866174e-01 2.221405369260746887e-02 -4.212499903402119328e-01
2.315489268722783489e-01 2.201821271946987485e-02 -4.125399120678632237e-01
2.181198572129321445e-01 2.264467516809536701e-02 -4.054135456227773160e-01
2.183019361128553104e-01 2.274797267487030719e-02 -3.984967721101351223e-01
2.151557095939491404e-01 2.286767701826116633e-02 -3.998087547812496645e-01
2.325048073719582220e-01 2.190248368383730659e-02 -4.121450340200377704e-01
2.068979406706934476e-01 2.321164535773784579e-02 -3.889424432364452233e-01
2.241692452353565290e-01 2.221519484956701804e-02 -3.978312252939859572e-01
2.336808731258221972e-01 2.202426126088130251e-02 -4.268284509234638868e-01
2.332544159169620546e-01 2.178342819316614679e-02 -4.068443232473895055e-01
2.219250838642154999e-01 2.239735619627056251e-02 -3.957228958711385136e-01
2.189824126852466524e-01 2.268967708775105480e-02 -4.014693005154117422e-01
2.352552417199362811e-01 2.187427478048203228e-02 -4.184361058337531247e-01
2.319753711902372562e-01 2.207017151951503123e-02 -4.187381286134460590e-01
2.082029971503642773e-01 2.325134934269123405e-02 -3.889632355264364127e-01
2.398790943525694885e-01 2.167966856054433580e-02 -4.236948515674915372e-01
2.312130709555360042e-01 2.208378721083404522e-02 -4.146767408062377314e-01
2.209124714637609177e-01 2.250204326980141320e-02 -4.028072351959340880e-01
2.204457431090125485e-01 2.257496745048801629e-02 -3.979891870620980709e-01
2.138300055289601431e-01 2.297375372560645640e-02 -3.980784128158577628e-01
1.986937673464068688e-01 2.372018071613119297e-02 -3.748130536514142630e-01
2.256859367369046243e-01 2.227619601997733387e-02 -4.095667170825662007e-01
2.424268584431474860e-01 2.156256409115137399e-02 -4.264594911707496605e-01
2.062412830534807728e-01 2.332396418218957851e-02 -3.952085831095606405e-01
2.395119723269616419e-01 2.175678829263828426e-02 -4.210041819733502111e-01
2.226332868538012377e-01 2.245691532689187905e-02 -4.069381324584909754e-01
2.222296171753888050e-01 2.256635781062991605e-02 -4.107170458384885592e-01
2.197393573019914559e-01 2.270288718254468568e-02 -4.036726552679771318e-01
2.226716566615674076e-01 2.260196397516023303e-02 -4.103723430216178469e-01
2.191764810205913960e-01 2.266455691546679849e-02 -4.033533249700487211e-01
2.070885146360792461e-01 2.306390846370269879e-02 -3.754773805126953024e-01
2.236866425118464452e-01 2.228516088984461296e-02 -4.033713848419673287e-01
2.285346328135609006e-01 2.233146655288450327e-02 -4.218308641223413868e-01
2.431921867296478190e-01 2.165664654618346813e-02 -4.319429175334082993e-01
2.281044530141578264e-01 2.225738152010901111e-02 -4.142801394789088487e-01
2.414332736031756799e-01 2.160166149042074685e-02 -4.304598319397960893e-01
2.186113204406447963e-01 2.262273495152764338e-02 -4.002347628914587618e-01
2.146357263634954826e-01 2.272177823649957143e-02 -3.886479260379531731e-01
2.496343981271496038e-01 2.136882989836660918e-02 -4.446067401266500241e-01
2.274875381154928267e-01 2.233515597491202848e-02 -4.165120287931225462e-01
2.492754897827889060e-01 2.137861745921415535e-02 -4.367032097247024458e-01
2.464990231695929346e-01 2.153606666534859521e-02 -4.420729112317960396e-01
2.200046283694894189e-01 2.251657558287269850e-02 -4.015769328267195792e-01
2.495654486362737234e-01 2.121262971507381981e-02 -4.277618874539087512e-01
2.081370712294310366e-01 2.308546679159802564e-02 -3.829910086122551016e-01
2.279749692446975118e-01 2.230298663776655171e-02 -4.120978850138847793e-01
2.579338062865075276e-01 2.104911453069834015e-02 -4.515160650093409389e-01
2.234363380853128245e-01 2.234481744503900164e-02 -3.957971788467533614e-01
2.225669148997810876e-01 2.226437649394217427e-02 -3.887652618348693689e-01
2.196584360266371494e-01 2.271902768789101426e-02 -4.002005092714363554e-01
2.343161163356048959e-01 2.208044908602723594e-02 -4.287007368135445917e-01
2.431921867296478190e-01 2.165664654618346813e-02 -4.319429175334082993e-01
2.108148617408822645e-01 2.309277505552572579e-02 -3.958131353322663637e-01
2.331678499410743122e-01 2.207565037087843088e-02 -4.236447761823882718e-01
2.261126478452075705e-01 2.238029085935383175e-02 -4.155130853954106529e-01
2.393167299546778981e-01 2.166572216087643554e-02 -4.247246114710322429e-01
2.252437794167598817e-01 2.247339529620052956e-02 -4.187493771639778650e-01
2.260204687339144591e-01 2.237199889791313331e-02 -4.120878429251060293e-01
2.132775423022057470e-01 2.280951119581083042e-02 -3.869251545234781986e-01
2.331416068496909855e-01 2.217442558315234347e-02 -4.259213526844468634e-01
2.495904729022786483e-01 2.161485119645718128e-02 -4.522135023004179022e-01
2.550776617315211325e-01 2.096608120708010753e-02 -4.406263310861356919e-01
2.373275482689995997e-01 2.192986346675223491e-02 -4.300313906158058641e-01
2.243934478461873105e-01 2.241232715100567249e-02 -4.037222086481228045e-01
2.131486660233978814e-01 2.300931790962752743e-02 -3.990348014392375298e-01
2.466244567504896068e-01 2.134448356900319269e-02 -4.304100640640806663e-01
