weight logl c d e
0.000000000000000000e+00 -5.664943642848669503e+33 5.498330356130987084e-01 8.685750606090772985e-01 2.373029726509300330e-01
0.000000000000000000e+00 -5.502799589992922832e+33 7.680359077877776386e-01 8.292072511521731970e-01 3.373484809740456836e-01
0.000000000000000000e+00 -5.240997804899827140e+33 6.081540246560293017e-01 8.496995437828023245e-01 8.933588306926666389e-01
0.000000000000000000e+00 -4.611097686249796710e+33 5.610904979199733411e-01 8.614642396980073391e-01 5.322201409709717002e-01
0.000000000000000000e+00 -4.315771551783443601e+33 3.826551313108562669e-01 8.455543053632964545e-01 8.626238450148053793e-01
0.000000000000000000e+00 -3.582757077657897879e+33 8.645697234165410361e-01 8.170884867184965428e-01 3.748771055674369190e-01
0.000000000000000000e+00 -3.546163014510365584e+33 9.582704358390279342e-01 8.116596593565927886e-01 3.276213369843112844e-01
0.000000000000000000e+00 -3.388399007247893392e+33 8.880301083168451459e-01 8.149935563279692152e-01 8.042133438317450311e-01
0.000000000000000000e+00 -3.228101113412668801e+33 8.929594162587253248e-01 8.141380583907904533e-01 1.250622330482679123e-01
0.000000000000000000e+00 -3.119790182951670621e+33 4.301499783556991252e-01 8.538248833314596720e-01 3.331867837785480457e-01
0.000000000000000000e+00 -3.029290210343757429e+33 6.638498152160821064e-01 8.337023310076248084e-01 5.565379016171090321e-02
0.000000000000000000e+00 -3.018757267501849241e+33 1.238073903437469925e-01 8.143720563326782846e-01 5.481579430204555070e-01
0.000000000000000000e+00 -2.856595228559137078e+33 1.226209706306234937e-01 8.136581227171169051e-01 2.685985583927535947e-01
0.000000000000000000e+00 -2.839636970984949899e+33 7.485029262459889088e-01 8.232864078552990517e-01 1.568254797304716730e-01
0.000000000000000000e+00 -2.839278967207926994e+33 4.589782024359490009e-02 8.092913342367979990e-01 8.803346613900355777e-01
0.000000000000000000e+00 -2.775057581670137984e+33 9.454574045962720330e-01 8.094719737729247910e-01 7.119092589939565174e-01
0.000000000000000000e+00 -2.569654003153607372e+33 2.576814947719043847e-01 8.227119651033794057e-01 7.309367927277176102e-01
0.000000000000000000e+00 -1.939148992111739600e+33 2.189800464834184002e-01 8.160056740944822140e-01 4.774304163798008815e-01
0.000000000000000000e+00 -1.730797700823627539e+33 7.061398130522463790e-01 8.218788426853727014e-01 9.917381263135650604e-01
0.000000000000000000e+00 -1.565192680617930005e+33 8.424721381496047545e-02 8.044267433176155446e-01 8.274631256656764799e-01
0.000000000000000000e+00 -1.543178726191417380e+33 8.127577368728728935e-01 8.108708470287989689e-01 2.906016960693578177e-01
0.000000000000000000e+00 -1.536192562088551437e+33 9.376334761088722658e-01 8.030188209982951353e-01 7.505600508527213721e-01
0.000000000000000000e+00 -1.420163655592804534e+33 2.542593454373669459e-01 8.155045371575716517e-01 5.673174651164345494e-01
0.000000000000000000e+00 -1.365660773036665033e+33 5.947820716977662014e-01 8.371603184620566296e-01 3.413060575232746974e-01
0.000000000000000000e+00 -1.334383356863924304e+33 6.335082354127297144e-02 8.014361408378504192e-01 7.924408872500919854e-01
0.000000000000000000e+00 -1.314421993727374486e+33 3.553560129561306180e-01 8.269077994554717703e-01 6.303207418454821465e-01
0.000000000000000000e+00 -1.239399396774324724e+33 7.744456829802612852e-01 8.113598885898026802e-01 8.025223517730661893e-02
0.000000000000000000e+00 -1.187262960632394807e+33 6.481313802958260650e-01 8.251742401164876561e-01 6.000441137430760907e-01
0.000000000000000000e+00 -1.009522739989738005e+33 2.140977135943906706e-01 8.080292772538614221e-01 9.095479382204552099e-01
0.000000000000000000e+00 -9.966663428804661478e+32 7.367714551285887703e-01 8.122576729437553933e-01 8.660567023024802191e-01
0.000000000000000000e+00 -9.788544484336237108e+32 1.900101988580510382e-01 8.057932790901766174e-01 5.913740298717868882e-01
0.000000000000000000e+00 -8.871451867814416576e+32 3.485964072419838189e-01 8.212856303980476946e-01 8.586432215679624669e-01
0.000000000000000000e+00 -7.935485079690287166e+32 2.813562717405161395e-01 8.114614723192867807e-01 2.856996431056155750e-01
0.000000000000000000e+00 -7.823114721204478160e+32 7.895723701322141519e-01 8.047733661332096000e-01 3.729965753175245036e-01
0.000000000000000000e+00 -5.885507953433295227e+32 9.034389380188332375e-01 7.937695868449721193e-01 6.391333254537999720e-01
0.000000000000000000e+00 -5.854405751958208312e+32 5.076009011903745982e-01 8.858637671759025389e-01 6.159546006148758357e-01
0.000000000000000000e+00 -5.623412756235881788e+32 7.048024746819122610e-01 8.089820682596901014e-01 1.744044890962859196e-01
0.000000000000000000e+00 -5.604989529025119674e+32 1.569545334952830995e-01 7.969680880397681522e-01 2.260950106529280301e-01
0.000000000000000000e+00 -5.298158795311838333e+32 9.511298856695051818e-01 7.899542627754216895e-01 3.396819136121572713e-01
0.000000000000000000e+00 -5.188780419197819108e+32 5.101860860034095335e-01 8.776763284866619941e-01 1.942256845202308124e-01
0.000000000000000000e+00 -4.280209361513141817e+32 1.180854791464868159e-01 7.913448294803259175e-01 3.328916726900635892e-01
0.000000000000000000e+00 -4.111613330783120594e+32 7.470143585418599352e-01 8.009964874911404964e-01 5.205402995297896407e-01
0.000000000000000000e+00 -3.671878097523980544e+32 1.474855635437258838e-01 7.914250838708853930e-01 6.858592763331757824e-01
0.000000000000000000e+00 -3.579026870920906378e+32 5.442766772236904416e-01 8.392846900180983560e-01 5.459407060394336764e-01
0.000000000000000000e+00 -3.392515403765760497e+32 5.658490830357982837e-01 8.294537095593584874e-01 2.302504397770617217e-01
0.000000000000000000e+00 -3.209805356424859360e+32 5.679825899652768406e-02 7.845466497203787970e-01 6.120963734074559293e-01
0.000000000000000000e+00 -3.139695732181101910e+32 2.550798081578335985e-01 7.980632414438745270e-01 8.056276004883202724e-01
0.000000000000000000e+00 -2.880755692136264630e+32 1.060257345449033828e-02 7.809877354496814750e-01 5.425248315254888043e-01
0.000000000000000000e+00 -2.725447634277046110e+32 3.858083860786479802e-01 8.141358587025292470e-01 6.060458679169501428e-01
0.000000000000000000e+00 -2.577184848711274822e+32 8.268505611124746801e-01 7.890699570093172577e-01 5.496713835304731788e-01
0.000000000000000000e+00 -2.576616984789931937e+32 8.286944408953023089e-02 7.834030038898643911e-01 3.100099503680358026e-01
0.000000000000000000e+00 -2.012791600803545726e+32 5.226323131820956869e-01 8.481774755802448107e-01 9.306895606655775088e-01
0.000000000000000000e+00 -1.996135865370124956e+32 7.404323118667832659e-02 7.799522045666211767e-01 7.095273489571715109e-01
0.000000000000000000e+00 -1.824447915753709007e+32 1.161555976811599056e-01 7.813256870586693381e-01 2.609902723946334602e-01
0.000000000000000000e+00 -1.701640341324345307e+32 4.286554379378785251e-01 8.195867725996557329e-01 1.605994852369517778e-01
0.000000000000000000e+00 -1.655216567799695475e+32 3.601312828761060736e-01 8.036386583795293026e-01 3.363620594349927551e-01
0.000000000000000000e+00 -1.578995747517401225e+32 2.863959512604256075e-01 7.932598559156889273e-01 4.220104491761700327e-01
