weight logl a b
0.000000000000000000e+00 -2.607509937587729946e+05 -4.767882037475369705e-02 1.078760902681997980e+00
0.000000000000000000e+00 -2.606249243823964207e+05 -4.866763342958017186e-02 1.180419759806754509e+00
0.000000000000000000e+00 -2.601853235309686861e+05 3.009878753161232545e-02 1.438071661648046007e+00
0.000000000000000000e+00 -2.600148779415980389e+05 2.044223169166782539e-02 1.943081705395548031e+00
0.000000000000000000e+00 -2.593668805686715059e+05 2.796950269233736130e-02 1.550105838263843516e+00
0.000000000000000000e+00 -2.577419217727690120e+05 2.033909844112076482e-02 1.936984392592706605e+00
0.000000000000000000e+00 -2.571507822881171887e+05 -2.070764949667751667e-02 -9.682365590400108246e-01
0.000000000000000000e+00 -2.570474343046435679e+05 -4.058928811423853644e-02 4.609101940964479560e-01
0.000000000000000000e+00 -2.556010031286878220e+05 2.141164941145082268e-02 1.872790824674693599e+00
0.000000000000000000e+00 -2.554361805057886813e+05 4.642037536692684985e-02 4.211728424042915364e-01
0.000000000000000000e+00 -2.550826411001891829e+05 -4.632926957695654435e-02 9.952868436812063457e-01
0.000000000000000000e+00 -2.544367728406438837e+05 -4.268689685372824283e-02 6.618593357760440554e-01
0.000000000000000000e+00 -2.543997830281327770e+05 2.606713028445802049e-02 1.626640357446861973e+00
0.000000000000000000e+00 -2.535858389912329149e+05 -4.733257481758438440e-02 1.108585935581166471e+00
0.000000000000000000e+00 -2.526324650025136652e+05 2.725565120742765024e-02 1.554321555617693473e+00
0.000000000000000000e+00 -2.525712518100192538e+05 -1.429751759197074590e-02 -1.330159633356677862e+00
0.000000000000000000e+00 -2.509637670164827141e+05 -4.463416000538966699e-02 8.679275677763027552e-01
0.000000000000000000e+00 -2.507900442307893827e+05 3.882589349297907444e-02 8.814604046231946377e-01
0.000000000000000000e+00 -2.501685746812932193e+05 -3.823045022882905208e-02 3.149369747346160153e-01
