a b
1.006458074541451836e-02 -8.614703948664526045e-02
9.816361559723388308e-03 -7.752971624268645279e-02
9.863061009866072593e-03 -7.938523133245567465e-02
1.016665436673005324e-02 -8.784665825045245846e-02
1.010418971511599373e-02 -8.894966912960100558e-02
1.013473346723864355e-02 -8.773564359396135437e-02
1.001368416127638300e-02 -8.626213435355256642e-02
1.015270910384667713e-02 -9.488769441559696816e-02
1.006191520961591257e-02 -8.556181661567863195e-02
1.011799675453926850e-02 -9.949503102455503623e-02
1.015639411585613633e-02 -9.878321318385574479e-02
1.005288333221630859e-02 -8.761914109460455791e-02
1.003277411097339838e-02 -8.861484842210232138e-02
1.002461745859580672e-02 -8.287562884437815747e-02
1.017387266047112965e-02 -9.409248999515984480e-02
1.010999487984352158e-02 -9.667135555125505597e-02
1.006256342921867108e-02 -8.593197715258682479e-02
1.004206879633930821e-02 -8.960100859890851588e-02
1.008568384664291356e-02 -9.147825272104403993e-02
1.006036945717446451e-02 -8.658246178682893479e-02
1.004880681524703695e-02 -8.532161800413162744e-02
1.010511295413372285e-02 -9.548228531791314033e-02
1.010034797924123234e-02 -9.470337734289202558e-02
1.018139732976884593e-02 -9.183998134019977222e-02
1.023670622277171594e-02 -9.001174266614575536e-02
1.009664132682887988e-02 -9.451926553705947143e-02
1.016294677452027340e-02 -9.090454079555709832e-02
1.011380475358484438e-02 -9.256881805578731637e-02
1.006468784485722162e-02 -8.396986550854612652e-02
1.005373553297386063e-02 -9.167463491315253066e-02
9.942147998570557976e-03 -8.765280093497884728e-02
9.987103254798103402e-03 -8.460300207959559060e-02
1.008851623108140971e-02 -9.468038674883150208e-02
9.973184102343678192e-03 -8.753940051048725302e-02
1.020668598352042489e-02 -9.820616041194196733e-02
1.006086438230650165e-02 -8.932868027069384986e-02
1.001149440471048313e-02 -9.030033348264843163e-02
1.025854389847643405e-02 -9.733588587361041711e-02
1.007189625269816480e-02 -9.090716419497368861e-02
1.002759506459600936e-02 -8.621961399288879946e-02
1.019106999141744518e-02 -9.322432889343601481e-02
1.014948889948254912e-02 -8.856071331223569487e-02
1.013985328530701835e-02 -9.239964807203882025e-02
1.017215642595557801e-02 -9.624024192180291593e-02
1.002236701954252462e-02 -8.321675876782919090e-02
1.010966242371273693e-02 -8.847204183461010452e-02
9.964947524229071651e-03 -8.729486367162220262e-02
1.022756329160647015e-02 -9.044449408691312975e-02
1.007273982666299916e-02 -9.169791225642653920e-02
1.006729154244069557e-02 -9.333473236094325109e-02
1.023010834243254230e-02 -8.715056363323037125e-02
1.013262887777786891e-02 -9.062050901928997426e-02
1.014872231649190104e-02 -8.686507243265984002e-02
9.937474733658704928e-03 -8.567637570625974419e-02
1.011438343672457080e-02 -9.661626415895718800e-02
9.998280198527373375e-03 -9.152589452873316489e-02
1.018681773032110993e-02 -9.723432419692046302e-02
1.006185337555318832e-02 -9.388413485215507670e-02
1.030305502102154408e-02 -9.587139455147508649e-02
1.017245214985001978e-02 -9.267403421625175497e-02
1.005909536397682491e-02 -9.054969485808483931e-02
1.017900123436334126e-02 -9.695578305559693355e-02
1.009970813195506384e-02 -9.236612202640892555e-02
1.013817707101958426e-02 -8.658964744979447126e-02
1.017453183949534878e-02 -8.610633604560313792e-02
1.008559845892196410e-02 -8.753251042380116864e-02
1.007562335323471114e-02 -8.856882502526008949e-02
1.008449205599602772e-02 -9.233168815893555426e-02
1.017583218197183614e-02 -9.856571750304832236e-02
1.004457553393348773e-02 -8.208198144495182369e-02
9.992267482589134442e-03 -8.787297709851205063e-02
1.004217122132303880e-02 -8.994940604791556993e-02
1.000591706947240311e-02 -8.565445913437419456e-02
1.007101080684343758e-02 -9.194358999440477298e-02
1.028025627178637963e-02 -9.918023993527591564e-02
1.000713044191840762e-02 -8.926225261761344676e-02
1.012949851295104342e-02 -9.170946277974079131e-02
1.025737481674451196e-02 -9.624096882325106073e-02
1.005149518715855311e-02 -7.996543871766381706e-02
9.927074942618949183e-03 -8.935725305512054462e-02
1.003852416201232722e-02 -8.678926633367956001e-02
9.995742891315106959e-03 -8.680719074805609559e-02
1.023398323179944974e-02 -9.641002105989415760e-02
9.979197360996137911e-03 -8.559570414484252154e-02
1.019474962386300587e-02 -1.014641070115576138e-01
9.992530408055110003e-03 -8.618171452300127378e-02
1.009258585837722461e-02 -9.168932016872588520e-02
1.008571576105191797e-02 -8.910056762141116415e-02
1.004760095315110346e-02 -9.327096337509144242e-02
9.986872485078970851e-03 -8.348772241737489885e-02
1.014154645413734013e-02 -9.206006127023624863e-02
1.027510550016058621e-02 -9.666057089116097956e-02
1.006999949032000297e-02 -8.968499167392973703e-02
1.034504340848677734e-02 -1.050563475772787747e-01
1.009718053243955499e-02 -8.520755224389953142e-02
1.011122137872781657e-02 -8.644022837739373522e-02
9.986019350532136796e-03 -8.474027578888243539e-02
1.020337165090194620e-02 -9.161720200722522911e-02
1.013975266207689518e-02 -9.280965472512225922e-02
1.004050895149758565e-02 -8.768336509573870785e-02
1.015756438371745451e-02 -9.224035949043796201e-02
1.010159484741244423e-02 -8.809228772977717448e-02
1.026896926265236099e-02 -9.952323837118259853e-02
1.008981517430403846e-02 -8.795744970218888348e-02
1.014086677657084767e-02 -9.326159229121611105e-02
1.008461652823942206e-02 -8.627813240435511233e-02
1.006413178556297972e-02 -8.756878298962900153e-02
1.011984558653802185e-02 -9.384016484983770390e-02
1.010395391405490007e-02 -9.125354825915144019e-02
1.000250042583657184e-02 -8.209781455256481841e-02
1.018685671851858598e-02 -9.349735776318257585e-02
1.022752577217168890e-02 -9.278018882901517550e-02
1.004124232104027653e-02 -9.009693960722442441e-02
1.008736685052803728e-02 -9.471841542038639261e-02
1.013239327265202938e-02 -9.642756526084927948e-02
1.001408872310123599e-02 -8.362804973943971376e-02
1.022939600476774347e-02 -9.559451085049164298e-02
1.001370063669144994e-02 -9.106010520314411494e-02
1.011009713945763139e-02 -8.825498701925593714e-02
9.994738052555837693e-03 -8.390697397011037673e-02
1.008484127064307456e-02 -9.031895111578291946e-02
1.018140619914538469e-02 -9.675080558176429868e-02
1.002840773103826771e-02 -9.091296987199815050e-02
1.007793516043618137e-02 -8.953702668952678856e-02
1.009863157598946820e-02 -8.908534257014233404e-02
1.021051629291699209e-02 -9.749064648517657972e-02
1.017840150869194632e-02 -9.749744373623747684e-02
1.022239148557328725e-02 -9.345509621159098224e-02
9.952421520762241847e-03 -8.636809730058714329e-02
9.911328222789894671e-03 -8.180753945124363824e-02
1.009547358165187314e-02 -9.421271617102089380e-02
1.011424842974761873e-02 -9.542972590451226367e-02
1.003774927937939321e-02 -9.314246625906030808e-02
1.013994569840655224e-02 -9.500724019468997916e-02
9.970140651646738905e-03 -8.373548970295030536e-02
1.021831796024950251e-02 -9.604575716221619430e-02
1.010872157798858861e-02 -9.580772491696687432e-02
1.010532508682984026e-02 -8.447162810000974353e-02
1.000053411095687406e-02 -8.364688374514983593e-02
1.015639411585613633e-02 -9.878321318385574479e-02
9.902797607914903821e-03 -7.950240439011269089e-02
1.009222720960114422e-02 -9.320223988910636415e-02
1.007319478593532436e-02 -8.711714681043414288e-02
1.036501361709072505e-02 -1.001814452836784497e-01
1.029100333009143331e-02 -9.873287615835724118e-02
1.001350042569987275e-02 -8.740686973392541859e-02
9.893647171273591001e-03 -8.604037796977204167e-02
1.001799727670096146e-02 -8.509038153424341999e-02
1.014586001876708471e-02 -9.046516217376265878e-02
9.856124603696538033e-03 -7.695694902431204909e-02
9.919940219891398847e-03 -8.469269854737837555e-02
1.014692503754668212e-02 -9.271453387023242954e-02
1.006685009661291430e-02 -9.383982333716600621e-02
1.012232003266057973e-02 -8.948090136974906628e-02
1.005341056734147809e-02 -8.049834484123175038e-02
9.939845429163630952e-03 -8.045402507509846757e-02
9.980149858206291413e-03 -8.184493797770997503e-02
1.007241998735288607e-02 -8.789758036503592109e-02
1.007423463478216569e-02 -8.768737902057566203e-02
1.015133105995005142e-02 -9.274213755504989720e-02
1.005797093508035284e-02 -8.880106901295325983e-02
1.001841440278501694e-02 -9.698684015617620169e-02
1.011462671495762244e-02 -9.153048003789487908e-02
1.005969860577830138e-02 -8.754284759191910403e-02
1.010768470698275578e-02 -8.741247513905503475e-02
1.019027784913810464e-02 -9.756835859703572034e-02
9.940132490067553339e-03 -7.724796173234937946e-02
1.001107943824871421e-02 -7.606773002267219752e-02
1.007673639780821973e-02 -9.127063627889930864e-02
1.016307736876387313e-02 -9.664202351625839071e-02
1.013731765899730103e-02 -9.056794161555203893e-02
1.011434412389876358e-02 -9.513397413223789734e-02
1.017840150869194632e-02 -9.749744373623747684e-02
9.917832019352298967e-03 -8.507559553113797080e-02
1.017859313621449768e-02 -9.606192610188490910e-02
9.862882377065319839e-03 -7.858546094499585521e-02
1.024580404369326153e-02 -9.684344122794819043e-02
1.029002147870641121e-02 -1.031160972473128545e-01
9.950217497759449026e-03 -8.059836702099665295e-02
1.014442050218019448e-02 -9.247811742314615557e-02
1.011714624014196234e-02 -9.062806006223245170e-02
1.001799727670096146e-02 -8.509038153424341999e-02
1.018829784833073099e-02 -9.048116041512987984e-02
1.018614786311949905e-02 -9.815803132340272796e-02
1.015009703743878500e-02 -9.130387310296628200e-02
1.006677780396440097e-02 -9.058052031467878074e-02
9.855554337963222389e-03 -8.074765689501983701e-02
1.017156638355234261e-02 -9.977517940626468018e-02
1.007394850475647197e-02 -9.815433363426717683e-02
1.029507291040946543e-02 -1.070930333572901461e-01
1.005435950039954701e-02 -8.783930126611538824e-02
1.019736485673676529e-02 -9.427088185100851447e-02
1.023463988838332200e-02 -1.055843696141334220e-01
1.005300548461394300e-02 -9.223379000909748271e-02
1.006310816874594893e-02 -9.236389064356886891e-02
9.984338573835162267e-03 -8.288082135181062959e-02
1.039091172265194096e-02 -1.026208884415735767e-01
1.019408863245666735e-02 -8.833200965027954155e-02
1.025190054147932101e-02 -9.578836058636119866e-02
1.011322465662124748e-02 -8.946553121364608785e-02
1.006707017895356465e-02 -9.235580586565550476e-02
1.029002147870641121e-02 -1.031160972473128545e-01
1.005755426252249313e-02 -8.769949502798413121e-02
1.009480125331012335e-02 -8.690163603079037458e-02
1.007512641925255303e-02 -9.428802630834520748e-02
1.007237849461641022e-02 -8.793854416429436327e-02
1.020337165090194620e-02 -9.161720200722522911e-02
1.000842602958844363e-02 -8.454510840128315330e-02
1.022089388494708956e-02 -9.547463664183930554e-02
1.012688318105817858e-02 -8.770362561337763374e-02
1.010773768094867103e-02 -9.298421698110770350e-02
1.022061119738261470e-02 -9.201234826675630529e-02
1.002489313056040970e-02 -8.422199838941546446e-02
1.006791929858909945e-02 -8.577975895897371750e-02
1.006695817805471072e-02 -8.971220335595875284e-02
1.006866035219851352e-02 -8.808655125563480404e-02
1.014681052308342990e-02 -9.556915787676167895e-02
1.005033820631619917e-02 -9.193861472213704644e-02
1.020103689410345460e-02 -9.429200229343503992e-02
1.002494311572991320e-02 -8.270905317617205377e-02
1.021261526868288971e-02 -1.003184960672081072e-01
9.963205273652610272e-03 -8.942698863823816957e-02
1.015618547928302112e-02 -8.817658782973358811e-02
1.003224386310279381e-02 -8.303697298540746452e-02
1.002477589403651115e-02 -9.010006761007405274e-02
1.008687250030859683e-02 -8.992285473264849394e-02
1.008005628108926688e-02 -8.778794407333112559e-02
1.006310816874594893e-02 -9.236389064356886891e-02
1.017308354156028910e-02 -9.448182089916756787e-02
1.013719258066846096e-02 -9.428455126045087731e-02
1.007968668843197552e-02 -8.726042874189299248e-02
1.011967014273308652e-02 -9.429625412462749878e-02
9.927688019864357172e-03 -8.774319244683992380e-02
1.021496412609409349e-02 -9.907520660528068568e-02
9.933854022815602480e-03 -7.962155380802871107e-02
1.005352607081211325e-02 -8.547847257805685217e-02
1.020776809587513323e-02 -1.002041076596749125e-01
1.006574002746679630e-02 -8.761827576460379241e-02
1.015233664947245984e-02 -9.522099511833670427e-02
1.005539466521524622e-02 -8.225452256647769467e-02
9.925018134694110761e-03 -8.312682103742918827e-02
1.007506158010969960e-02 -9.043019078011149681e-02
1.014522433315099420e-02 -9.364522926547658166e-02
1.011835632470463320e-02 -9.230931166224998208e-02
1.006331436896973353e-02 -9.604174213691019091e-02
1.029937539443667033e-02 -1.032615341880978033e-01
1.002052850916260868e-02 -8.195701117138209923e-02
1.017770698053436368e-02 -9.570519788537334982e-02
1.001903696814869515e-02 -9.199971099417481035e-02
9.987720626211504804e-03 -9.051142579436444180e-02
1.011275045285048302e-02 -9.028027741439559328e-02
1.011424842974761873e-02 -9.542972590451226367e-02
1.011652925302253259e-02 -9.450959670776093446e-02
1.004331196530640347e-02 -9.136086343852034553e-02
1.014862693028401042e-02 -8.951526438131574004e-02
1.007423463478216569e-02 -8.768737902057566203e-02
1.028412548939321158e-02 -9.860803260119155311e-02
1.017308354156028910e-02 -9.448182089916756787e-02
1.022210385253750214e-02 -9.425616637435041412e-02
1.020823743333676425e-02 -9.631026223559646660e-02
9.963486657341494301e-03 -8.185865267279468505e-02
9.861819925995718439e-03 -8.234072740294240411e-02
1.002840773103826771e-02 -9.091296987199815050e-02
1.010139947561464885e-02 -9.658113888483921272e-02
1.010434977554487690e-02 -9.130337163870283490e-02
1.014957523914795934e-02 -9.257309125563972785e-02
9.977797800748020030e-03 -8.359835024951189908e-02
1.000084126900951942e-02 -8.511252711582706354e-02
1.005289082725527999e-02 -8.443430607560498125e-02
1.023637395924041626e-02 -9.375363025274707773e-02
1.005894026604779723e-02 -9.137466984690578720e-02
1.018222628033079585e-02 -9.799983634736197935e-02
1.005279287243576736e-02 -9.029308729614293760e-02
1.013014316976221935e-02 -8.819614860937319278e-02
1.014728616049639237e-02 -9.074890907183452704e-02
9.963505180757038782e-03 -8.273063674591774053e-02
9.898451625008776456e-03 -8.523148609973985046e-02
1.012975263054446268e-02 -9.585141001475405709e-02
1.012108490164196489e-02 -8.734346817344285085e-02
1.015213571277799598e-02 -9.528208670093452071e-02
1.015209604515222852e-02 -9.400285438258015880e-02
1.001903696814869515e-02 -9.199971099417481035e-02
1.008867637121541039e-02 -9.219214060593672322e-02
1.009480125331012335e-02 -8.690163603079037458e-02
1.014299530057262422e-02 -9.042543793353097215e-02
1.012103972335109958e-02 -9.227731160515650899e-02
1.013940947894569067e-02 -9.493019210046815815e-02
1.017445744454660572e-02 -9.436526115156573802e-02
9.897703321344729355e-03 -7.990495208749615053e-02
1.006468784485722162e-02 -8.396986550854612652e-02
1.013820834927109393e-02 -9.581761010592160233e-02
1.005230256183363424e-02 -9.531768092658166047e-02
1.011039345352628127e-02 -9.566478248998588896e-02
1.004046476386076525e-02 -9.275738003601885495e-02
9.978028317234967359e-03 -8.461776891740901974e-02
9.995975668697330840e-03 -8.935217619776292253e-02
1.013511172902774315e-02 -8.935289964794224105e-02
1.013151473712557010e-02 -9.134709369732618711e-02
1.004201296940517713e-02 -9.064900054718161293e-02
1.008502444986410229e-02 -8.548922439377770743e-02
1.022397623390619570e-02 -1.016844971497476990e-01
1.004356543965327642e-02 -8.525331597037677511e-02
1.004971441138193672e-02 -9.129850366356384583e-02
1.010327817296963193e-02 -9.183248845508207303e-02
1.021040037824040569e-02 -9.677586829517492717e-02
1.010164071624237991e-02 -9.014588151060709542e-02
1.018139732976884593e-02 -9.183998134019977222e-02
1.000249982792177084e-02 -8.240249797196930182e-02
1.003732514588678848e-02 -9.182824914019982465e-02
1.015202235116259566e-02 -9.407548343783234124e-02
9.937474733658704928e-03 -8.567637570625974419e-02
1.018152740205258144e-02 -8.757577531268245785e-02
1.010187397407864840e-02 -8.781338335192168110e-02
1.023742301352760509e-02 -9.917076006337910421e-02
1.019223599219837295e-02 -9.229210167120260877e-02
1.016293006461924803e-02 -9.295697062110841458e-02
1.012544247958728494e-02 -8.768114852201835951e-02
1.008815721554062739e-02 -9.016231321814505151e-02
1.015904575674984878e-02 -9.433948481060161484e-02
1.019283761049026571e-02 -9.063971588961639014e-02
9.959911632673325299e-03 -8.589018460634778585e-02
1.007727935170103090e-02 -8.853019963600883280e-02
1.019053171460341384e-02 -9.136736742038409353e-02
1.014620077911924934e-02 -9.714921644856566729e-02
1.020418308158795029e-02 -9.661547969587314100e-02
1.015535200014770767e-02 -1.018023822770630638e-01
1.018522601045622478e-02 -9.848146282474501412e-02
1.011221798876624917e-02 -9.346004127116436244e-02
1.026344306994818323e-02 -9.895118065941121976e-02
1.011330156546101644e-02 -9.147541433533756816e-02
1.026498185106410055e-02 -9.441625304432488264e-02
9.994979894992352121e-03 -9.361541286710450827e-02
1.017234767469932244e-02 -9.391038370962134785e-02
1.013418599087634320e-02 -9.235232842546658993e-02
1.008550214940164003e-02 -8.362257495520553086e-02
1.020946217711614368e-02 -9.347035053135233085e-02
1.008486643881673084e-02 -9.073886616757298462e-02
9.975849204414924398e-03 -8.750299794490845606e-02
1.002370110246151441e-02 -9.452778286690399767e-02
1.005300548461394300e-02 -9.223379000909748271e-02
1.010525396919700197e-02 -9.418332444548327409e-02
1.018928526094020626e-02 -9.098581029068153470e-02
1.017641030483300291e-02 -9.699200264848584219e-02
1.032264164042560189e-02 -9.605712058362225747e-02
1.012930134740647192e-02 -9.459702198552211172e-02
1.004583209053910853e-02 -8.684216001289790654e-02
1.023263241974928933e-02 -9.926963483727391235e-02
1.028347052825703128e-02 -9.942161259327919609e-02
1.023176937846244361e-02 -9.150298746389151638e-02
1.017821310801442225e-02 -9.629152766802562269e-02
1.010139947561464885e-02 -9.658113888483921272e-02
9.944471874270076339e-03 -8.358612267697496101e-02
1.005807678953694884e-02 -8.307706017097027384e-02
1.018573279569735812e-02 -9.965630185261464824e-02
1.018370271649245845e-02 -9.650886697942828718e-02
1.017821310801442225e-02 -9.629152766802562269e-02
1.008230686046688446e-02 -9.111288062483868799e-02
1.017445701963850396e-02 -1.014890609909564478e-01
1.022377226174051718e-02 -9.323874521997033149e-02
1.011757781266497958e-02 -8.877988182017593211e-02
1.020810897039681198e-02 -9.441920168631123822e-02
1.005307541140937344e-02 -8.299707173192394372e-02
1.016002644886886130e-02 -8.971179230655179637e-02
1.010772833942964744e-02 -9.009259946765468818e-02
1.002642794120436193e-02 -8.561316795443496552e-02
1.022939600476774347e-02 -9.559451085049164298e-02
9.933102946742489170e-03 -7.869828793395594602e-02
1.012215590844917079e-02 -9.000193773486397930e-02
1.013216584275464932e-02 -8.787953099088796627e-02
1.007048119641211492e-02 -9.144049513437702004e-02
1.007851099252475569e-02 -8.936975692588200459e-02
9.959675788795183116e-03 -8.441376931245980764e-02
1.016098015878624805e-02 -8.794083145881215202e-02
1.008943844364064424e-02 -9.188525839560890418e-02
1.009930322306292622e-02 -9.007456963281668116e-02
1.009922449217814933e-02 -8.835984374946770359e-02
1.016928178463501198e-02 -9.120419557271675082e-02
1.002362054765111588e-02 -8.651872888073564027e-02
1.013400799723779278e-02 -8.814028326307821182e-02
1.028116040850559493e-02 -1.002678310000133521e-01
1.007180200400413506e-02 -9.084247073221130009e-02
1.014378019707268264e-02 -9.665876401751405389e-02
9.993074645043474591e-03 -8.800624871266893301e-02
1.002864473622636782e-02 -9.289567450233171542e-02
1.011534288164604722e-02 -9.645918251377794128e-02
1.005072966686197666e-02 -8.934420860085490190e-02
9.992350205009804809e-03 -8.552121025836223467e-02
9.899131556040274837e-03 -7.577679265000525355e-02
1.011009713945763139e-02 -8.825498701925593714e-02
1.016834938341300287e-02 -1.030960993919229907e-01
9.978043696822945507e-03 -9.130078413366815582e-02
1.008534406979395837e-02 -9.089064686404180193e-02
1.021030024869582636e-02 -9.565173146906369439e-02
9.909438931347568091e-03 -8.239950026245201897e-02
1.024991144524073361e-02 -9.664692100974558997e-02
9.981768431088236526e-03 -8.428368050387557986e-02
1.027510550016058621e-02 -9.666057089116097956e-02
1.019572086594437016e-02 -8.541294776036312264e-02
1.023666989080684875e-02 -9.706075870686792229e-02
1.015506241089294409e-02 -9.765410433391252809e-02
1.009831868926593795e-02 -9.540850295092040412e-02
9.907107530868465572e-03 -8.647930231620448716e-02
1.015998329827281360e-02 -9.600270631674101551e-02
1.022210385253750214e-02 -9.425616637435041412e-02
1.015764545370403255e-02 -1.023240271809884305e-01
1.021706849144711493e-02 -9.926594578335845576e-02
1.026543468262786085e-02 -9.922218992207887389e-02
1.011062346987252891e-02 -9.510757951942938604e-02
1.024332324282432177e-02 -9.930263719072951467e-02
1.020582298267593696e-02 -9.070051351480756807e-02
1.011414159801862084e-02 -8.896075498134181636e-02
1.024822945396926255e-02 -9.448575190414842950e-02
1.017183142747211250e-02 -9.718698452275464916e-02
1.014848821467836254e-02 -9.325038695037290992e-02
1.013702392178757877e-02 -9.124409261703791962e-02
1.016393232102490163e-02 -9.324824593522507143e-02
1.016909270856596048e-02 -9.412777764290480853e-02
1.027455017371031731e-02 -9.857421983391478904e-02
1.014690543154134206e-02 -9.405417367565283016e-02
9.995747365918052074e-03 -8.587345259292078481e-02
1.039637991558842872e-02 -1.041245880793844059e-01
1.002489313056040970e-02 -8.422199838941546446e-02
1.008134167095457723e-02 -8.932360768764846526e-02
1.016742858008817807e-02 -9.564217154278731314e-02
1.004841214070799349e-02 -9.128285401478075656e-02
1.016885336672788964e-02 -8.650639112461266933e-02
1.014592975201857039e-02 -9.317802952385934034e-02
1.008416901590403203e-02 -8.802591165124717953e-02
1.019616512131819169e-02 -9.409634078877404662e-02
1.008642240818061891e-02 -9.258343961551274148e-02
1.015781549821732910e-02 -9.766494767987565773e-02
1.018154703535528727e-02 -9.626424154711199499e-02
9.931720180303381385e-03 -8.906929705303645584e-02
1.015115773051973591e-02 -8.968009207856209031e-02
9.942982293939230110e-03 -8.266743006854770925e-02
1.017031112783870622e-02 -9.175006559662768346e-02
1.025678918957666219e-02 -9.107493717616144124e-02
1.008606539328615881e-02 -8.816773422298274099e-02
9.993963250597148740e-03 -7.958947114277359347e-02
9.943019401101496624e-03 -8.168299840845993920e-02
1.014107275950650033e-02 -8.849660553540505958e-02
1.027795601224611166e-02 -9.339077635107595476e-02
1.010883628917891297e-02 -8.423068110959941457e-02
9.946403678039603125e-03 -8.004766146207353827e-02
1.008644456772624098e-02 -8.800324033179895977e-02
1.012692833892089167e-02 -9.314171335033361032e-02
9.958876860851374746e-03 -8.833163174062530487e-02
1.001629527224467964e-02 -8.519533678917046160e-02
9.950984512060667697e-03 -8.980813437223322815e-02
1.004106814020835209e-02 -8.234471464132475660e-02
9.937937944668608081e-03 -8.224258120100413905e-02
1.016928178463501198e-02 -9.120419557271675082e-02
1.002988535050824970e-02 -8.373038288274137209e-02
9.984733496955777721e-03 -8.863540371546640984e-02
9.991086114836622567e-03 -8.670512307787237027e-02
1.014339197594806008e-02 -9.339027595339244314e-02
1.004393690866578481e-02 -9.110270936195163927e-02
1.016499907133384950e-02 -9.901248100671766750e-02
1.008492058936275720e-02 -9.489416303056219526e-02
1.003962500428193932e-02 -8.812291821294704341e-02
9.903111399726702291e-03 -8.324017323249099931e-02
1.002840773103826771e-02 -9.091296987199815050e-02
1.003876847113179677e-02 -8.826096558192264574e-02
1.013168972329801798e-02 -9.229340449764800169e-02
1.014888677035123005e-02 -9.148951438368646549e-02
1.024932384461437612e-02 -9.660439780676388644e-02
1.001376184097386990e-02 -8.396611479810811574e-02
1.018641314744793414e-02 -9.040933215989310767e-02
1.008487407409190684e-02 -8.949827241644747744e-02
1.010149840874272759e-02 -9.162328963313548513e-02
1.018501510705988045e-02 -9.181772059444059941e-02
1.016215136906075539e-02 -9.405427638398888845e-02
1.010347489157244899e-02 -9.320359202184214098e-02
1.009664132682887988e-02 -9.451926553705947143e-02
1.005861099328978631e-02 -8.853515263246070077e-02
1.030251757511461974e-02 -1.023077953334559087e-01
9.996535535726658317e-03 -8.300605207708855460e-02
9.971369475505309499e-03 -8.327730118744280929e-02
1.016223293159068675e-02 -9.221016399477877101e-02
1.016488296928189788e-02 -9.242439209671293732e-02
1.002362054765111588e-02 -8.651872888073564027e-02
1.005123404715980995e-02 -8.967697260700457917e-02
1.005212838581424906e-02 -8.281700461663410451e-02
1.013074084286354204e-02 -8.818144977342767810e-02
1.009638391333548407e-02 -8.804600852533539523e-02
1.007686591516464281e-02 -9.531650188178919514e-02
1.007241998735288607e-02 -8.789758036503592109e-02
1.015672576559330936e-02 -9.575779837901721159e-02
1.005801238581029156e-02 -9.274326490199791273e-02
1.028571931179250720e-02 -9.433614436063919584e-02
1.004364154624996786e-02 -8.610267307418228988e-02
1.019240724604282555e-02 -9.184031968276840097e-02
1.003902989044817839e-02 -8.730136248562869739e-02
1.002083500292688667e-02 -9.455567039778633998e-02
1.015504317293384334e-02 -9.449048826001904544e-02
1.009851457004042052e-02 -8.647833840818330842e-02
9.964734038813871653e-03 -8.310214484021938297e-02
1.014803390607528499e-02 -9.299144856836383255e-02
1.006007429976464584e-02 -9.214387662227085940e-02
1.013517308406759743e-02 -9.297391997740400704e-02
9.977444469457565079e-03 -8.450699931109539875e-02
1.013932625254503062e-02 -9.033808902877948910e-02
1.003485927853050436e-02 -9.221012078666235290e-02
1.020842371430687873e-02 -1.008041214315846812e-01
1.004146984341382220e-02 -9.062528475659137328e-02
1.009619397755379122e-02 -9.067988406568372461e-02
1.007122044481194301e-02 -9.339191430410487271e-02
1.020095444195102952e-02 -9.450638831311386490e-02
1.006185337555318832e-02 -9.388413485215507670e-02
1.002667110623146896e-02 -9.538904883898902121e-02
1.034815054687795305e-02 -9.849419629254052566e-02
1.016039157610172661e-02 -9.250931322139277491e-02
1.007308696281683513e-02 -8.994837537663280536e-02
1.017156638355234261e-02 -9.977517940626468018e-02
1.012786704206254662e-02 -9.129953588910888485e-02
1.032017980659179907e-02 -1.013138407217559767e-01
1.014794990088975501e-02 -9.605893274636123635e-02
1.006378547409242374e-02 -9.750362701277426325e-02
1.031263959977163358e-02 -9.914344021247711858e-02
1.004206879633930821e-02 -8.960100859890851588e-02
1.007854245678156679e-02 -9.170407793976509403e-02
1.002350732703285313e-02 -8.723706219330118472e-02
1.016457026825053761e-02 -9.414262445332677309e-02
1.008750755762470586e-02 -9.371536896525523019e-02
1.014459080003680957e-02 -9.436148504871888498e-02
1.027940915832825652e-02 -9.687152086277506235e-02
1.016464844397155926e-02 -9.196758583848252400e-02
1.004046476386076525e-02 -9.275738003601885495e-02
1.010489210440525254e-02 -9.037624788355502758e-02
1.001149440471048313e-02 -9.030033348264843163e-02
1.007666645742346517e-02 -8.935436016321718355e-02
1.010187397407864840e-02 -8.781338335192168110e-02
1.002655500069341704e-02 -9.290355452264664748e-02
1.003130987940432928e-02 -8.474147417910615765e-02
1.003542537751632435e-02 -8.802510633476012814e-02
1.003969885130141793e-02 -9.278558487653087994e-02
9.898184079173713568e-03 -8.408019981423864309e-02
1.029841823679848029e-02 -1.027480796682289643e-01
1.019577937050323430e-02 -9.248903199028646327e-02
1.018248572458094886e-02 -9.099293258791285588e-02
1.006840340276060619e-02 -9.284779439255808065e-02
9.909178700189501254e-03 -7.705997298594624567e-02
1.016387924004220900e-02 -9.260978674311126646e-02
1.009384699142081010e-02 -8.796461996708693221e-02
9.995742891315106959e-03 -8.680719074805609559e-02
1.009647509577064201e-02 -9.758847142463289437e-02
1.021485648260869045e-02 -9.790379483914923853e-02
1.021503382568764856e-02 -9.010130045761766127e-02
1.008204565355932253e-02 -8.935865364052308912e-02
1.009600133073259437e-02 -9.449239557572108872e-02
1.011971046357253157e-02 -8.893081574977723669e-02
1.026752772561415755e-02 -1.021958575731760632e-01
1.012277303919574545e-02 -9.054417357142385825e-02
9.963505180757038782e-03 -8.273063674591774053e-02
1.008958791751429773e-02 -8.755904115896218087e-02
1.012619502787667075e-02 -9.026072801985063343e-02
1.002655500069341704e-02 -9.290355452264664748e-02
1.024674594671713679e-02 -9.294366486579308528e-02
1.012771894363525410e-02 -8.994035409401779368e-02
