a b
1.013691116449175894e-02 -8.536464473171090361e-02
1.004356543965327642e-02 -8.525331597037677511e-02
1.015453016377550893e-02 -9.362110873611984019e-02
1.004971441138193672e-02 -9.129850366356384583e-02
1.020159154738418256e-02 -1.007331977531256140e-01
1.015992633815940988e-02 -9.436101308160171897e-02
1.006552489980379328e-02 -8.801033038133354580e-02
1.012348590976823448e-02 -9.359648491425476280e-02
1.008767266631020038e-02 -8.940241163963724702e-02
9.886809917967732952e-03 -8.709127245580927656e-02
9.894474676049161421e-03 -8.537817173537520787e-02
1.007668212263655716e-02 -9.086476628267869948e-02
1.018893103054370475e-02 -9.294556419676314185e-02
1.002461745859580672e-02 -8.287562884437815747e-02
9.937937311503997062e-03 -8.856682518016567585e-02
1.005358777089741806e-02 -9.501162042044652978e-02
1.008115820939416846e-02 -9.642313599637875043e-02
1.001067087825544683e-02 -8.319417600188616646e-02
1.013466748339787726e-02 -8.869551998110791757e-02
9.855794331041646539e-03 -8.011800753090891902e-02
1.000150852473565694e-02 -8.873664299330141780e-02
1.006923018706976786e-02 -9.606226780901572226e-02
1.013289955587541591e-02 -9.273337035865170108e-02
1.027694968934757952e-02 -1.011924972680999790e-01
1.016565778440509105e-02 -9.626403029658447963e-02
9.989392768625260377e-03 -8.960985037814683807e-02
1.017594196607104345e-02 -9.470101166655009450e-02
1.003378811583642560e-02 -9.080732124768031710e-02
1.015346696145260491e-02 -9.808942205678850002e-02
1.027324333245429461e-02 -1.031103285195147379e-01
1.000014252420480115e-02 -8.807083189073683371e-02
9.945895987661025617e-03 -9.105508644416415720e-02
9.996816308530685757e-03 -9.121452731165691219e-02
1.022229407422257236e-02 -9.804049766770073226e-02
1.005763376562683609e-02 -9.238756261916059032e-02
1.011311030240456821e-02 -9.112787088846907579e-02
9.992655743508396804e-03 -8.794457057148274970e-02
9.998471303384860731e-03 -8.489933841069619014e-02
1.020887935184631307e-02 -9.804587159691835474e-02
1.015503857881174671e-02 -9.232761115347987158e-02
1.011717101126247131e-02 -9.964410862029349225e-02
1.015052702183694144e-02 -9.069751944363879659e-02
9.936986653948834403e-03 -8.137650509263627541e-02
1.013275643655695696e-02 -9.175641627418373858e-02
9.928608953641906987e-03 -8.143066798052456257e-02
1.022229407422257236e-02 -9.804049766770073226e-02
1.018343210528725035e-02 -9.354222294319458619e-02
1.004631688718136268e-02 -7.903154025789915771e-02
1.004859937120618912e-02 -9.095787856014148076e-02
1.017950101510091410e-02 -9.374006944273549635e-02
1.018618240446185486e-02 -9.965497127028499769e-02
1.006393716634552959e-02 -9.191491670254658963e-02
1.002696518144163829e-02 -8.228431655161028146e-02
1.013817707101958426e-02 -8.658964744979447126e-02
1.030211585826510540e-02 -9.919926654666788579e-02
1.006230396176055475e-02 -9.121119253456755338e-02
1.005133812650095548e-02 -8.772696551800707176e-02
1.008068220794698655e-02 -8.943817684411370372e-02
1.018088835852828250e-02 -9.139399334141562470e-02
9.984219356874490803e-03 -8.662208487841893678e-02
1.001145285726299378e-02 -8.719289949179831467e-02
1.025661632252775762e-02 -9.268616320518474616e-02
1.010460775815298640e-02 -8.864979836641007083e-02
1.027362235748800062e-02 -9.754426761502910104e-02
1.014830871831158554e-02 -9.283769767980221133e-02
1.010423241020360491e-02 -9.371986114632058218e-02
1.004492082749462029e-02 -8.473547248494761597e-02
9.926934816392188332e-03 -8.492433681033939585e-02
9.905643888381054918e-03 -7.715519062813402940e-02
1.005653116106747236e-02 -8.668101197912392308e-02
1.016191788841189908e-02 -9.221978771416772247e-02
1.004516307903463579e-02 -8.577904215551646061e-02
1.003381270866423453e-02 -9.055561624715791069e-02
1.019439645318091781e-02 -9.771005013181777166e-02
1.003106623816048260e-02 -8.664223806028159558e-02
1.011953092141733984e-02 -9.206154832150259537e-02
1.013322090835318962e-02 -9.366460625553951758e-02
1.013487114335366590e-02 -9.697469807148029197e-02
1.004510232174240375e-02 -9.412097011193587548e-02
1.014522433315099420e-02 -9.364522926547658166e-02
1.014695486271695313e-02 -9.426968262326718140e-02
9.978988344515604680e-03 -8.369378151111828146e-02
1.021281371639790742e-02 -9.161550595606304803e-02
1.016212068513301647e-02 -9.039822133302410911e-02
1.003224386310279381e-02 -8.303697298540746452e-02
1.011913764406831978e-02 -9.264707377312952907e-02
1.023253350956017382e-02 -9.917132373276227320e-02
1.033755984468200800e-02 -9.729532140691676823e-02
1.007572892547928950e-02 -8.894172235100916701e-02
1.012702898592972994e-02 -9.441607399577556237e-02
1.018009941410833591e-02 -9.729958927135262670e-02
1.000832619675100232e-02 -8.748161538019272321e-02
1.006923545011926407e-02 -8.711065913547599848e-02
1.011068045556327843e-02 -9.667246437798793224e-02
9.986048095797186996e-03 -8.052852439399149631e-02
1.005175840178825636e-02 -9.599899002774403556e-02
1.020159552237036305e-02 -9.890657423801219039e-02
1.015367556054305037e-02 -9.028592468851370789e-02
9.990503845341190681e-03 -8.269943708905258539e-02
1.020549998950265325e-02 -8.895139833742748969e-02
1.010993512787363574e-02 -9.233942290752494841e-02
1.003507125033645947e-02 -8.922794502011699436e-02
1.016212006242270954e-02 -9.455773747651585737e-02
1.015472660990326265e-02 -9.632364358014045003e-02
1.018370271649245845e-02 -9.650886697942828718e-02
1.017888129803270342e-02 -9.406494108554985800e-02
1.013619419717030901e-02 -9.544318097006798673e-02
1.012552499488179880e-02 -9.326316511481391736e-02
1.001216912622832078e-02 -8.929286148883752716e-02
1.000001424028397479e-02 -8.608127459582415320e-02
1.019080978091886636e-02 -9.630343957440334890e-02
1.025737481674451196e-02 -9.624096882325106073e-02
9.990353772146111366e-03 -8.570172783330876065e-02
1.008461652823942206e-02 -8.627813240435511233e-02
9.975078365919001766e-03 -9.061446513596571606e-02
1.014855721603277056e-02 -8.991132384687894330e-02
1.019326551557060700e-02 -9.324188914230502334e-02
1.034371312799890058e-02 -1.015402649348031705e-01
1.010835262056482275e-02 -9.447128275466543101e-02
1.018395632843310805e-02 -9.125989583417215556e-02
1.005133744499218246e-02 -8.676910029592743712e-02
1.009727306515009054e-02 -8.454142776979223228e-02
1.000615409807914524e-02 -8.574865090436567527e-02
9.828635590649378861e-03 -7.561581946072326588e-02
1.002434499534585882e-02 -8.829503344541955734e-02
1.005668814736242200e-02 -8.595386043201025394e-02
1.019425813102002587e-02 -9.431743013247628760e-02
1.007167646583127102e-02 -8.721006776324413678e-02
1.000902339282518094e-02 -8.610050576106842435e-02
1.026344306994818323e-02 -9.895118065941121976e-02
1.016858901935544651e-02 -1.006023307812475842e-01
1.020668598352042489e-02 -9.820616041194196733e-02
1.013249339696904727e-02 -8.943813151296087227e-02
1.030640646303736252e-02 -9.855378404806058867e-02
9.996816308530685757e-03 -9.121452731165691219e-02
1.020673207968680885e-02 -9.762282257302157262e-02
9.990084622614303633e-03 -9.184914298999946602e-02
1.024562595602931253e-02 -9.225345124818473685e-02
1.019828125334636126e-02 -9.513053781305935708e-02
1.016876473802626191e-02 -9.262321443358834117e-02
1.013954345662246986e-02 -8.905166960473831494e-02
1.009677679347091572e-02 -9.135146410698102848e-02
1.014226711124945057e-02 -9.084147630084493663e-02
1.020261707193566292e-02 -9.524992712527247107e-02
1.013404349820731104e-02 -8.762454001337571796e-02
1.030596675587164279e-02 -9.786777267823221216e-02
1.023717375591527701e-02 -9.929411873050519866e-02
1.009638391333548407e-02 -8.804600852533539523e-02
1.018928526094020626e-02 -9.098581029068153470e-02
1.011194347119591386e-02 -9.411342567643576906e-02
1.008847299266180109e-02 -9.120506470404055044e-02
1.015066357492289129e-02 -8.818805521517170121e-02
9.934180104463875838e-03 -8.135616797044886717e-02
1.034049084481590552e-02 -1.076355242425430792e-01
1.013869065734114561e-02 -8.897732837269090034e-02
1.008290707156529742e-02 -8.768613637008693118e-02
1.019784959466818464e-02 -8.459152098220923399e-02
9.926934816392188332e-03 -8.492433681033939585e-02
1.001350042569987275e-02 -8.740686973392541859e-02
9.986280378067702301e-03 -8.696969599882464763e-02
1.008053038771371257e-02 -8.263994773060945320e-02
1.011064782164527998e-02 -9.369779794687316254e-02
1.028456889336730462e-02 -1.007165224116719493e-01
9.897106283082636458e-03 -8.563801186913555519e-02
1.026755119247722836e-02 -9.205196557349770714e-02
1.009750431295016598e-02 -9.035670571957488129e-02
1.021075841439554599e-02 -9.699405241041292314e-02
1.024735421297499893e-02 -9.180278623394411142e-02
1.010359670822709444e-02 -8.670053013818423970e-02
1.009380395016760967e-02 -8.905537285945341885e-02
9.973623746631313236e-03 -8.462782182751871218e-02
1.008736685052803728e-02 -9.471841542038639261e-02
9.948718709252998837e-03 -8.075383865254215365e-02
1.013907679483935093e-02 -9.341243691589018461e-02
1.020912046994888744e-02 -9.128962112854077660e-02
1.009193204851441955e-02 -9.531802349168483346e-02
1.003666282987106945e-02 -8.649183960490791634e-02
1.024158684300317118e-02 -1.007689671028437761e-01
1.009800983927058166e-02 -8.895294946600906805e-02
1.016275004148699257e-02 -9.265201095592479064e-02
1.012552499488179880e-02 -9.326316511481391736e-02
1.004104865595123464e-02 -8.010839383269119374e-02
1.009519313180685940e-02 -8.819152819446740565e-02
9.964378472460913572e-03 -8.499784061559112480e-02
9.993928034160826090e-03 -8.468324626276979572e-02
1.019057258325038740e-02 -9.827869324148053032e-02
1.014594465594448325e-02 -8.373983624917080704e-02
1.007723272581580176e-02 -9.057107746828529926e-02
1.000879394289420909e-02 -8.954843769537501608e-02
1.036373981814385503e-02 -1.048051749045004755e-01
1.009831868926593795e-02 -9.540850295092040412e-02
1.004393117444145334e-02 -8.561415180812681491e-02
1.000348902321947231e-02 -8.609088016128874088e-02
1.006574002746679630e-02 -8.761827576460379241e-02
1.037582432587119685e-02 -9.944632882936810248e-02
1.007524469420084667e-02 -7.980583317228240325e-02
1.015472660990326265e-02 -9.632364358014045003e-02
1.022460855625251241e-02 -8.420352297314392942e-02
1.018014279835947195e-02 -9.676282299916749707e-02
1.021108926267418754e-02 -9.356231205188003663e-02
1.005514156090118322e-02 -8.856719785422506597e-02
1.011652925302253259e-02 -9.450959670776093446e-02
1.021247989889082636e-02 -8.906085512658701298e-02
1.011907969291101633e-02 -8.806997643513625462e-02
1.008811921987132904e-02 -9.461759694443383495e-02
1.019471244202914406e-02 -9.117007485851713611e-02
1.010966242371273693e-02 -8.847204183461010452e-02
1.007816142861136383e-02 -8.731466190065995114e-02
1.027574338458288328e-02 -9.719893187548356295e-02
9.973639002765918860e-03 -8.302185644020010358e-02
1.015017101097677454e-02 -8.647322265164625321e-02
9.986807328915381365e-03 -8.532080428104205083e-02
1.021188515205362357e-02 -9.747647885338261986e-02
1.010292554694956074e-02 -8.971340371452396489e-02
1.011736944754019346e-02 -9.200150270806894959e-02
1.011685014921972353e-02 -9.285426365471161070e-02
9.944040375918061780e-03 -8.376295685991741458e-02
1.016915972373331339e-02 -9.410842911328765048e-02
1.014451906885761867e-02 -9.349405840908286969e-02
1.014803390607528499e-02 -9.299144856836383255e-02
1.011469095165408449e-02 -9.051794387723233193e-02
1.021511217836876956e-02 -9.550678120925581993e-02
1.015883904931239728e-02 -9.410720142029571633e-02
1.011893259753010588e-02 -9.283820925693819781e-02
1.001210778658460226e-02 -8.993200743310891809e-02
1.011620086302143784e-02 -9.286704041167381796e-02
1.009012128732185432e-02 -9.174948391161774630e-02
1.014895318921229389e-02 -9.153481890898529372e-02
9.992655743508396804e-03 -8.794457057148274970e-02
9.921800633640474876e-03 -8.185569045941476496e-02
1.031326757242088943e-02 -9.729838369374377294e-02
1.003974906349237861e-02 -8.969482510519810603e-02
1.008391038005847229e-02 -8.794439611355597819e-02
1.008917186328286281e-02 -8.942191723923298419e-02
1.003423074481971794e-02 -9.011752241716530776e-02
1.015516567564093281e-02 -9.668744939900286717e-02
1.011443726988189157e-02 -9.119960033594831650e-02
1.021086062027561081e-02 -8.889712901918400689e-02
1.020124982644009248e-02 -1.025364372343813280e-01
1.013074653376420248e-02 -8.945001455800749568e-02
1.018848281410457413e-02 -9.389555533213544969e-02
1.007502559830594085e-02 -8.809736087517983094e-02
1.010801980023263991e-02 -9.091559408492333461e-02
1.016625477106349040e-02 -9.639150554234765522e-02
1.009240316485236766e-02 -8.105715659169931975e-02
1.019708356114834569e-02 -9.980711850162160559e-02
1.021720021699821374e-02 -9.382129003104955345e-02
1.007125687683144838e-02 -8.908915045266474486e-02
1.018647220102003592e-02 -9.724080366990395241e-02
1.010938734643619663e-02 -8.738005149000538374e-02
1.021548201483522128e-02 -9.848235969160956671e-02
1.009410677789220057e-02 -9.108794480044091202e-02
1.003285026091949028e-02 -9.183578012071436092e-02
1.012956027450993834e-02 -9.946712576674476836e-02
1.010482968790665792e-02 -9.099182692373841697e-02
9.986807328915381365e-03 -8.532080428104205083e-02
1.008515476155406182e-02 -9.327887860593064850e-02
1.014383803592443234e-02 -8.895548343024217708e-02
1.007011829762115285e-02 -8.829926420374323293e-02
9.989541305065866017e-03 -8.049367848637944967e-02
1.014438557015374942e-02 -9.173079781936888111e-02
1.020237699847700158e-02 -9.972358240177059407e-02
1.007413537742413157e-02 -9.013629311961213197e-02
1.015781549821732910e-02 -9.766494767987565773e-02
1.022089718971044142e-02 -9.370263626659647294e-02
1.007560206201350145e-02 -9.518321386130201844e-02
1.007782047580051132e-02 -9.016345921006441166e-02
1.016212068513301647e-02 -9.039822133302410911e-02
9.942405415717316119e-03 -8.452675432691347801e-02
1.032289220269762969e-02 -1.031204205921056882e-01
1.001517047640361480e-02 -8.778389810821307648e-02
9.928608953641906987e-03 -8.143066798052456257e-02
1.001741414484874637e-02 -8.467750938738749511e-02
1.008950497700557974e-02 -9.275555515380129457e-02
1.019427726419906005e-02 -8.822596191682463562e-02
1.013292025397510843e-02 -9.817869914451904378e-02
1.025194331033176670e-02 -9.780190761334695004e-02
1.016622764027565878e-02 -9.344001218129416308e-02
1.010574912334514380e-02 -8.824036761192899370e-02
1.008640255682902165e-02 -9.138865214505620393e-02
1.020673207968680885e-02 -9.762282257302157262e-02
9.986280378067702301e-03 -8.696969599882464763e-02
1.019094402569405144e-02 -9.206986060665411920e-02
1.024580404369326153e-02 -9.684344122794819043e-02
1.018336927116041124e-02 -9.500222652923184796e-02
1.003874650746405806e-02 -8.823456056906975320e-02
1.002961410371673578e-02 -9.309762966601420331e-02
1.011418978964471332e-02 -9.286614354337463517e-02
1.030949934121160039e-02 -9.996339013872446166e-02
1.011445322407711345e-02 -9.114177321606531379e-02
1.013488648840663725e-02 -9.748283905182875131e-02
1.006647282722641229e-02 -9.345126051048757709e-02
1.019245150900595365e-02 -9.686153468157887581e-02
1.011956571576762276e-02 -9.025889931085795403e-02
1.032099269083829041e-02 -1.001831321509971673e-01
1.027455017371031731e-02 -9.857421983391478904e-02
1.018291107176295951e-02 -9.660261118755220089e-02
1.014931597809585334e-02 -9.021556307428957311e-02
1.008520490883620113e-02 -9.024418155001390218e-02
1.013122449019342175e-02 -9.081526374236337240e-02
1.018512235866797511e-02 -9.329667099127680885e-02
9.983375739726033093e-03 -7.949975910460715944e-02
9.946520752533175025e-03 -8.186963475357278419e-02
1.019369136721741398e-02 -9.092793627164685866e-02
1.003897767079769965e-02 -8.610607013778914798e-02
1.011454280099147868e-02 -9.303710692813660366e-02
9.996816308530685757e-03 -9.121452731165691219e-02
1.018789091363551252e-02 -1.010685039425653908e-01
9.955613230870775932e-03 -8.297533538540724507e-02
1.001600450348576199e-02 -8.549539028866659507e-02
1.026602034560712001e-02 -9.069736816780360478e-02
1.021442546556251829e-02 -9.171949190400452423e-02
1.013898461568080167e-02 -9.066422713062816108e-02
1.018133273823539076e-02 -9.552636199980457654e-02
1.010056074633684797e-02 -9.411382900270859331e-02
1.010709877758784320e-02 -9.161223830616793684e-02
1.006160072083639445e-02 -8.856478723683425258e-02
1.022693168916782858e-02 -1.014121498815139244e-01
1.007865280774294936e-02 -8.885602503058764867e-02
1.016915972373331339e-02 -9.410842911328765048e-02
9.898184079173713568e-03 -8.408019981423864309e-02
9.998405878760885379e-03 -8.468635251073841630e-02
1.024601076118483028e-02 -1.028912064903959589e-01
1.017165239849502495e-02 -8.902167709145070162e-02
1.020343555711358124e-02 -9.460787487607147384e-02
1.020913412877401394e-02 -9.516297356404490593e-02
1.014695540367699378e-02 -8.988774613483174747e-02
1.010201699411611420e-02 -8.785448754336822041e-02
1.006007429976464584e-02 -9.214387662227085940e-02
1.012764539082443294e-02 -9.597871797589130338e-02
1.013530039773764824e-02 -9.356499858748668075e-02
1.012234709600880189e-02 -9.630509552917088101e-02
1.012049193343228515e-02 -8.993737125882428352e-02
1.011917084236728381e-02 -9.023421824871569186e-02
1.001698198172780441e-02 -8.788028152187599140e-02
9.969813955786020754e-03 -8.989091124346737516e-02
1.013719258066846096e-02 -9.428455126045087731e-02
1.006396147849970835e-02 -9.285589506768743284e-02
1.015807533804443524e-02 -9.543581981294990690e-02
1.008557402416396936e-02 -9.328595094134772836e-02
1.013731765899730103e-02 -9.056794161555203893e-02
1.016846619163996879e-02 -9.173446913829019778e-02
1.007486690639760457e-02 -8.826182687200168075e-02
1.008742986651907370e-02 -8.744505873222463421e-02
1.012899880662996438e-02 -8.791870248576194591e-02
1.011630944184225417e-02 -9.237374636503337122e-02
1.012545996534487680e-02 -8.825553300349242569e-02
1.018449326461536020e-02 -9.556107683825443289e-02
9.990939197072987166e-03 -8.639968078787108041e-02
9.865785375426205928e-03 -8.627378242684113907e-02
1.000207339949626961e-02 -9.083411169081423431e-02
1.013386428775482628e-02 -9.373589244748892213e-02
1.027614966096597471e-02 -9.696342693006010371e-02
1.003433169652771101e-02 -9.372150204207119195e-02
1.007162787181226093e-02 -9.623552844013194552e-02
1.015740063603234183e-02 -9.792502336186337253e-02
1.021188515205362357e-02 -9.747647885338261986e-02
1.007529583142470486e-02 -8.584658119033772294e-02
1.010598151459768390e-02 -9.003048861731688390e-02
1.009623768338835381e-02 -9.317175791848208988e-02
1.008509007840339283e-02 -8.975769856912529931e-02
1.022037550989676052e-02 -9.539749844074929541e-02
1.016297509638566104e-02 -9.453874928833494451e-02
1.002313862639690745e-02 -8.033991882908075866e-02
1.027614966096597471e-02 -9.696342693006010371e-02
9.925798279827681425e-03 -8.214568544569522679e-02
1.005341056734147809e-02 -8.049834484123175038e-02
1.012306735078767617e-02 -9.558266042828567066e-02
1.023636260411243948e-02 -9.447442614270551431e-02
1.011361535461298422e-02 -8.959858861684177889e-02
1.013920469652741796e-02 -9.703247121113656171e-02
9.925859227561464881e-03 -8.075890877762259557e-02
1.022109773027383289e-02 -1.024045359370884256e-01
1.015623105091471162e-02 -9.192191264463067668e-02
9.917039336261833371e-03 -8.720034536906329237e-02
1.007153551258516133e-02 -8.600335414529935996e-02
1.013965271651845468e-02 -9.496747855231535418e-02
1.023287821819791887e-02 -1.025609686550119637e-01
9.990503845341190681e-03 -8.269943708905258539e-02
9.962662253964485459e-03 -9.270681101064903729e-02
1.015883813781158496e-02 -8.744525045844420141e-02
9.917039336261833371e-03 -8.720034536906329237e-02
1.016625477106349040e-02 -9.639150554234765522e-02
1.018293387297695973e-02 -1.009659664286561842e-01
9.962931633050807478e-03 -7.901072367694883525e-02
1.009239007226334778e-02 -8.791954827493242419e-02
1.000086810220639222e-02 -8.262889818413032827e-02
9.989541305065866017e-03 -8.049367848637944967e-02
1.003217653394483655e-02 -8.883633848387706422e-02
1.010907780478912527e-02 -9.255319191214983476e-02
1.004393690866578481e-02 -9.110270936195163927e-02
1.006864280948886053e-02 -9.442059495280319403e-02
1.025310329209615234e-02 -9.850539264406199536e-02
1.018364550865691331e-02 -9.895571161917793290e-02
1.018313341241198350e-02 -9.134210170885670443e-02
1.013366050093585796e-02 -9.499441639011063643e-02
1.010359670822709444e-02 -8.670053013818423970e-02
1.001073924246366487e-02 -8.549610166041943238e-02
9.940886592672781852e-03 -8.050271578575518561e-02
9.993928034160826090e-03 -8.468324626276979572e-02
1.004393117444145334e-02 -8.561415180812681491e-02
1.015672576559330936e-02 -9.575779837901721159e-02
1.006221283346501322e-02 -8.931572770182927279e-02
1.012517329152665818e-02 -9.296907545653509963e-02
1.003277411097339838e-02 -8.861484842210232138e-02
1.003431084845340937e-02 -8.393592264012283977e-02
9.989541305065866017e-03 -8.049367848637944967e-02
1.009386502464960922e-02 -9.775691058431279501e-02
1.009614104591739780e-02 -8.709328883042521952e-02
1.022737280455587872e-02 -9.736384270668785312e-02
1.013694430958608089e-02 -9.261014606135065108e-02
9.977097365919992966e-03 -8.289918740037238720e-02
1.008953919091915008e-02 -8.757663157053574565e-02
1.001522382321679006e-02 -8.019689112969197176e-02
1.019446500977880948e-02 -8.937628437178224416e-02
1.014174731437746113e-02 -9.015139490994794613e-02
9.977797800748020030e-03 -8.359835024951189908e-02
1.016046648491954890e-02 -9.196114200027727392e-02
1.008096574730941303e-02 -8.973454411623960070e-02
9.998280198527373375e-03 -9.152589452873316489e-02
9.941877556525924309e-03 -8.470671407594276836e-02
9.937395147662973771e-03 -8.072687603299844028e-02
9.849893085558933392e-03 -8.291987223603825008e-02
1.018218192875573053e-02 -9.180235935364611244e-02
1.000813919405869890e-02 -8.918645933954882921e-02
1.016694945310410436e-02 -9.176777754224052508e-02
1.012369375099073793e-02 -9.377301935958914925e-02
1.020459981545577405e-02 -9.485159565140244275e-02
1.019083801207504303e-02 -9.768467036114980573e-02
1.009652539944644323e-02 -8.892659789207590926e-02
1.005388932727051265e-02 -9.137287188001241844e-02
1.009244561459336775e-02 -8.657149811177689003e-02
1.011286413927858785e-02 -9.435607966756487386e-02
1.002998262368461069e-02 -8.533794933354243994e-02
1.018505226755357651e-02 -9.404238844965351340e-02
1.001030051438310531e-02 -9.373875107643869775e-02
1.003912574344449637e-02 -8.915078245647878319e-02
1.010979102135724922e-02 -9.356025135830292605e-02
1.022709989997536845e-02 -1.020246685251826602e-01
1.007128500123244397e-02 -8.556084906184646677e-02
1.004015577703393225e-02 -9.314459552503095985e-02
1.017453183949534878e-02 -8.610633604560313792e-02
1.009507209776654146e-02 -8.593375766074906608e-02
1.015658634688126893e-02 -8.930885611867789287e-02
1.021366709514719140e-02 -8.966625157707119875e-02
1.009655720810413715e-02 -9.533150355134245579e-02
1.008403198802054757e-02 -9.083824879786739359e-02
1.000216262659926747e-02 -8.559892355581566470e-02
1.013869065734114561e-02 -8.897732837269090034e-02
1.018515457837133875e-02 -1.017654738557649541e-01
1.022727532708488096e-02 -9.650127445295142437e-02
1.005112957153706660e-02 -8.780296524053343710e-02
1.007128500123244397e-02 -8.556084906184646677e-02
1.007595382403162626e-02 -8.740765365305902534e-02
1.017182645333283147e-02 -8.957752899989546158e-02
1.006994173344181315e-02 -9.106045633515513771e-02
1.015530287811698684e-02 -9.897283580109328405e-02
1.014973514400650118e-02 -9.173138093280774896e-02
1.024332324282432177e-02 -9.930263719072951467e-02
1.001730415765032800e-02 -7.800116407532242668e-02
1.025661632252775762e-02 -9.268616320518474616e-02
1.006210440443773557e-02 -8.946648000250645438e-02
9.990353772146111366e-03 -8.570172783330876065e-02
1.010004349365889453e-02 -9.182327722550964744e-02
1.017383792099611772e-02 -9.209800872474049882e-02
1.008946874411999206e-02 -8.726621803208578498e-02
1.002798397685894516e-02 -8.620684397764377671e-02
1.009266367383351154e-02 -8.703934506184718423e-02
9.988325712188238226e-03 -9.219861487863911798e-02
1.017251220370361808e-02 -9.567491056652310810e-02
1.012234709600880189e-02 -9.630509552917088101e-02
1.015021658870414456e-02 -9.211482163867601436e-02
1.013448361849254853e-02 -9.160913729479580603e-02
9.988325712188238226e-03 -9.219861487863911798e-02
1.030985602052527511e-02 -1.001960496811102885e-01
1.008432710145259342e-02 -9.269632809824313036e-02
1.001957076484447789e-02 -8.970804920501196378e-02
1.006341478522306682e-02 -8.168193450512761800e-02
1.010091295536180711e-02 -8.727134405026926167e-02
1.003454957541990294e-02 -8.902898971503026004e-02
1.007612535378286933e-02 -9.387958650579197872e-02
1.016665436673005324e-02 -8.784665825045245846e-02
1.020103689410345460e-02 -9.429200229343503992e-02
1.008614708238604607e-02 -9.402091490016384334e-02
9.962964236855831324e-03 -8.102695469540077688e-02
1.014945885278534243e-02 -9.363369458092130060e-02
1.002177914992778002e-02 -8.861958928609769970e-02
1.011887475524153590e-02 -9.209679788910385412e-02
1.028116040850559493e-02 -1.002678310000133521e-01
1.009645941961431065e-02 -9.064586575497846077e-02
1.009904101128983323e-02 -9.794891272858419207e-02
1.001786108009744547e-02 -9.335759749509797700e-02
9.986280378067702301e-03 -8.696969599882464763e-02
1.016519250470436508e-02 -9.467087104509874784e-02
1.014063759365600031e-02 -8.927284212941732910e-02
1.008682963047372733e-02 -8.967435181153105006e-02
1.005973975819618449e-02 -9.124805486088916062e-02
1.033108476068968912e-02 -9.556163139034778986e-02
1.008950497700557974e-02 -9.275555515380129457e-02
1.000382147784410064e-02 -8.950621407194447876e-02
1.013090687342681206e-02 -8.361011092026071623e-02
1.015710477954038377e-02 -9.021243335783379891e-02
1.005341056734147809e-02 -8.049834484123175038e-02
9.944940172721641880e-03 -8.263529369018085546e-02
1.013171229049304733e-02 -9.174589927621057406e-02
1.005068681954459503e-02 -8.503006837338222823e-02
1.008184112368014362e-02 -8.771655014165724573e-02
1.012212455767371594e-02 -8.934767311189228955e-02
9.991957956532446228e-03 -8.997688652398516673e-02
1.008497994142023430e-02 -9.375479017089127787e-02
1.001458617499902809e-02 -8.562102057705112124e-02
1.004445786008158203e-02 -8.459695889802665292e-02
1.027560654834219767e-02 -1.011268908503573094e-01
9.980168858746418792e-03 -8.085147548280224861e-02
1.018618240446185486e-02 -9.965497127028499769e-02
1.017198374168615249e-02 -9.480595699425831135e-02
1.000713044191840762e-02 -8.926225261761344676e-02
1.017781227589946436e-02 -9.324237905148868855e-02
1.012948543300207227e-02 -9.204174369880702145e-02
1.013480921991083417e-02 -9.022483899494848636e-02
1.027475020497337077e-02 -9.826255831091268433e-02
1.007938471933234048e-02 -8.833047274685168482e-02
9.942147998570557976e-03 -8.765280093497884728e-02
1.010536329288479196e-02 -8.900919109331062451e-02
1.011245298146293964e-02 -9.476799304277783165e-02
9.871165580096860626e-03 -8.263265355531723699e-02
1.007874730251404755e-02 -9.099333933162889743e-02
9.897703321344729355e-03 -7.990495208749615053e-02
1.013172013371739510e-02 -8.722122647338803603e-02
1.010093675878694780e-02 -9.720167852789041163e-02
1.008513093114523501e-02 -8.592288342315845817e-02
1.021503382568764856e-02 -9.010130045761766127e-02
1.016745958997772314e-02 -9.500983461697209975e-02
1.015780657039518781e-02 -8.899390721392652637e-02
9.983020342443027495e-03 -8.068243125939567051e-02
1.000170968613443845e-02 -8.071383231785311807e-02
1.015065513462595076e-02 -8.963686810470150590e-02
1.014596134027526825e-02 -9.227241806822217285e-02
1.000224045125900491e-02 -9.147440461156075564e-02
1.004408569215918534e-02 -8.334188862660907304e-02
1.010075622137009826e-02 -9.133452376453554677e-02
1.007590249278291633e-02 -9.040948796038317248e-02
9.963505180757038782e-03 -8.273063674591774053e-02
1.029899534408869333e-02 -9.817849127766509199e-02
1.013089368769224535e-02 -9.221763581913222652e-02
1.004905755526146194e-02 -8.797950408805998990e-02
1.015346696145260491e-02 -9.808942205678850002e-02
1.017689882372173338e-02 -9.132720444730479947e-02
1.009750445433107297e-02 -8.908401134195842452e-02
1.007058682130847899e-02 -8.910998042302931132e-02
1.010488040759508627e-02 -8.905021535938950628e-02
1.001522382321679006e-02 -8.019689112969197176e-02
1.022006952385372258e-02 -9.542520877624749431e-02
1.013989310181062642e-02 -8.765792050847731609e-02
1.018154703535528727e-02 -9.626424154711199499e-02
9.970661723144466637e-03 -8.816200027676290851e-02
1.013465279264748331e-02 -8.680730247026735569e-02
1.009126910240570885e-02 -9.040303832301743725e-02
1.009020135240408511e-02 -9.321005914514191026e-02
